,projectname,classification,commenttext,label,code,yes_vote,no_vote
84,jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 513,no,undetermined,0,9
85,jruby-1.4.0,IMPLEMENTATION,// FIXME: add text mode to mode flags,yes,undetermined,6,3
86,jruby-1.4.0,IMPLEMENTATION,// TODO: must override in RubyModule to pick up constants,yes,undetermined,8,1
87,jruby-1.4.0,WITHOUT_CLASSIFICATION,// it was not found at all!,no,undetermined,0,9
88,jruby-1.4.0,WITHOUT_CLASSIFICATION,/* constant vector a */,no,undetermined,0,9
89,jruby-1.4.0,WITHOUT_CLASSIFICATION,// Time the compilation,no,undetermined,0,9
90,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// check current directory; if file exists, retrieve URL and return resource",no,undetermined,0,9
91,jruby-1.4.0,WITHOUT_CLASSIFICATION,// bench fully-boxed fib,no,undetermined,0,9
92,jruby-1.4.0,WITHOUT_CLASSIFICATION,// set RubyClass,no,undetermined,0,9
93,jruby-1.4.0,WITHOUT_CLASSIFICATION,//yySindex 889,no,undetermined,0,9
94,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// strip off ""_dot_rb"" for .rb files",no,undetermined,0,9
95,jruby-1.4.0,DESIGN,// FIXME: needs to be rethought,yes,undetermined,6,3
96,jruby-1.4.0,WITHOUT_CLASSIFICATION,// switch,no,undetermined,0,9
97,jruby-1.4.0,WITHOUT_CLASSIFICATION,// Stream of data that yylex() examines.,no,undetermined,0,9
98,jruby-1.4.0,DESIGN,"// TODO: NOT_ALLOCATABLE_ALLOCATOR is probably ok here, since we don't intend for people to monkey with // this type and it can't be marshalled. Confirm. JRUBY-415",yes,undetermined,8,1
99,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// must let original string know we're modifying, so shared buffers aren't damaged",no,undetermined,0,9
100,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// beneath are rewritten coercions that reflect MRI logic, the aboves are used only by RubyBigDecimal",no,undetermined,0,9
101,jruby-1.4.0,WITHOUT_CLASSIFICATION,// switch // for,no,undetermined,0,9
102,jruby-1.4.0,DESIGN,//TODO: Should next and return also catch here?,yes,undetermined,9,0
103,jruby-1.4.0,WITHOUT_CLASSIFICATION,// load all arguments straight through,no,undetermined,0,9
104,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// If we fail to find as a normal Ruby script, we try to find as an extension, // checking for a builtin first.",no,undetermined,0,9
105,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// SSS: Looks like we receive the arg in buildBlockArgsAssignment via the IterNode // We won't get here for argument receives!  So, buildDasgn is called for // assignments to block variables within a block.  As far as the IR is concerned, // this is just a simple copy",no,undetermined,0,9
106,jruby-1.4.0,WITHOUT_CLASSIFICATION,// read-volatile,no,undetermined,0,9
107,jruby-1.4.0,WITHOUT_CLASSIFICATION,/*arg0*/,no,undetermined,0,9
108,jruby-1.4.0,DESIGN,"// For JRUBY-2759, when MET choose CET timezone to work around Joda",yes,undetermined,2,7
109,jruby-1.4.0,WITHOUT_CLASSIFICATION,// Make sure any read()s after close fail.,no,undetermined,0,9
110,jruby-1.4.0,WITHOUT_CLASSIFICATION,// 0.0 is ok // float range // inverted float range? // NaN // +infinity // -infinity,no,undetermined,0,9
111,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// <=> may return nil in many circumstances, e.g. 3 <=> NaN        ",no,undetermined,1,8
112,jruby-1.4.0,WITHOUT_CLASSIFICATION,// can't create custom classloaders,no,undetermined,0,9
113,jruby-1.4.0,WITHOUT_CLASSIFICATION,// Initial v - the reciprocal // v0 = 1/(2*x),no,undetermined,0,9
114,jruby-1.4.0,WITHOUT_CLASSIFICATION,// This while loop is for restarting the block call in case a 'redo' fires.,no,undetermined,1,8
115,jruby-1.4.0,WITHOUT_CLASSIFICATION,//Do nothing,no,undetermined,0,9
116,jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 574,no,undetermined,0,9
117,jruby-1.4.0,WITHOUT_CLASSIFICATION,//Octal,no,undetermined,0,9
118,jruby-1.4.0,WITHOUT_CLASSIFICATION,// it doesn't handle special cases,no,undetermined,0,9
119,jruby-1.4.0,WITHOUT_CLASSIFICATION,// no number,no,undetermined,0,9
120,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// we grab serial number first; the worst that will happen is we cache a later // update with an earlier serial number, which would just flush anyway",no,undetermined,0,9
121,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// do nothing, it's a non-impl method",no,undetermined,0,9
122,jruby-1.4.0,WITHOUT_CLASSIFICATION,// Prepare LoadService and load path,no,undetermined,0,9
123,jruby-1.4.0,WITHOUT_CLASSIFICATION,// we set scope-aware to true to force heap-based locals,no,undetermined,0,9
124,jruby-1.4.0,WITHOUT_CLASSIFICATION,// The name of the variable,no,undetermined,0,9
125,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,9,0
126,jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 1236,no,undetermined,0,9
127,jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 1115,no,undetermined,0,9
128,jruby-1.4.0,WITHOUT_CLASSIFICATION,// Java reflection does not allow retrieving constructors like methods,no,undetermined,0,9
129,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,9,0
130,jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 737,no,undetermined,0,9
131,jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 469,no,undetermined,0,9
132,jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 1968,no,undetermined,0,9
133,jruby-1.4.0,WITHOUT_CLASSIFICATION,// A thread pool to use for executing this runtime's Ruby threads,no,undetermined,0,9
134,jruby-1.4.0,WITHOUT_CLASSIFICATION,// Single node in list,no,undetermined,0,9
135,jruby-1.4.0,WITHOUT_CLASSIFICATION,/* substring longer than string */,no,undetermined,0,9
136,jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 1149,no,undetermined,0,9
137,jruby-1.4.0,WITHOUT_CLASSIFICATION,// end class,no,undetermined,0,9
138,jruby-1.4.0,WITHOUT_CLASSIFICATION,// ----- Helper Methods --------------------------------------------------------,no,undetermined,0,9
139,jruby-1.4.0,IMPLEMENTATION,/* FIXME: We may be intern'ing more than once.*/,yes,undetermined,6,3
140,jruby-1.4.0,WITHOUT_CLASSIFICATION,/* ENEBO: arg surrounded by in_defined set/unset*/,no,undetermined,0,9
141,jruby-1.4.0,WITHOUT_CLASSIFICATION,// clear exception when handled or retried,no,undetermined,0,9
142,jruby-1.4.0,WITHOUT_CLASSIFICATION,// declare the field,no,undetermined,0,9
143,jruby-1.4.0,WITHOUT_CLASSIFICATION,// This should only be called by this and RubyFile. // It allows this object to be created without a IOHandler.,no,undetermined,1,8
144,jruby-1.4.0,WITHOUT_CLASSIFICATION,// ?k  | boolean | True if file1 exists and has the sticky bit set,no,undetermined,0,9
145,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// create constructorInstaller; if there are no constructors, it will disable construction",no,undetermined,0,9
146,jruby-1.4.0,WITHOUT_CLASSIFICATION,// not reached,no,undetermined,1,8
147,jruby-1.4.0,WITHOUT_CLASSIFICATION,// Node,no,undetermined,0,9
148,jruby-1.4.0,WITHOUT_CLASSIFICATION,// Define System.getProperties() in ENV_JAVA,no,undetermined,0,9
149,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// JRUBY-3568, inherit threadgroup or use default",no,undetermined,1,8
150,jruby-1.4.0,WITHOUT_CLASSIFICATION,// PUSH(0).  If you look at original macro: stack |= (n&1) => stack |= 0 => no-change.,no,undetermined,0,9
151,jruby-1.4.0,WITHOUT_CLASSIFICATION,// NetProtocolBufferedIOLibrary,no,undetermined,0,9
152,jruby-1.4.0,WITHOUT_CLASSIFICATION,/* it's a comment */,no,undetermined,1,8
153,jruby-1.4.0,WITHOUT_CLASSIFICATION,// Check for special shell characters [<>|] at the beginning // and end of each command word and don't run in process if we find them.,no,undetermined,0,9
154,jruby-1.4.0,DESIGN,// FIXME: move out of this class!,yes,undetermined,7,2
155,jruby-1.4.0,DESIGN,// This is perhaps innefficient timewise?  Optimal spacewise,yes,undetermined,1,8
156,jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 723,no,undetermined,0,9
157,jruby-1.4.0,WITHOUT_CLASSIFICATION,// Sockaddr_un has different structure on different platforms. // See JRUBY-2213 for more details.,no,undetermined,0,9
158,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// not an expression, only compile the elements",no,undetermined,0,9
159,jruby-1.4.0,WITHOUT_CLASSIFICATION,//need padding //I'm fairly sure there is a library call to create a //string filled with a given char with a given length but I couldn't find it,no,undetermined,0,9
160,jruby-1.4.0,WITHOUT_CLASSIFICATION,// goto next bucket,no,undetermined,0,9
161,jruby-1.4.0,WITHOUT_CLASSIFICATION,// declare the field,no,undetermined,0,9
162,jruby-1.4.0,DESIGN,//TODO: Should next and return also catch here?,yes,undetermined,9,0
163,jruby-1.4.0,WITHOUT_CLASSIFICATION,//yySindex 889,no,undetermined,0,9
164,jruby-1.4.0,WITHOUT_CLASSIFICATION,// load target for invocations,no,undetermined,0,9
165,jruby-1.4.0,WITHOUT_CLASSIFICATION,// The dataStruct is a place where custom information can be // contained for core implementations that doesn't necessarily // want to go to the trouble of creating a subclass of // RubyObject. The OpenSSL implementation uses this heavily to // save holder objects containing Java cryptography objects. // Java integration uses this to store the Java object ref. //protected transient Object dataStruct;,no,undetermined,0,9
166,jruby-1.4.0,WITHOUT_CLASSIFICATION,// Is there a supplied proc argument or do we assume a block was supplied,no,undetermined,0,9
167,jruby-1.4.0,WITHOUT_CLASSIFICATION,// Prepare a string with the same number of redundant slashes so that  // we easily can prepend it to the result.,no,undetermined,0,9
168,jruby-1.4.0,WITHOUT_CLASSIFICATION,"/*  ================
     *  Utility Methods
     *  ================ 
     */",no,undetermined,0,9
169,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// truncate buffer string to zero, if provided",no,undetermined,0,9
170,jruby-1.4.0,WITHOUT_CLASSIFICATION,// Add property name aliases,no,undetermined,0,9
171,jruby-1.4.0,WITHOUT_CLASSIFICATION,// Serialization killed our dynamic scope.  We can just create an empty one // since serialization cannot serialize an eval (which is the only thing // which is capable of having a non-empty dynamic scope).,no,undetermined,1,8
172,jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 866,no,undetermined,0,9
173,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// signed short, native",no,undetermined,1,8
174,jruby-1.4.0,WITHOUT_CLASSIFICATION,// exception handling for monitor release,no,undetermined,0,9
175,jruby-1.4.0,IMPLEMENTATION,"// TODO: turn off readable? am I reading this right? // This only seems to be used while duping below, since modes gets // reset to actual modes afterward //fptr->mode &= (m & FMODE_READABLE) ? ~FMODE_READABLE : ~FMODE_WRITABLE;",yes,undetermined,7,2
176,jruby-1.4.0,WITHOUT_CLASSIFICATION,/* least significant r bits */,no,undetermined,0,9
177,jruby-1.4.0,WITHOUT_CLASSIFICATION,// removes and returns the stored value without processing undefs (autoloads),no,undetermined,0,9
178,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// not true, eval value and assign",no,undetermined,0,9
179,jruby-1.4.0,DESIGN,// TODO: do above but not below for additional newline nodes,yes,undetermined,9,0
180,jruby-1.4.0,WITHOUT_CLASSIFICATION,//Do not add an empty string node,no,undetermined,0,9
181,jruby-1.4.0,WITHOUT_CLASSIFICATION,// switch,no,undetermined,0,9
182,jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 1694,no,undetermined,0,9
183,jruby-1.4.0,DESIGN,// hack to get right style for input,yes,undetermined,7,2
184,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// once hasNext has been called, we commit to next() returning // the entry it found, even if it were subsequently deleted",no,undetermined,0,9
185,jruby-1.4.0,WITHOUT_CLASSIFICATION,//yyLen 496,no,undetermined,0,9
186,jruby-1.4.0,WITHOUT_CLASSIFICATION,// Skip any assignments if /usr/bin/env is in play,no,undetermined,0,9
187,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// Check the visibility of the previous frame, which will be the frame in which the class is being eval'ed",no,undetermined,1,8
188,jruby-1.4.0,WITHOUT_CLASSIFICATION,// read,no,undetermined,0,9
189,jruby-1.4.0,WITHOUT_CLASSIFICATION,// make sure the main stream is set to null,no,undetermined,0,9
190,jruby-1.4.0,WITHOUT_CLASSIFICATION,// Init,no,undetermined,0,9
191,jruby-1.4.0,WITHOUT_CLASSIFICATION,// Raise an error if arity does not match requirements,no,undetermined,0,9
192,jruby-1.4.0,WITHOUT_CLASSIFICATION,// unwrap newline nodes to get their actual type,no,undetermined,0,9
193,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// An interrupt or timeout may have caused us to miss // a notify that we consumed, so do another notify in // case someone else is available to pick it up.",no,undetermined,2,7
194,jruby-1.4.0,WITHOUT_CLASSIFICATION,/*  0! */,no,undetermined,0,9
195,jruby-1.4.0,WITHOUT_CLASSIFICATION,// Atomic ?,no,undetermined,0,9
196,jruby-1.4.0,WITHOUT_CLASSIFICATION,// We could probably also detect if LHS value came out of cache and avoid some of this,no,undetermined,2,7
197,jruby-1.4.0,WITHOUT_CLASSIFICATION,/* 16! */,no,undetermined,0,9
198,jruby-1.4.0,WITHOUT_CLASSIFICATION,// initialize cache of parameter types to method,no,undetermined,0,9
199,jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 1886,no,undetermined,0,9
200,jruby-1.4.0,WITHOUT_CLASSIFICATION,// EntryRefs include hash with key to facilitate lookup by Segment#expunge // after ref is removed from ReferenceQueue,no,undetermined,0,9
201,jruby-1.4.0,WITHOUT_CLASSIFICATION,//[RubyClass],no,undetermined,0,9
202,jruby-1.4.0,WITHOUT_CLASSIFICATION,// try to read grent to fail fast,no,undetermined,0,9
203,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,9,0
204,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// if it's a ./ baseName, use CWD logic",no,undetermined,0,9
205,jruby-1.4.0,WITHOUT_CLASSIFICATION,// For 'foo()'.  Args are only significant in maintaining backwards compatible AST structure,no,undetermined,1,8
206,jruby-1.4.0,WITHOUT_CLASSIFICATION,// NoFunctionalitySignalFacade,no,undetermined,0,9
207,jruby-1.4.0,WITHOUT_CLASSIFICATION,//yyDgoto 152,no,undetermined,0,9
208,jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 691,no,undetermined,0,9
209,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// no match, append remainder of buffer and continue with next block",no,undetermined,0,9
210,jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 969,no,undetermined,0,9
211,jruby-1.4.0,DESIGN,// TODO: Only setAccessible to account for pattern found by // accessing constants included from a non-public interface. // (aka java.util.zip.ZipConstants being implemented by many // classes),yes,undetermined,9,0
212,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// block argument to the method // closure present // class present // method table mutations, def, defs, undef, alias // likely call to eval // makes calls that are aware of the frame // makes calls that are aware of the frame's self // makes calls that are aware of the frame's visibility // makes calls that are aware of the frame's block // makes calls that are aware of the frame's name // makes calls that set or get backref // makes calls that set or get lastline // makes calls that are aware of the frame's class // optional arguments to the method // rest arg to the method // makes calls that are aware of the scope // makes a zero-argument super call // accesses or sets constants // accesses or sets class variables // makes normal super call // contains a retry",no,undetermined,0,9
213,jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 486,no,undetermined,0,9
214,jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 1292,no,undetermined,0,9
215,jruby-1.4.0,DESIGN,"// TODO should this be deprecated ? (to be efficient, internals should deal with RubyHash directly)",yes,undetermined,8,1
216,jruby-1.4.0,WITHOUT_CLASSIFICATION,"//Catch active, throw for catch to handle",no,undetermined,0,9
217,jruby-1.4.0,WITHOUT_CLASSIFICATION,/*self*/,no,undetermined,0,9
218,jruby-1.4.0,WITHOUT_CLASSIFICATION,/* ignore backslashed spaces in %w */,no,undetermined,0,9
219,jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 682,no,undetermined,0,9
220,jruby-1.4.0,WITHOUT_CLASSIFICATION,"//assert !(value instanceof RubyArray)  : ""Not an array"";",no,undetermined,1,8
221,jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 1562,no,undetermined,0,9
222,jruby-1.4.0,WITHOUT_CLASSIFICATION,// 2. MRI allows underscores anywhere,no,undetermined,0,9
223,jruby-1.4.0,WITHOUT_CLASSIFICATION,// DEBUGGING HELP ,no,undetermined,0,9
224,jruby-1.4.0,WITHOUT_CLASSIFICATION,// Build IR for body,no,undetermined,0,9
225,jruby-1.4.0,WITHOUT_CLASSIFICATION,// binary typed calls,no,undetermined,0,9
226,jruby-1.4.0,WITHOUT_CLASSIFICATION,// build descriptor string,no,undetermined,0,9
227,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,9,0
228,jruby-1.4.0,WITHOUT_CLASSIFICATION,// read-volatile,no,undetermined,0,9
229,jruby-1.4.0,WITHOUT_CLASSIFICATION,/*receiver*/,no,undetermined,0,9
230,jruby-1.4.0,WITHOUT_CLASSIFICATION,"/* complete, according to Posix.2 */",no,undetermined,0,9
231,jruby-1.4.0,DESIGN,"// SSS FIXME: This method (at least in the context of multiple assignment) is a little weird. // It calls regular to_ary on the object.  But, if it encounters a method_missing, the value // is inserted into an 1-element array! // try ""a,b,c = 1"" first; then define Fixnum.to_ary method and try it again. // Ex: http://gist.github.com/163551",yes,undetermined,7,2
232,jruby-1.4.0,WITHOUT_CLASSIFICATION,// are we recursing?,no,undetermined,0,9
233,jruby-1.4.0,WITHOUT_CLASSIFICATION,// quietly try to load the class,no,undetermined,0,9
234,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// raw file URL, just open directly",no,undetermined,0,9
235,jruby-1.4.0,WITHOUT_CLASSIFICATION,"/* rb_ary_new2
     * just allocates the internal array
     */",no,undetermined,1,8
236,jruby-1.4.0,WITHOUT_CLASSIFICATION,// generate call sites initialization code,no,undetermined,0,9
237,jruby-1.4.0,WITHOUT_CLASSIFICATION,// root x is ready!,no,undetermined,0,9
238,jruby-1.4.0,WITHOUT_CLASSIFICATION,"// no arg grouping, just use bulk assignment methods",no,undetermined,0,9
239,jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 459,no,undetermined,0,9
