,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba,svm_pred_4,svm_pred_4_proba
10,hibernate-distribution-3.3.2.GA,DEFECT,"// TODO: Deal with the ""optional"" attribute in the <join> mapping; // this code assumes that optional defaults to ""true"" because it // doesn't actually seem to work in the fetch=""join"" code // // Note that actual proper handling of optional-ality here is actually // more involved than this patch assumes.  Remember that we might have // multiple <join/> mappings associated with a single entity.  Really // a couple of things need to happen to properly handle optional here: //  1) First and foremost, when handling multiple <join/>s, we really //      should be using the entity root table as the driving table; //      another option here would be to choose some non-optional joined //      table to use as the driving table.  In all likelihood, just using //      the root table is much simplier //  2) Need to add the FK columns corresponding to each joined table //      to the generated select list; these would then be used when //      iterating the result set to determine whether all non-optional //      data is present // My initial thoughts on the best way to deal with this would be // to introduce a new SequentialSelect abstraction that actually gets // generated in the persisters (ok, SingleTable...) and utilized here. // It would encapsulated all this required optional-ality checking...",yes,undetermined,0,0,0,yes,0.8290245912908238,yes,0.7252243108278343,yes,0.6799278759559113,yes,0.6650203988936007,yes,0.6788522894668724
11,hibernate-distribution-3.3.2.GA,DEFECT,"//TODO: would be nice to use false, but issues with MS SQL",yes,undetermined,0,0,0,yes,0.9951725771062434,yes,0.9944720349956521,yes,0.9942088546188281,yes,0.993917104568363,yes,0.9946588084634347
12,hibernate-distribution-3.3.2.GA,DEFECT,"//TODO: not really completely correct, since //      the uoe could occur while resolving //      associations, leaving the PC in an //      inconsistent state",yes,undetermined,0,0,0,yes,0.7906490139518125,yes,0.7232476471351917,yes,0.7299775298442813,yes,0.7193564830184257,yes,0.7327826665475136
13,hibernate-distribution-3.3.2.GA,DEFECT,//TODO: this is kinda inconsistent with CollectionType,yes,undetermined,0,0,0,yes,0.8348720200343624,yes,0.9935210890572219,yes,0.9939411952671582,yes,0.9934582850719809,yes,0.9943168190570437
14,hibernate-distribution-3.3.2.GA,DEFECT,"// For a one-to-many, a <bag> is not really a bag; // it is *really* a set, since it can't contain the // same element twice. It could be considered a bug // in the mapping dtd that <bag> allows <one-to-many>.",yes,undetermined,0,0,0,no,0.029631793525360883,yes,0.9904094142000719,yes,0.9906522642887612,yes,0.9899203276835329,yes,0.9910853433583771
15,hibernate-distribution-3.3.2.GA,DEFECT,"//TODO: entities CAN be compared, by PK, fix this! -> only if/when we can extract the id values....",yes,undetermined,0,0,0,yes,0.973952146679513,yes,0.9904324133425741,yes,0.9906554797216386,yes,0.9898987846410989,yes,0.991091193923871
16,hibernate-distribution-3.3.2.GA,DEFECT,//TODO: old version did not require hashmap lookup: //keys[collectionOwner].getIdentifier(),yes,undetermined,0,0,0,yes,0.8914419517784458,yes,0.8750446806524589,yes,0.8802061152244274,yes,0.8756135384260634,yes,0.8842497318984294
17,hibernate-distribution-3.3.2.GA,DEFECT,// TODO: this disables laziness even in non-pojo entity modes:,yes,undetermined,0,0,0,yes,0.9687577632925924,yes,0.990432102302279,yes,0.9906711619506946,yes,0.9899303690760203,yes,0.9910943809219129
18,hibernate-distribution-3.3.2.GA,DEFECT,"// TODO: at the point where we are resolving collection references, we don't // know if the uk value has been resolved (depends if it was earlier or // later in the mapping document) - now, we could try and use e.getStatus() // to decide to semiResolve(), trouble is that initializeEntity() reuses // the same array for resolved and hydrated values",yes,undetermined,0,0,0,yes,0.7248894794759074,yes,0.7274479791962876,yes,0.7301340509766031,yes,0.7231676510112824,yes,0.7338733587765173
19,hibernate-distribution-3.3.2.GA,DEFECT,//TODO: currently we don't know a SessionFactory reference when building the Tuplizer //      THIS IS A BUG (embedded-xml=false on component) // TODO : fix this after HHH-1907 is complete,yes,undetermined,0,0,0,yes,0.9999999459088136,yes,0.9999998961490734,yes,0.9999998928956121,yes,0.9999998761053097,yes,0.9999999152686875
20,hibernate-distribution-3.3.2.GA,DEFECT,//TODO: this requires that the collection is defined after the //      referenced property in the mapping file (ok?),yes,undetermined,0,0,0,yes,0.7381854528441046,yes,0.8443554835313468,yes,0.8426262581178473,yes,0.8300526088368424,yes,0.8388381579986831
21,hibernate-distribution-3.3.2.GA,DEFECT,// TODO : currently we really do not handle ValueInclusion.PARTIAL... // ValueInclusion.PARTIAL would indicate parts of a component need to // be included in the select; currently we then just render the entire // component into the select clause in that case.,yes,undetermined,0,0,0,yes,0.8655701806669973,yes,0.7901485182320682,yes,0.7864481578121495,yes,0.770620924465917,yes,0.782588156251015
22,hibernate-distribution-3.3.2.GA,DEFECT,//TODO: is this completely correct?,yes,undetermined,0,0,0,yes,0.9999970495469154,yes,0.9972811307905369,yes,0.9999858581404916,yes,0.9999836629377451,yes,0.9999878663768159
23,hibernate-distribution-3.3.2.GA,DEFECT,// TODO: what if batchUpdate is a callablestatement ? // calls executeBatch(),yes,undetermined,0,0,0,yes,0.9832058697106723,yes,0.9904205235354467,yes,0.9906430447501089,yes,0.9899103122784112,yes,0.99108368153074
24,hibernate-distribution-3.3.2.GA,DEFECT,// This doesn't actually seem to work but it *might* // work on some dbs. Also it doesn't work if there // are multiple columns of results because it // is not accounting for the suffix: // return new String[] { getDiscriminatorColumnName() };,yes,undetermined,0,0,0,no,0.17518151098047752,no,0.22761141044406283,no,0.21877691436316324,no,0.2093451306037406,no,0.2139490168458172
25,hibernate-distribution-3.3.2.GA,DEFECT,"// First, validate all the enabled filters... //TODO: this implementation has bad performance",yes,undetermined,0,0,0,yes,0.9586736297822593,yes,0.9903994544674791,yes,0.9906427505370642,yes,0.9899099174455239,yes,0.9910918854937845
26,hibernate-distribution-3.3.2.GA,DEFECT,"//TODO: passing null here, because this method is not really used for DOM4J at the moment //      but it is still a bug, if we don't get rid of this!",yes,undetermined,0,0,0,yes,0.9999980800410321,yes,0.9999975519793403,yes,0.9999979186076139,yes,0.9999974292646573,yes,0.999998156002955
27,hibernate-distribution-3.3.2.GA,DEFECT,// TODO : this really needs to be delayed unitl after we definitively know the operand node type; // where this is currently a problem is parameters for which where we cannot unequivocally // resolve an expected type,yes,undetermined,0,0,0,yes,0.993176513679773,yes,0.9904148661122775,yes,0.9906484662288941,yes,0.9899079181031143,yes,0.9910824664328547
28,hibernate-distribution-3.3.2.GA,DEFECT,"/*
		  * Algorithm
		  * Check for any level one nullability breaks
		  * Look at non null components to
		  *   recursively check next level of nullability breaks
		  * Look at Collections contraining component to
		  *   recursively check next level of nullability breaks
		  *
		  *
		  * In the previous implementation, not-null stuffs where checked
		  * filtering by level one only updateable
		  * or insertable columns. So setting a sub component as update=""false""
		  * has no effect on not-null check if the main component had good checkeability
		  * In this implementation, we keep this feature.
		  * However, I never see any documentation mentioning that, but it's for
		  * sure a limitation.
		  */",yes,undetermined,0,0,0,no,0.018805475032673616,yes,0.9904203436195572,yes,0.9906560116672373,yes,0.9899269609575846,yes,0.9910817251730485
29,hibernate-distribution-3.3.2.GA,DEFECT,"// assume that the row was not there since it previously had only null // values, so do an INSERT instead //TODO: does not respect dynamic-insert",yes,undetermined,0,0,0,yes,0.5697953812520301,yes,0.5965506556982471,yes,0.6043688477981776,yes,0.5974934002245064,yes,0.6094446349715738
30,hibernate-distribution-3.3.2.GA,DEFECT,// todo : this call will not work for anything other than pojos!,yes,undetermined,0,0,0,yes,0.9999972983638781,yes,0.9999952503141277,yes,0.9999954740413222,yes,0.9999946095216494,yes,0.9999960691270474
31,hibernate-distribution-3.3.2.GA,DEFECT,//note that this implementation is kinda broken //for components with many-to-one associations,yes,undetermined,0,0,0,no,0.062292188866053734,yes,0.99041641195818,yes,0.9906384089016377,yes,0.9899262260835937,yes,0.9910740707462395
32,hibernate-distribution-3.3.2.GA,DEFECT,"//no need to take a snapshot - this is a  //performance optimization, but not really //important, except for entities with huge  //mutable property values",yes,undetermined,0,0,0,no,0.15736050076463404,no,0.29094367830983625,no,0.26061830212087345,no,0.25192029537200533,no,0.2589318711246671
33,hibernate-distribution-3.3.2.GA,DEFECT,// TODO : this is broke for subqueries in statements other than selects...,yes,undetermined,0,0,0,yes,0.990703939003116,yes,0.9904322282722972,yes,0.9906710838280005,yes,0.9899202889441299,yes,0.99109102520105
34,hibernate-distribution-3.3.2.GA,DEFECT,"/*
         * The following types are not supported in RDMS/JDBC and therefore commented out.
         * However, in some cases, mapping them to CHARACTER columns works
         * for many applications, but does not work for all cases.
         */",yes,undetermined,0,0,0,no,0.08762382732818397,yes,0.9904221714459873,yes,0.9906348974789669,yes,0.9899316193487593,yes,0.9910928173829823
35,hibernate-distribution-3.3.2.GA,DEFECT,// TODO : should this be an error?,yes,undetermined,0,0,0,yes,0.999997778801761,yes,0.9999949601370558,yes,0.9999962476609366,yes,0.9999955840916998,yes,0.9999967994919224
36,hibernate-distribution-3.3.2.GA,DEFECT,"// three general cases we check here as to whether to render a physical SQL join: // 1) is our parent a DotNode as well?  If so, our property reference is // 		being further de-referenced... // 2) is this a DML statement // 3) we were asked to generate any needed joins (generateJoins==true) *OR* //		we are currently processing a select or from clause // (an additional check is the REGRESSION_STYLE_JOIN_SUPPRESSION check solely intended for the test suite) // // The REGRESSION_STYLE_JOIN_SUPPRESSION is an additional check // intended solely for use within the test suite.  This forces the // implicit join resolution to behave more like the classic parser. // The underlying issue is that classic translator is simply wrong // about its decisions on whether or not to render an implicit join // into a physical SQL join in a lot of cases.  The piece it generally // tends to miss is that INNER joins effect the results by further // restricting the data set!  A particular manifestation of this is // the fact that the classic translator will skip the physical join // for ToOne implicit joins *if the query is shallow*; the result // being that Query.list() and Query.iterate() could return // different number of results!",yes,undetermined,0,0,0,no,0.14696055357726712,no,0.14246340182181572,no,0.13941526942872387,no,0.13555959419186173,no,0.1378879545313024
37,hibernate-distribution-3.3.2.GA,DEFECT,// TODO: figure out how this should be set. /////////////////////////////////////////////////////////////////////////////// // This was the reason for failures regarding INDEX_OP and subclass joins on // theta-join dialects; not sure what behaviour we were trying to emulate ;) //		joinSequence = joinSequence.getFromPart();	// Emulate the old addFromOnly behavior.,yes,undetermined,0,0,0,no,0.5501818216431403,no,0.48589698329436837,no,0.4869166930278667,no,0.472901935139671,no,0.4845856523687447
38,hibernate-distribution-3.3.2.GA,DEFECT,"// The preference here would be //   SQLFunctionTemplate( Hibernate.TIMESTAMP, ""current_timestamp(?1)"", false) // but this appears not to work. // Jay Nance 2006-09-22",yes,undetermined,0,0,0,no,0.08723050374670467,yes,0.9904156779871253,yes,0.9906362586893891,yes,0.9899006455535772,yes,0.9910990177073281
39,hibernate-distribution-3.3.2.GA,DEFECT,"//TODO: would be nice to use false, but issues with MS SQL",yes,undetermined,0,0,0,yes,0.9951725771062434,yes,0.9944720349956521,yes,0.9942088546188281,yes,0.993917104568363,yes,0.9946588084634347
40,hibernate-distribution-3.3.2.GA,DEFECT,"//TODO: inexact, what we really need to know is: are any outer joins used?",yes,undetermined,0,0,0,yes,0.9485626012259245,yes,0.9904139474197642,yes,0.990650612364913,yes,0.9899130686392628,yes,0.9910950869355465
41,hibernate-distribution-3.3.2.GA,DEFECT,"//TODO: would be nice to use false, but issues with MS SQL",yes,undetermined,0,0,0,yes,0.9951725771062434,yes,0.9944720349956521,yes,0.9942088546188281,yes,0.993917104568363,yes,0.9946588084634347
42,hibernate-distribution-3.3.2.GA,DEFECT,"// TODO : not sure which (either?) is correct, could not find docs on how to do this. // did find various blogs and forums mentioning that select CURRENT_TIMESTAMP // does not work...",yes,undetermined,0,0,0,yes,0.9935141772376805,yes,0.9927665588278646,yes,0.9930764646571762,yes,0.9924767414470659,yes,0.9933841810156904
43,hibernate-distribution-3.3.2.GA,DEFECT,// TODO: cannot use generateSuffixes() - it handles the initial suffix differently.,yes,undetermined,0,0,0,no,0.29854007045615105,no,0.32115644831600404,no,0.30376051176109425,no,0.2931279914696741,no,0.2999402720836359
44,hibernate-distribution-3.3.2.GA,DEFECT,"//Don't need this, because we should never ever be selecting no columns in an insert ... select... //and because it causes a bug on DB2",yes,undetermined,0,0,0,no,0.13366794447591993,no,0.2622932134554477,no,0.2548821012736949,no,0.24380475595727824,no,0.2493700556198242
45,hibernate-distribution-3.3.2.GA,DEFECT,// starts with an alias (old style) // semi-bad thing about this: can't re-alias another alias.....,yes,undetermined,0,0,0,no,0.02341668192153279,yes,0.9904060875586838,yes,0.9906492440194941,yes,0.9899215135493318,yes,0.9910915054620869
46,hibernate-distribution-3.3.2.GA,DEFECT,//TODO: BUG! this currently fails for named queries for non-POJO entities,yes,undetermined,0,0,0,yes,0.9949583746681804,yes,0.9940024597384144,yes,0.9934442448722663,yes,0.9927088492319734,yes,0.9936043496917956
47,hibernate-distribution-3.3.2.GA,DEFECT,"//FIXME we don't have the associated entity table name here, has to be done in a second pass",yes,undetermined,0,0,0,yes,0.8500211336771311,yes,0.7410329380320182,yes,0.7331983536112305,yes,0.7060113723346799,yes,0.7192456265436448
48,hibernate-distribution-3.3.2.GA,DEFECT,// this call is side-effecty,yes,undetermined,0,0,0,no,0.011953354697572636,no,0.012892926680822078,no,0.012215042234414027,no,0.011855240311178256,no,0.01158863204348535
49,hibernate-distribution-3.3.2.GA,DEFECT,"// RDMS does not directly support the trim() function, we use rtrim() and ltrim()",yes,undetermined,0,0,0,no,0.014494870738633227,yes,0.9904149809381847,yes,0.9906448049905975,yes,0.9899166719453996,yes,0.9910855900370816
50,hibernate-distribution-3.3.2.GA,DEFECT,// note: at least my local SQL Server 2005 Express shows this not working...,yes,undetermined,0,0,0,no,0.053768945321875906,yes,0.9904313574299096,yes,0.9906352367654748,yes,0.989920408827859,yes,0.9910905816209498
51,hibernate-distribution-3.3.2.GA,DEFECT,// note: at least my local MySQL 5.1 install shows this not working...,yes,undetermined,0,0,0,no,0.04595810008989267,yes,0.990416992017971,yes,0.9906365701314219,yes,0.9899143581905264,yes,0.9910686289379618
52,hibernate-distribution-3.3.2.GA,DESIGN,"// use COUNT as the default.  This mimics the old behavior, although // NONE might be a better option moving forward in the case of callable",yes,undetermined,0,0,0,no,0.042466440733950346,yes,0.9904140690418569,yes,0.9906373937811912,yes,0.9899151408604541,yes,0.9910763822058608
53,hibernate-distribution-3.3.2.GA,DESIGN,//perhaps not really necessary...,yes,undetermined,0,0,0,no,0.059032218353169956,yes,0.9904249977480798,yes,0.9906391746056968,yes,0.9899143255974642,yes,0.9910823592566667
54,hibernate-distribution-3.3.2.GA,DESIGN,// todo : what else to do here?,yes,undetermined,0,0,0,no,0.011915769773668481,no,0.012892946551675156,no,0.012212929575441765,no,0.011854801627810656,no,0.011589831620060054
55,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: disable batch loading if lockMode > READ?,yes,undetermined,0,0,0,yes,0.8653724628157545,yes,0.8328604900136733,yes,0.8391388302704554,yes,0.8354210073888781,yes,0.8460979111129013
56,hibernate-distribution-3.3.2.GA,DESIGN,// todo : what else to do here?,yes,undetermined,0,0,0,no,0.011915769773668481,no,0.012892946551675156,no,0.012212929575441765,no,0.011854801627810656,no,0.011589831620060054
57,hibernate-distribution-3.3.2.GA,DESIGN,"//TODO: to handle concurrent writes correctly, the client should pass in a Lock",yes,undetermined,0,0,0,yes,0.8762744161123388,yes,0.9715639897184388,yes,0.9906481923239785,yes,0.989919193212959,yes,0.99108887380163
58,hibernate-distribution-3.3.2.GA,DESIGN,"// turn hibernate.c3p0.* into c3p0.*, so c3p0 // gets a chance to see all hibernate.c3p0.*",yes,undetermined,0,0,0,no,0.014351363817152959,yes,0.9904140058005166,yes,0.9906445038290334,yes,0.9899106651940683,yes,0.9910909510467012
59,hibernate-distribution-3.3.2.GA,DESIGN,//note there is a wierd implementation in the client side,yes,undetermined,0,0,0,no,0.1954257123824632,no,0.06183119919991816,yes,0.9906656148371954,yes,0.9899207443742681,yes,0.991097057520592
60,hibernate-distribution-3.3.2.GA,DESIGN,// todo: this was added to support initializing an entity's EntityEntry snapshot during reattach; // this should be refactored to instead expose a method to assemble a EntityEntry based on this // state for return.,yes,undetermined,0,0,0,yes,0.9708939709844473,yes,0.9904044280551162,yes,0.9906627524197199,yes,0.9899210717629897,yes,0.9910703201292194
61,hibernate-distribution-3.3.2.GA,DESIGN,// Do we need to drop constraints before dropping tables in this dialect?,yes,undetermined,0,0,0,no,0.015243290752341692,yes,0.9904011961680546,yes,0.9906473045151922,yes,0.9899039129456916,yes,0.9910779520778359
62,hibernate-distribution-3.3.2.GA,DESIGN,"/**
     * FIXME Per the RegionFactory class Javadoc, this constructor version
     * should not be necessary.
     * 
     * @param props The configuration properties
     */",yes,undetermined,0,0,0,yes,0.9893394220545665,yes,0.9904354032649555,yes,0.9906498084127344,yes,0.9899199009363673,yes,0.9910903673568704
63,hibernate-distribution-3.3.2.GA,DESIGN,// Does this dialect support check constraints?,yes,undetermined,0,0,0,no,0.0010691667654680681,yes,0.9904089501992919,yes,0.9906466368188598,yes,0.9899028639396052,yes,0.9910814691642671
64,hibernate-distribution-3.3.2.GA,DESIGN,// this is called by SessionFactory irregardless; we just disregard here; // could also add a check to SessionFactory to only conditionally call start,yes,undetermined,0,0,0,no,0.011554665196613976,yes,0.9904091208077223,yes,0.9906664964691053,yes,0.9899070108932022,yes,0.9910879462280238
65,hibernate-distribution-3.3.2.GA,DESIGN,// Does this dialect support the UNIQUE column syntax?,yes,undetermined,0,0,0,no,0.048868785270955985,yes,0.9903990001184868,yes,0.9906588533595552,yes,0.9899228066315175,yes,0.9910901952001874
66,hibernate-distribution-3.3.2.GA,DESIGN,// this is done here 'cos we might only know the type here (ugly!) // TODO: improve this a lot:,yes,undetermined,0,0,0,yes,0.9999998033979334,yes,0.9999994109149772,yes,0.9999995668663485,yes,0.9999995125813067,yes,0.9999996585080566
67,hibernate-distribution-3.3.2.GA,DESIGN,// Does this dialect support the FOR UPDATE syntax?,yes,undetermined,0,0,0,no,0.02931713530345544,yes,0.9953532936455783,yes,0.9955323904082134,yes,0.9951595896526385,yes,0.9957798528497672
68,hibernate-distribution-3.3.2.GA,DESIGN,// todo : what is the implication of this?,yes,undetermined,0,0,0,no,0.011915769773668481,no,0.012892946551675156,no,0.012212929575441765,no,0.011854801627810656,no,0.011589831620060054
69,hibernate-distribution-3.3.2.GA,DESIGN,// todo : YUCK!!!,yes,undetermined,0,0,0,yes,0.9999999976316132,yes,0.9999999959491237,yes,0.9999999966658889,yes,0.9999999958888643,yes,0.9999999973330402
70,hibernate-distribution-3.3.2.GA,DESIGN,"// todo : again, how *should* this work for non-pojo entities?",yes,undetermined,0,0,0,yes,0.9999938987328117,yes,0.9999958936341858,yes,0.9999963588224182,yes,0.9999956221152978,yes,0.9999968405688123
71,hibernate-distribution-3.3.2.GA,DESIGN,"// Does this dialect support FOR UPDATE OF, allowing particular rows to be locked?",yes,undetermined,0,0,0,no,0.02579611706160172,yes,0.9904114100797664,yes,0.990644883907749,yes,0.9899081485907246,yes,0.9910885148270734
72,hibernate-distribution-3.3.2.GA,DESIGN,"//TODO: really bad, evil hack to fix!!!",yes,undetermined,0,0,0,yes,0.9999999999997506,yes,0.9999999999994887,yes,0.9999999999996064,yes,0.9999999999994954,yes,0.99999999999972
73,hibernate-distribution-3.3.2.GA,DESIGN,"//aliasRefNode.resolve( false, false, aliasRefNode.getText() ); //TODO: is it kosher to do it here? //TODO: is it kosher to do it here?",yes,undetermined,0,0,0,yes,0.9955256692071188,yes,0.9904269893283607,yes,0.9906734445405188,yes,0.9899229602734951,yes,0.991088180944819
74,hibernate-distribution-3.3.2.GA,DESIGN,"//TODO: better to degrade to lazy=""false"" if uninstrumented",yes,undetermined,0,0,0,yes,0.9999971683845588,yes,0.9999895318126255,yes,0.9999897918900124,yes,0.9999882250596596,yes,0.9999913640459492
75,hibernate-distribution-3.3.2.GA,DESIGN,// Does this dialect support the Oracle-style FOR UPDATE NOWAIT syntax?,yes,undetermined,0,0,0,no,0.011645298233032718,yes,0.9904202105133667,yes,0.9906507041416215,yes,0.9899181985102985,yes,0.9911024491541024
76,hibernate-distribution-3.3.2.GA,DESIGN,"/**
     * FIXME Per the RegionFactory class Javadoc, this constructor version
     * should not be necessary.
     * 
     * @param props The configuration properties
     */",yes,undetermined,0,0,0,yes,0.9893394220545665,yes,0.9904354032649555,yes,0.9906498084127344,yes,0.9899199009363673,yes,0.9910903673568704
77,hibernate-distribution-3.3.2.GA,DESIGN,//Icky workaround for MySQL bug:,yes,undetermined,0,0,0,yes,0.9968256170300714,yes,0.9999930062571143,yes,0.9999934344473513,yes,0.9999922298655957,yes,0.9999943069917138
78,hibernate-distribution-3.3.2.GA,DESIGN,// we have to set up the table later!! yuck,yes,undetermined,0,0,0,yes,0.5795434222142269,no,0.48205426031387427,no,0.48603214459505656,no,0.4625415371440594,no,0.47386600192197625
79,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: Somehow add the newly created foreign keys to the internal collection,yes,undetermined,0,0,0,yes,0.9221139808225564,yes,0.9904055720692655,yes,0.9906634979645387,yes,0.9899147894207634,yes,0.9910865811881681
80,hibernate-distribution-3.3.2.GA,DESIGN,// This inner class implements a case statement....perhaps im being a bit over-clever here,yes,undetermined,0,0,0,no,0.06536869516676429,yes,0.9904195696447066,yes,0.9906392186887666,yes,0.9899164399998956,yes,0.9910761047040394
81,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: merge into one method!,yes,undetermined,0,0,0,yes,0.9999908062875382,yes,0.9999879229848577,yes,0.9999887473345783,yes,0.9999866787297137,yes,0.9999901602660154
82,hibernate-distribution-3.3.2.GA,DESIGN,// TODO: this is a bit of copy/paste from IndexedCollection.createPrimaryKey(),yes,undetermined,0,0,0,yes,0.9999937496095356,yes,0.9999976232502714,yes,0.9999978961712418,yes,0.9999974930445484,yes,0.9999981972403749
83,hibernate-distribution-3.3.2.GA,DESIGN,// TODO: what type?,yes,undetermined,0,0,0,yes,0.9999997605067924,yes,0.999999586718228,yes,0.9999999315967063,yes,0.9999999162373562,yes,0.9999999430341755
84,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: inefficient,yes,undetermined,0,0,0,yes,0.9919028736402128,yes,0.9935417659903328,yes,0.9940072507414521,yes,0.9935893673189995,yes,0.9943753901188601
85,hibernate-distribution-3.3.2.GA,DESIGN,//FIXME: get the PersistentClass,yes,undetermined,0,0,0,no,0.01194509256739164,yes,0.990430600019049,yes,0.9906581259268384,yes,0.9899332213370433,yes,0.9910883182098792
86,hibernate-distribution-3.3.2.GA,DESIGN,// todo : we can remove this once the deprecated ctor can be made private...,yes,undetermined,0,0,0,yes,0.9891435691858738,yes,0.9906490918513441,yes,0.9909818133441297,yes,0.9904876757585078,yes,0.9915940086011851
87,hibernate-distribution-3.3.2.GA,DESIGN,"//TODO: this is too conservative; if all preceding joins were  //      also inner joins, we could use an inner join here",yes,undetermined,0,0,0,no,0.40543350506447606,no,0.4849496316150961,no,0.48913122845926826,no,0.47894650035163416,no,0.49155087324731167
88,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: redesign how PropertyAccessors are acquired...,yes,undetermined,0,0,0,no,0.011915769773668481,no,0.012892946551675156,no,0.012212929575441765,no,0.011854801627810656,no,0.011589831620060054
89,hibernate-distribution-3.3.2.GA,DESIGN,// TODO : not so sure this is needed...,yes,undetermined,0,0,0,yes,0.9999999989009464,yes,0.9999999981372365,yes,0.999999998363075,yes,0.9999999979659651,yes,0.9999999986976599
90,hibernate-distribution-3.3.2.GA,DESIGN,// todo : we can remove this once the deprecated ctor can be made private...,yes,undetermined,0,0,0,yes,0.9891435691858738,yes,0.9906490918513441,yes,0.9909818133441297,yes,0.9904876757585078,yes,0.9915940086011851
91,hibernate-distribution-3.3.2.GA,DESIGN,//create an index on the key columns??,yes,undetermined,0,0,0,no,0.0003780309685424003,yes,0.9904071217449186,yes,0.9906369086515044,yes,0.9899064381074208,yes,0.9910802803420777
92,hibernate-distribution-3.3.2.GA,DESIGN,"/* TODO: joinKeyColumnName & foreignKeyColumnName should be called either here or at a
			 * slightly higer level in the stack (to get all the information we need)
			 * Right now HbmBinder does not support the
			 */",yes,undetermined,0,0,0,yes,0.9930723989837673,yes,0.9968257540297427,yes,0.9969322576145576,yes,0.9966630943718969,yes,0.9971094396532143
93,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: improve this hack!,yes,undetermined,0,0,0,yes,0.9999999999999699,yes,0.9999999999999699,yes,0.9999999999999699,yes,0.9999999999999699,yes,0.9999999999999699
