,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba
48,emf-2.4.1,DESIGN,// EATM Kind of hacky.,yes,undetermined,0,0,0,no,0.4756491661993102,no,0.46605684705199485,no,0.470560705301221,no,0.461971013213418
49,emf-2.4.1,DESIGN,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",yes,undetermined,0,0,0,no,0.13314702756266553,no,0.14257342751158308,no,0.1415044051158081,no,0.13652113461873167
50,emf-2.4.1,DESIGN,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",yes,undetermined,0,0,0,no,0.13314702756266553,no,0.14257342751158308,no,0.1415044051158081,no,0.13652113461873167
51,emf-2.4.1,DESIGN,"// This runs the operation, and shows progress. // (It appears to be a bad thing to fork this onto another thread.) //",yes,undetermined,0,0,0,no,0.17519667924614155,no,0.1528771047585481,no,0.16108742233481427,no,0.1552605053463919
52,emf-2.4.1,DESIGN,"// This is a kludge to deal with enumerators, which crash the doSwitch. //",yes,undetermined,0,0,0,yes,0.8245211775996886,no,0.21359069032440603,no,0.21218146184776457,no,0.20293017746000086
53,emf-2.4.1,DESIGN,"// This is a kludge to deal with enumerators, which crash the doSwitch. //",yes,undetermined,0,0,0,yes,0.8245211775996886,no,0.21359069032440603,no,0.21218146184776457,no,0.20293017746000086
54,emf-2.4.1,DESIGN,// This is copied from ItemProviderAdapterFactory. //,yes,undetermined,0,0,0,yes,0.983519510988345,yes,0.992013219840414,yes,0.9928987445305275,yes,0.9927402920124957
55,emf-2.4.1,DESIGN,// EATM This might be better written as a single loop for the EObject case? //,yes,undetermined,0,0,0,no,0.0788700382615707,yes,0.9920161196744606,yes,0.9928803670737788,yes,0.9927352734339893
56,emf-2.4.1,DESIGN,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",yes,undetermined,0,0,0,no,0.13314702756266553,no,0.14257342751158308,no,0.1415044051158081,no,0.13652113461873167
57,emf-2.4.1,DESIGN,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",yes,undetermined,0,0,0,no,0.13314702756266553,no,0.14257342751158308,no,0.1415044051158081,no,0.13652113461873167
58,emf-2.4.1,DESIGN,// Second alternative should be getModelProject()?,yes,undetermined,0,0,0,no,0.038713642649109335,yes,0.9920031565646557,yes,0.992900499446524,yes,0.9927225060862465
59,emf-2.4.1,DESIGN,// TODO This is really quite attrocious since there is code that will assume an iterator that returns strings!,yes,undetermined,0,0,0,yes,0.9556299578629639,yes,0.9920082507922661,yes,0.9929013637048756,yes,0.9927263104808878
60,emf-2.4.1,DESIGN,// TODO Hack that should be removed.,yes,undetermined,0,0,0,yes,0.9999999999999132,yes,0.9999999999999667,yes,0.9999999999999699,yes,0.9999999999999699
61,emf-2.4.1,DESIGN,// TODO // Specialize this to return a resource locator for messages specific to this validator. // Ensure that you remove @generated or mark it @generated NOT,yes,undetermined,0,0,0,yes,0.9049291502669531,yes,0.9920136708555533,yes,0.9928953211706049,yes,0.9927360814846827
62,emf-2.4.1,DESIGN,// TODO // I'm concerned that folders will often return 401 or even 403. // So should we consider something to exist even though access if unauthorized or forbidden? //,yes,undetermined,0,0,0,yes,0.7598726252095355,yes,0.7555032822677337,yes,0.7723031567401866,yes,0.7661156158567984
63,emf-2.4.1,DESIGN,"// Only file-scheme URIs will be re-encoded. If a URI was decoded in the workaround // above, and Platform.resolve() didn't return a file-scheme URI, then this will return // an decoded URI. //",yes,undetermined,0,0,0,no,0.15520067764075857,no,0.0691680609282433,yes,0.9928822839779244,yes,0.992740479155798
64,emf-2.4.1,DESIGN,"// This functionality should eventually go away, as it is replaced by model exporters. // We'll just delegate to the deprecated GenPackage method. The monitor isn't used, so we won't pass it. //",yes,undetermined,0,0,0,no,0.2304323559358319,no,0.21472049463790802,no,0.21350860165586488,no,0.2086310435358846
65,emf-2.4.1,DESIGN,// The eAnnotations and eGenericType are possible containment references.  // We'll move them instead of copying //,yes,undetermined,0,0,0,no,0.050214776719067336,yes,0.9919961098491024,yes,0.9928875212036283,yes,0.992744252136774
66,emf-2.4.1,DESIGN,"// Note: Registry based authority is being removed from a // new spec for URI which would obsolete RFC 2396. If the // spec is added to XML errata, processing of reg_name // needs to be removed. - mrglavas.",yes,undetermined,0,0,0,no,0.050486706452786634,yes,0.9920030036943371,yes,0.9928891040964687,yes,0.9927268015752923
67,emf-2.4.1,DESIGN,// temporary structure to hold node's attributes + namespaces in scope,yes,undetermined,0,0,0,no,0.08453125664705076,yes,0.9919924923847678,yes,0.9928957660018435,yes,0.9927356025162121
68,emf-2.4.1,DESIGN,// HACK: reading encoding,yes,undetermined,0,0,0,yes,0.97073718794077,yes,0.9920086133550312,yes,0.992875607388428,yes,0.9927221965091219
69,emf-2.4.1,DESIGN,"// Because of the old factoring approach in the create method,  // it might be the case that the state of the old value has changed by the time we get here, // and in that case, we don't want to duplicate the removals in this code. //",yes,undetermined,0,0,0,no,0.05018749579131621,yes,0.9920006952479431,yes,0.9928842228199849,yes,0.9927331355703307
70,emf-2.4.1,DESIGN,"// if there are multiple variables in declaration,  // separate this variable fragment into a separate declaration",yes,undetermined,0,0,0,no,0.038013950417722334,yes,0.9920084074368187,yes,0.9928890418160964,yes,0.9927429657032817
71,emf-2.4.1,DESIGN,// REVISIT: Remove this code. // Store port value as string instead of integer.,yes,undetermined,0,0,0,no,0.10417423540635345,no,0.08286815680901251,yes,0.9928934241234016,yes,0.9927321482031619
72,emf-2.4.1,DESIGN,// TODO // This is faster than many charAt() calls. //,yes,undetermined,0,0,0,yes,0.9904851412994662,yes,0.9919997582050173,yes,0.9928756769539765,yes,0.9927274299419133
73,emf-2.4.1,DESIGN,// REVISIT: Remove this code.,yes,undetermined,0,0,0,no,0.19389821203036406,no,0.16650290042379307,no,0.280259951872982,no,0.2742027234584786
74,emf-2.4.1,DESIGN,//REVISIT: do we really need to support block names as in Unicode 3.1 //         or we can just create all the names in IsBLOCKNAME format (XML Schema REC)? //,yes,undetermined,0,0,0,no,0.13271252730595595,no,0.10357373274331028,no,0.10056147065760024,no,0.09683089073776169
75,emf-2.4.1,DESIGN,"// Note: Registry based authority is being removed from a // new spec for URI which would obsolete RFC 2396. If the // spec is added to XML errata, processing of reg_name // needs to be removed. - mrglavas.",yes,undetermined,0,0,0,no,0.050486706452786634,yes,0.9920030036943371,yes,0.9928891040964687,yes,0.9927268015752923
76,emf-2.4.1,DESIGN,// REVISIT: Remove this code. // Store port value as string instead of integer.,yes,undetermined,0,0,0,no,0.10417423540635345,no,0.08286815680901251,yes,0.9928934241234016,yes,0.9927321482031619
77,emf-2.4.1,DESIGN,"// Bubble sort // Why? -- In many cases, //         this.ranges has few elements.",yes,undetermined,0,0,0,no,0.0492369396237951,yes,0.9920146042840461,yes,0.9928915026027841,yes,0.9927262987236116
78,emf-2.4.1,DESIGN,// Per Schema 1.0 it is not clear if the result returned should be a valid URI.  // For the future if we plant to support IRIs then it is better not to massage // the initialValue.  // We should thought consider where would be the best way to validate anyURI values -- EL,yes,undetermined,0,0,0,yes,0.8302451253954851,yes,0.8458522440615099,yes,0.8612138522941051,yes,0.8521971031057403
79,emf-2.4.1,DESIGN,"// Note that the way they are sorted, the values of index[i++] always increase, // so the objects are added from right to left in the list. // // EATM  TODO // // We could make this more efficient by grouping the adds when indices increment by one, // so that a single grouped notification would result. //",yes,undetermined,0,0,0,yes,0.9835398532221182,yes,0.9920136265897023,yes,0.9928960093522181,yes,0.9927420692496197
80,emf-2.4.1,DESIGN,"// TODO deprecate (since no longer used by getEditPluginClass(), getEditorPluginClass(), getTestSuiteClass()) //",yes,undetermined,0,0,0,yes,0.9089878989785012,yes,0.9920037451570132,yes,0.9928931067439993,yes,0.9927471240857104
81,emf-2.4.1,DESIGN,"// if there are multiple variables in declaration,  // separate this variable fragment into a separate declaration    ",yes,undetermined,0,0,0,no,0.038013950417722334,yes,0.9920084074368187,yes,0.9928890418160964,yes,0.9927429657032817
82,emf-2.4.1,DESIGN,//DMS should we let this exception out?,yes,undetermined,0,0,0,no,0.04490987714433817,yes,0.9920090701854443,yes,0.9928996338840345,yes,0.99273529448204
83,emf-2.4.1,DESIGN,//DMS should we let this exception out?,yes,undetermined,0,0,0,no,0.04490987714433817,yes,0.9920090701854443,yes,0.9928996338840345,yes,0.99273529448204
84,emf-2.4.1,DESIGN,//DMS factor this into a method? Use a non-static subclass? ,yes,undetermined,0,0,0,no,0.36114386704942725,no,0.41800640203317013,no,0.41153751874089073,no,0.4021438210688
85,emf-2.4.1,DESIGN,//DMS this doesn't really produce nice output. //,yes,undetermined,0,0,0,no,0.0583526786189727,yes,0.9920066303457704,yes,0.9928945122809034,yes,0.9927383777211828
86,emf-2.4.1,IMPLEMENTATION,//FB TBD filter out volatile and other inappropriate links?,yes,undetermined,0,0,0,no,0.002336811024300205,yes,0.9920077174762487,yes,0.992875954416573,yes,0.9927433612239622
87,emf-2.4.1,IMPLEMENTATION,// I don't know if this should be run this deferred // because we might have to give the editor a chance to process the viewer update events // and hence to update the views first. // //,yes,undetermined,0,0,0,no,0.02212706320808257,yes,0.9931144271892192,yes,0.9938437034819896,yes,0.9936798185454058
88,emf-2.4.1,IMPLEMENTATION,// TODO processing instructions are not sent to recordValues,yes,undetermined,0,0,0,yes,0.9645750675432843,yes,0.9920193480639979,yes,0.9928847730254561,yes,0.9927422207432436
89,emf-2.4.1,IMPLEMENTATION,// TODO comments are not sent to recordValues,yes,undetermined,0,0,0,yes,0.8841021680707184,yes,0.9492942605922433,yes,0.9929008447998676,yes,0.9927367577992954
90,emf-2.4.1,IMPLEMENTATION,// TODO Ignore for now.,yes,undetermined,0,0,0,yes,0.9789746945191561,yes,0.9920153283404446,yes,0.9928809206340166,yes,0.9927454356084889
91,emf-2.4.1,IMPLEMENTATION,// TODO handle situation when ASTJNode is removed (compilationUnit is null),yes,undetermined,0,0,0,yes,0.9846157491035744,yes,0.9920214024994598,yes,0.9928774910854855,yes,0.9927373254664537
92,emf-2.4.1,IMPLEMENTATION,//TBD return super classes of classes in this package that come from a delegate package.,yes,undetermined,0,0,0,no,0.009492923520490169,yes,0.9920171840236172,yes,0.9928798124094869,yes,0.9927294863391884
93,emf-2.4.1,IMPLEMENTATION,"// if current char is comma, insert line break after it // // we should be able to find the comma because the range for enum constants includes all trailing comments up to the separator // if TargetSourceRangeComputer of ASTRewrite changes, this logic should change to skip comments // see org.eclipse.emf.codegen.merge.java.facade.ast.CommentAwareSourceRangeComputer#getEnumConstantSourceRange(ASTNode)",yes,undetermined,0,0,0,no,0.02327945913145625,yes,0.9920115246111643,yes,0.9929016620476139,yes,0.992741342743402
94,emf-2.4.1,IMPLEMENTATION,// TODO translation,yes,undetermined,0,0,0,yes,0.9868906944025087,yes,0.9920086623172742,yes,0.9928911062414885,yes,0.9927468668428197
95,emf-2.4.1,IMPLEMENTATION,// TODO Binary incompatibility; an old override must override putAll.,yes,undetermined,0,0,0,no,0.4661396971942521,no,0.050463735385409686,yes,0.992884052904668,yes,0.9927343354240028
96,emf-2.4.1,IMPLEMENTATION,// I don't know if this should be run this deferred // because we might have to give the editor a chance to process the viewer update events // and hence to update the views first. // //,yes,undetermined,0,0,0,no,0.02212706320808257,yes,0.9931144271892192,yes,0.9938437034819896,yes,0.9936798185454058
97,emf-2.4.1,IMPLEMENTATION,"// This runs the options, and shows progress. // (It appears to be a bad thing to fork this onto another thread.) //",yes,undetermined,0,0,0,no,0.22334495937159088,no,0.20316184255645617,no,0.21226920405352823,no,0.20593982077098652
98,emf-2.4.1,IMPLEMENTATION,// I don't know if this should be run this deferred // because we might have to give the editor a chance to process the viewer update events // and hence to update the views first. // //,yes,undetermined,0,0,0,no,0.02212706320808257,yes,0.9931144271892192,yes,0.9938437034819896,yes,0.9936798185454058
99,emf-2.4.1,IMPLEMENTATION,"// we should be able to find the comma because the range for enum constants includes all preceding comments up to the previous constant // if TargetSourceRangeComputer of ASTRewrite changes, this logic should change to skip comments // see org.eclipse.emf.codegen.merge.java.facade.ast.CommentAwareSourceRangeComputer#getEnumConstantSourceRange(ASTNode)",yes,undetermined,0,0,0,no,0.05495546235283695,yes,0.9920201601493326,yes,0.9928903670704319,yes,0.992720658789954
100,emf-2.4.1,IMPLEMENTATION,// TODO we should generate this.,yes,undetermined,0,0,0,yes,0.9999998359147603,yes,0.9999999357878138,yes,0.9999999531680591,yes,0.9999999509069879
101,emf-2.4.1,IMPLEMENTATION,"// TODO What about the instance type name and the fact that we should be matching its type argument structure? // If they match so far, we must assume they are okay and then check all the arguments. //",yes,undetermined,0,0,0,yes,0.9264191701731194,yes,0.9920094645482632,yes,0.9929008536376249,yes,0.992734718162612
102,emf-2.4.1,TEST,//DMS this is totally untested.,yes,undetermined,0,0,0,no,0.19126316913099617,no,0.1999610147762095,no,0.1968156808286001,no,0.1919287070415024
103,emf-2.4.1,TEST,// TODO Update this after old tests pass and then update the old tests to reflect this change. //,yes,undetermined,0,0,0,yes,0.646029279274678,yes,0.6793653387630396,yes,0.7198569391614285,yes,0.7117714754991861
104,emf-2.4.1,WITHOUT_CLASSIFICATION,// Set of options that we want to control,no,undetermined,0,0,0,no,0.01679918129962957,no,0.011430019235488515,no,0.009147298287896193,no,0.008764479347234858
105,emf-2.4.1,WITHOUT_CLASSIFICATION,// get the end position of the range for the previous node,no,undetermined,0,0,0,no,0.002606874338418066,no,0.0027718753486915635,no,0.0023423314238892688,no,0.002211737959736388
106,emf-2.4.1,WITHOUT_CLASSIFICATION,// adding 'at' allows distinguish annotations from other members // (i.e. inner class verses annotation of a class) //,no,undetermined,0,0,0,no,0.02527114428270039,no,0.011957544327987096,no,0.011054662568169678,no,0.010495161947206174
107,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the adapter from the factory. //,no,undetermined,0,0,0,no,0.0037741313166385747,no,0.006249027170479586,no,0.005617313764586637,no,0.005365141282653846
108,emf-2.4.1,WITHOUT_CLASSIFICATION,// No methods added.,no,undetermined,0,0,0,no,0.0019498798621095026,no,0.002140434244702303,no,0.0018193273096270514,no,0.0017225037589354041
109,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no,undetermined,0,0,0,no,0.0007347114852177119,no,0.00021174252366785954,no,0.00017960048014907618,no,0.00016875372998933022
110,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*
   * Javadoc copied from interface.
   */",no,undetermined,0,0,0,no,0.34768010489010004,no,0.33437697657931936,no,0.33044442577409083,no,0.3184846701893848
111,emf-2.4.1,WITHOUT_CLASSIFICATION,// add trailing comments if necessary,no,undetermined,0,0,0,no,0.0029451236278183767,no,0.006032349863129047,no,0.006340420162080409,no,0.005997507596968573
112,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the target is read-only, we can ask the platform to release it. //",no,undetermined,0,0,0,no,0.0007768623238081456,no,0.0005261864086362785,no,0.000550147715058865,no,0.0005200312462322587
113,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing,no,undetermined,0,0,0,no,0.0022466151687693184,no,0.0029102741995237413,no,0.00264547176320435,no,0.0024960764488051795
114,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If entries don't have the same feature, the feature maps aren't equal. //",no,undetermined,0,0,0,no,0.01949009512733482,no,0.005920304182523302,no,0.004652851287249275,no,0.0044159114046755064
115,emf-2.4.1,WITHOUT_CLASSIFICATION,// Attribute,no,undetermined,0,0,0,no,0.0038539925741944156,no,0.0033081614678627494,no,0.0031444173649698257,no,0.002980173235342554
116,emf-2.4.1,WITHOUT_CLASSIFICATION,// Merge with an existing file. //,no,undetermined,0,0,0,no,0.008719195391953125,no,0.007516641462067076,no,0.0069027835285456005,no,0.006496657364439375
117,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the adapter from the factory. //,no,undetermined,0,0,0,no,0.0037741313166385747,no,0.006249027170479586,no,0.005617313764586637,no,0.005365141282653846
118,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Walk up the superpackages, collecting the package names. // Because empty packages are ommitted from the GenModel, we need to walk up the EPackages. //",no,undetermined,0,0,0,no,0.007151964194800182,no,0.007918901410162223,no,0.00720077981486259,no,0.006843908600317539
119,emf-2.4.1,WITHOUT_CLASSIFICATION,// Empty block,no,undetermined,0,0,0,no,0.011848879206659446,no,0.010844618368392797,no,0.00980482003821665,no,0.00930044271114459
120,emf-2.4.1,WITHOUT_CLASSIFICATION,// Any features that delegate to features in this package. //,no,undetermined,0,0,0,no,0.01361764325420474,no,0.0071590969900517535,no,0.006083520224204938,no,0.0057441996651297735
121,emf-2.4.1,WITHOUT_CLASSIFICATION,// See java.lang.Class.getName() javadoc for explanation of array encoding.,no,undetermined,0,0,0,no,0.006459014886239017,no,0.006832485923649135,no,0.00591782219883274,no,0.005618987868139705
122,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Additional useful character classes, including characters valid in certain // URI components and separators used in parsing them out of a string.  // // | ucschar | escaped",no,undetermined,0,0,0,no,0.029013606364181852,no,0.011935263134320355,no,0.011030526828539474,no,0.010491599085967971
123,emf-2.4.1,WITHOUT_CLASSIFICATION,"/**
   * Calls <code>caseXXX</code> for each class of the model until one returns a non null result; it yields that result.
   * <!-- begin-user-doc -->
   * <!-- end-user-doc -->
   * @return the first non-null result returned by a <code>caseXXX</code> call.
   * @generated
   */",no,undetermined,0,0,0,no,0.04065940536556138,no,0.011945187651396042,no,0.011053490331830174,no,0.010481330448806557
124,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the target is read-only, we can ask the platform to release it, and it may be updated in the process. //",no,undetermined,0,0,0,no,0.0017877932614070004,no,0.001412475093711095,no,0.0014414962203611384,no,0.001316794685957735
125,emf-2.4.1,WITHOUT_CLASSIFICATION,//),no,undetermined,0,0,0,no,0.012190942975848367,no,0.011956699630501246,no,0.011026785638378715,no,0.010467467920026044
