,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba,svm_pred_4,svm_pred_4_proba
20,hibernate-distribution-3.3.2.GA,DEFECT,//TODO: this requires that the collection is defined after the //      referenced property in the mapping file (ok?),yes,undetermined,0,0,0,yes,0.7416605285090621,yes,0.6988853420144002,yes,0.7384051137087448,yes,0.8201865162292602,yes,0.8504169518353524
21,hibernate-distribution-3.3.2.GA,DEFECT,// TODO : currently we really do not handle ValueInclusion.PARTIAL... // ValueInclusion.PARTIAL would indicate parts of a component need to // be included in the select; currently we then just render the entire // component into the select clause in that case.,yes,undetermined,0,0,0,yes,0.9437639988886312,yes,0.99101308411398,yes,0.9915291307309706,yes,0.9926733947137893,yes,0.9932275337655034
22,hibernate-distribution-3.3.2.GA,DEFECT,//TODO: is this completely correct?,yes,undetermined,0,0,0,yes,0.9999836329497669,yes,0.9968516998394145,yes,0.9963058353228564,yes,0.9969755770190741,yes,0.9972389616719561
23,hibernate-distribution-3.3.2.GA,DEFECT,// TODO: what if batchUpdate is a callablestatement ? // calls executeBatch(),yes,undetermined,0,0,0,yes,0.9919869381736576,yes,0.9910019253605246,yes,0.9915188410736775,yes,0.9926618129574251,yes,0.9932337585725471
24,hibernate-distribution-3.3.2.GA,DEFECT,// This doesn't actually seem to work but it *might* // work on some dbs. Also it doesn't work if there // are multiple columns of results because it // is not accounting for the suffix: // return new String[] { getDiscriminatorColumnName() };,yes,undetermined,0,0,0,yes,0.7517179662531517,yes,0.7706479814900837,yes,0.7716921050797574,yes,0.7837818267506496,yes,0.7897338543606152
25,hibernate-distribution-3.3.2.GA,DEFECT,"// First, validate all the enabled filters... //TODO: this implementation has bad performance",yes,undetermined,0,0,0,yes,0.9324386828328055,yes,0.9909836512348116,yes,0.991510795864705,yes,0.9926733463460283,yes,0.9932406542267179
26,hibernate-distribution-3.3.2.GA,DEFECT,"//TODO: passing null here, because this method is not really used for DOM4J at the moment //      but it is still a bug, if we don't get rid of this!",yes,undetermined,0,0,0,yes,0.9999886866231449,yes,0.9999816843064631,yes,0.9999835976044363,yes,0.9999884679392662,yes,0.9999926456344344
27,hibernate-distribution-3.3.2.GA,DEFECT,// TODO : this really needs to be delayed unitl after we definitively know the operand node type; // where this is currently a problem is parameters for which where we cannot unequivocally // resolve an expected type,yes,undetermined,0,0,0,yes,0.9886538104557712,yes,0.9910054224017657,yes,0.9915227938033154,yes,0.9926761615663661,yes,0.9932388706206216
28,hibernate-distribution-3.3.2.GA,DEFECT,"/*
		  * Algorithm
		  * Check for any level one nullability breaks
		  * Look at non null components to
		  *   recursively check next level of nullability breaks
		  * Look at Collections contraining component to
		  *   recursively check next level of nullability breaks
		  *
		  *
		  * In the previous implementation, not-null stuffs where checked
		  * filtering by level one only updateable
		  * or insertable columns. So setting a sub component as update=""false""
		  * has no effect on not-null check if the main component had good checkeability
		  * In this implementation, we keep this feature.
		  * However, I never see any documentation mentioning that, but it's for
		  * sure a limitation.
		  */",yes,undetermined,0,0,0,no,0.17761261685270957,no,0.1154235754650528,no,0.10981680775251235,no,0.10938122556656885,no,0.11004514560795618
29,hibernate-distribution-3.3.2.GA,DEFECT,"// assume that the row was not there since it previously had only null // values, so do an INSERT instead //TODO: does not respect dynamic-insert",yes,undetermined,0,0,0,no,0.12232796658729968,no,0.2200381998547011,no,0.2316350407205456,no,0.23701576854377565,no,0.25394771381971387
30,hibernate-distribution-3.3.2.GA,DEFECT,// todo : this call will not work for anything other than pojos!,yes,undetermined,0,0,0,yes,0.9999981251515071,yes,0.9999977313333193,yes,0.999997460420468,yes,0.9999983673404116,yes,0.9999987118391618
31,hibernate-distribution-3.3.2.GA,DEFECT,//note that this implementation is kinda broken //for components with many-to-one associations,yes,undetermined,0,0,0,no,0.2476988208404784,no,0.1939975614457085,no,0.1778999182780147,no,0.1810209602153675,no,0.21362452433717843
32,hibernate-distribution-3.3.2.GA,DEFECT,"//no need to take a snapshot - this is a  //performance optimization, but not really //important, except for entities with huge  //mutable property values",yes,undetermined,0,0,0,no,0.08902167336221013,yes,0.9909959089572032,yes,0.991528353454656,yes,0.9926694934274513,yes,0.9932240485346178
33,hibernate-distribution-3.3.2.GA,DEFECT,// TODO : this is broke for subqueries in statements other than selects...,yes,undetermined,0,0,0,yes,0.9745870647908416,yes,0.9910008754827637,yes,0.9915222441093642,yes,0.9926590712681469,yes,0.9932227732362384
34,hibernate-distribution-3.3.2.GA,DEFECT,"/*
         * The following types are not supported in RDMS/JDBC and therefore commented out.
         * However, in some cases, mapping them to CHARACTER columns works
         * for many applications, but does not work for all cases.
         */",yes,undetermined,0,0,0,no,0.33101065837234056,no,0.4034554944688885,no,0.3817138073164494,no,0.38780867537553404,no,0.43940996023083534
35,hibernate-distribution-3.3.2.GA,DEFECT,// TODO : should this be an error?,yes,undetermined,0,0,0,yes,0.9999999735155142,yes,0.999999958335161,yes,0.9999999419142556,yes,0.9999999587508666,yes,0.9999999688604574
36,hibernate-distribution-3.3.2.GA,DEFECT,"// three general cases we check here as to whether to render a physical SQL join: // 1) is our parent a DotNode as well?  If so, our property reference is // 		being further de-referenced... // 2) is this a DML statement // 3) we were asked to generate any needed joins (generateJoins==true) *OR* //		we are currently processing a select or from clause // (an additional check is the REGRESSION_STYLE_JOIN_SUPPRESSION check solely intended for the test suite) // // The REGRESSION_STYLE_JOIN_SUPPRESSION is an additional check // intended solely for use within the test suite.  This forces the // implicit join resolution to behave more like the classic parser. // The underlying issue is that classic translator is simply wrong // about its decisions on whether or not to render an implicit join // into a physical SQL join in a lot of cases.  The piece it generally // tends to miss is that INNER joins effect the results by further // restricting the data set!  A particular manifestation of this is // the fact that the classic translator will skip the physical join // for ToOne implicit joins *if the query is shallow*; the result // being that Query.list() and Query.iterate() could return // different number of results!",yes,undetermined,0,0,0,no,0.159163523864114,no,0.13430312126795002,no,0.14366004133879468,no,0.13662460159812856,no,0.13126355855918992
37,hibernate-distribution-3.3.2.GA,DEFECT,// TODO: figure out how this should be set. /////////////////////////////////////////////////////////////////////////////// // This was the reason for failures regarding INDEX_OP and subclass joins on // theta-join dialects; not sure what behaviour we were trying to emulate ;) //		joinSequence = joinSequence.getFromPart();	// Emulate the old addFromOnly behavior.,yes,undetermined,0,0,0,yes,0.9146248892329498,yes,0.9910023672802265,yes,0.9915267459188771,yes,0.9926560087520188,yes,0.9932365194069182
38,hibernate-distribution-3.3.2.GA,DEFECT,"// The preference here would be //   SQLFunctionTemplate( Hibernate.TIMESTAMP, ""current_timestamp(?1)"", false) // but this appears not to work. // Jay Nance 2006-09-22",yes,undetermined,0,0,0,no,0.32790397666868715,no,0.4226225870899067,no,0.39379250039883334,no,0.403002855307226,no,0.40279500368990834
39,hibernate-distribution-3.3.2.GA,DEFECT,"//TODO: would be nice to use false, but issues with MS SQL",yes,undetermined,0,0,0,yes,0.9867895205964451,yes,0.99099689739165,yes,0.9915334672776571,yes,0.9926838070576236,yes,0.9932401391465555
40,hibernate-distribution-3.3.2.GA,DEFECT,"//TODO: inexact, what we really need to know is: are any outer joins used?",yes,undetermined,0,0,0,yes,0.9959098285571896,yes,0.9943086881907691,yes,0.9952284818147671,yes,0.9958275495314282,yes,0.9962675206504426
41,hibernate-distribution-3.3.2.GA,DEFECT,"//TODO: would be nice to use false, but issues with MS SQL",yes,undetermined,0,0,0,yes,0.9867895205964451,yes,0.99099689739165,yes,0.9915334672776571,yes,0.9926838070576236,yes,0.9932401391465555
42,hibernate-distribution-3.3.2.GA,DEFECT,"// TODO : not sure which (either?) is correct, could not find docs on how to do this. // did find various blogs and forums mentioning that select CURRENT_TIMESTAMP // does not work...",yes,undetermined,0,0,0,yes,0.973365887793917,yes,0.9910150114417298,yes,0.9915375500398305,yes,0.9926608233331298,yes,0.9932297651538005
43,hibernate-distribution-3.3.2.GA,DEFECT,// TODO: cannot use generateSuffixes() - it handles the initial suffix differently.,yes,undetermined,0,0,0,no,0.32950147129544105,no,0.28006062854451746,no,0.28579290549433584,no,0.2840893326555146,no,0.2842171595025019
44,hibernate-distribution-3.3.2.GA,DEFECT,"//Don't need this, because we should never ever be selecting no columns in an insert ... select... //and because it causes a bug on DB2",yes,undetermined,0,0,0,no,0.044823841067669096,yes,0.9909885980583188,yes,0.991514315772199,yes,0.9926574101428841,yes,0.9932296658195853
45,hibernate-distribution-3.3.2.GA,DEFECT,// starts with an alias (old style) // semi-bad thing about this: can't re-alias another alias.....,yes,undetermined,0,0,0,no,0.05971890243829901,yes,0.9909959582173636,yes,0.9915257721331385,yes,0.9926736699004652,yes,0.9932218841450542
46,hibernate-distribution-3.3.2.GA,DEFECT,//TODO: BUG! this currently fails for named queries for non-POJO entities,yes,undetermined,0,0,0,yes,0.9787177010004804,yes,0.9909847234957796,yes,0.9917331052695706,yes,0.9932021497252711,yes,0.9939527727522991
47,hibernate-distribution-3.3.2.GA,DEFECT,"//FIXME we don't have the associated entity table name here, has to be done in a second pass",yes,undetermined,0,0,0,yes,0.8976258342052575,yes,0.9169358615958192,yes,0.9915216206769568,yes,0.9926584638059929,yes,0.9932287886187819
48,hibernate-distribution-3.3.2.GA,DEFECT,// this call is side-effecty,yes,undetermined,0,0,0,no,0.0054731872793487455,yes,0.9909893205130113,yes,0.9915160843347453,yes,0.9926773078983809,yes,0.9932243995231074
49,hibernate-distribution-3.3.2.GA,DEFECT,"// RDMS does not directly support the trim() function, we use rtrim() and ltrim()",yes,undetermined,0,0,0,no,0.0033778525846682316,yes,0.9910148676753685,yes,0.9915209909100956,yes,0.9926615156717282,yes,0.9932453338324739
50,hibernate-distribution-3.3.2.GA,DEFECT,// note: at least my local SQL Server 2005 Express shows this not working...,yes,undetermined,0,0,0,no,0.12791573900685627,yes,0.859019625907689,yes,0.8550403134597858,yes,0.8659095521708011,yes,0.871747414480215
51,hibernate-distribution-3.3.2.GA,DEFECT,// note: at least my local MySQL 5.1 install shows this not working...,yes,undetermined,0,0,0,no,0.08814712779102644,yes,0.9909923522906873,yes,0.9915046911273327,yes,0.992662574344634,yes,0.9932440012454997
52,hibernate-distribution-3.3.2.GA,DESIGN,"// use COUNT as the default.  This mimics the old behavior, although // NONE might be a better option moving forward in the case of callable",yes,undetermined,0,0,0,no,0.09079251872055016,yes,0.9909937703157231,yes,0.9915229208923368,yes,0.9926645129578107,yes,0.9932376795047035
53,hibernate-distribution-3.3.2.GA,DESIGN,//perhaps not really necessary...,yes,undetermined,0,0,0,yes,0.8887691307355979,yes,0.8372141002184129,yes,0.850569541784545,yes,0.8592041482011288,yes,0.8671386630464477
54,hibernate-distribution-3.3.2.GA,DESIGN,// todo : what else to do here?,yes,undetermined,0,0,0,yes,0.9930105091500604,yes,0.9932283940285211,yes,0.9936968796811938,yes,0.9946107811961472,yes,0.9950403921296633
55,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: disable batch loading if lockMode > READ?,yes,undetermined,0,0,0,no,0.5339316728171202,no,0.4902375312421829,no,0.484876134138016,no,0.44476361679246945,no,0.44996765793311266
56,hibernate-distribution-3.3.2.GA,DESIGN,// todo : what else to do here?,yes,undetermined,0,0,0,yes,0.9930105091500604,yes,0.9932283940285211,yes,0.9936968796811938,yes,0.9946107811961472,yes,0.9950403921296633
57,hibernate-distribution-3.3.2.GA,DESIGN,"//TODO: to handle concurrent writes correctly, the client should pass in a Lock",yes,undetermined,0,0,0,yes,0.8798979857739724,yes,0.9617027935480843,yes,0.9915100735032288,yes,0.9926745178336193,yes,0.9932420042627972
58,hibernate-distribution-3.3.2.GA,DESIGN,"// turn hibernate.c3p0.* into c3p0.*, so c3p0 // gets a chance to see all hibernate.c3p0.*",yes,undetermined,0,0,0,no,0.01919579631964143,yes,0.9909817047973296,yes,0.9915279344084511,yes,0.9926754678500305,yes,0.9932337451925052
59,hibernate-distribution-3.3.2.GA,DESIGN,//note there is a wierd implementation in the client side,yes,undetermined,0,0,0,no,0.0066179986556436565,yes,0.9909855918541361,yes,0.9915128073066601,yes,0.9926654250498969,yes,0.9932320142116566
60,hibernate-distribution-3.3.2.GA,DESIGN,// todo: this was added to support initializing an entity's EntityEntry snapshot during reattach; // this should be refactored to instead expose a method to assemble a EntityEntry based on this // state for return.,yes,undetermined,0,0,0,yes,0.9785135907390473,yes,0.9910045332352869,yes,0.9915059174709813,yes,0.9926684161171635,yes,0.9932314078573233
61,hibernate-distribution-3.3.2.GA,DESIGN,// Do we need to drop constraints before dropping tables in this dialect?,yes,undetermined,0,0,0,no,0.035213202779413394,yes,0.9910041487352438,yes,0.9915359799600437,yes,0.9926643271997824,yes,0.9932344475127429
62,hibernate-distribution-3.3.2.GA,DESIGN,"/**
     * FIXME Per the RegionFactory class Javadoc, this constructor version
     * should not be necessary.
     * 
     * @param props The configuration properties
     */",yes,undetermined,0,0,0,yes,0.9896909751495556,yes,0.9910130267795478,yes,0.9915178215568361,yes,0.9926777982647668,yes,0.9932412675311232
63,hibernate-distribution-3.3.2.GA,DESIGN,// Does this dialect support check constraints?,yes,undetermined,0,0,0,no,0.001533403535898909,yes,0.9910080178928241,yes,0.9915210673057003,yes,0.9926681141951026,yes,0.9932357512838313
64,hibernate-distribution-3.3.2.GA,DESIGN,// this is called by SessionFactory irregardless; we just disregard here; // could also add a check to SessionFactory to only conditionally call start,yes,undetermined,0,0,0,no,0.21642374046643392,no,0.2235429106557938,no,0.20459438271783217,no,0.2023494857495235,no,0.2040568067573305
65,hibernate-distribution-3.3.2.GA,DESIGN,// Does this dialect support the UNIQUE column syntax?,yes,undetermined,0,0,0,no,0.01915818855861796,yes,0.9909935578915087,yes,0.9915341194960869,yes,0.9926717180390804,yes,0.9932415610820585
66,hibernate-distribution-3.3.2.GA,DESIGN,// this is done here 'cos we might only know the type here (ugly!) // TODO: improve this a lot:,yes,undetermined,0,0,0,yes,0.9999998556016604,yes,0.9999999327197135,yes,0.9999999472363974,yes,0.999999967379662,yes,0.9999999745729747
67,hibernate-distribution-3.3.2.GA,DESIGN,// Does this dialect support the FOR UPDATE syntax?,yes,undetermined,0,0,0,no,0.02007102325299106,yes,0.9953873063778197,yes,0.9956949339749472,yes,0.9963266975943261,yes,0.9966554752236314
68,hibernate-distribution-3.3.2.GA,DESIGN,// todo : what is the implication of this?,yes,undetermined,0,0,0,yes,0.9999859650113281,yes,0.9999897631604586,yes,0.9999849124044057,yes,0.9999907299240057,yes,0.9999922299047326
69,hibernate-distribution-3.3.2.GA,DESIGN,// todo : YUCK!!!,yes,undetermined,0,0,0,no,0.011655632226661484,no,0.01236577759846885,no,0.011721998039486535,no,0.011178854171809327,no,0.010821618193954203
70,hibernate-distribution-3.3.2.GA,DESIGN,"// todo : again, how *should* this work for non-pojo entities?",yes,undetermined,0,0,0,yes,0.9999936313062113,yes,0.9999977042630086,yes,0.9999982538709727,yes,0.9999990291458667,yes,0.9999991905883684
71,hibernate-distribution-3.3.2.GA,DESIGN,"// Does this dialect support FOR UPDATE OF, allowing particular rows to be locked?",yes,undetermined,0,0,0,no,0.028345018388442177,yes,0.9909864658538151,yes,0.9915159546977415,yes,0.9926779351547576,yes,0.9932327921222756
72,hibernate-distribution-3.3.2.GA,DESIGN,"//TODO: really bad, evil hack to fix!!!",yes,undetermined,0,0,0,yes,0.9999999999998277,yes,0.999999999999523,yes,0.9999999999996827,yes,0.9999999999998348,yes,0.999999999999902
73,hibernate-distribution-3.3.2.GA,DESIGN,"//aliasRefNode.resolve( false, false, aliasRefNode.getText() ); //TODO: is it kosher to do it here? //TODO: is it kosher to do it here?",yes,undetermined,0,0,0,yes,0.992334517461475,yes,0.9909922091096008,yes,0.991507071638518,yes,0.9926631962720933,yes,0.9932324875328451
74,hibernate-distribution-3.3.2.GA,DESIGN,"//TODO: better to degrade to lazy=""false"" if uninstrumented",yes,undetermined,0,0,0,yes,0.9965230629194461,yes,0.9919824114942496,yes,0.9924929056896231,yes,0.993540511403608,yes,0.9939315509712844
75,hibernate-distribution-3.3.2.GA,DESIGN,// Does this dialect support the Oracle-style FOR UPDATE NOWAIT syntax?,yes,undetermined,0,0,0,no,0.006013141671805576,yes,0.9909913776784673,yes,0.9915200751884816,yes,0.9926696393442568,yes,0.9932260292015647
76,hibernate-distribution-3.3.2.GA,DESIGN,"/**
     * FIXME Per the RegionFactory class Javadoc, this constructor version
     * should not be necessary.
     * 
     * @param props The configuration properties
     */",yes,undetermined,0,0,0,yes,0.9896909751495556,yes,0.9910130267795478,yes,0.9915178215568361,yes,0.9926777982647668,yes,0.9932412675311232
77,hibernate-distribution-3.3.2.GA,DESIGN,//Icky workaround for MySQL bug:,yes,undetermined,0,0,0,yes,0.9774359587135524,yes,0.9909968414139472,yes,0.9915228333695458,yes,0.9926730488684424,yes,0.9932257164954275
78,hibernate-distribution-3.3.2.GA,DESIGN,// we have to set up the table later!! yuck,yes,undetermined,0,0,0,no,0.004029437861200203,yes,0.9909886967170515,yes,0.991509507398107,yes,0.9926564529099353,yes,0.9932326587274047
79,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: Somehow add the newly created foreign keys to the internal collection,yes,undetermined,0,0,0,yes,0.957182488284932,yes,0.9910030759368718,yes,0.9915040079169802,yes,0.9926566957470944,yes,0.9932380996464778
80,hibernate-distribution-3.3.2.GA,DESIGN,// This inner class implements a case statement....perhaps im being a bit over-clever here,yes,undetermined,0,0,0,yes,0.7285980346917307,yes,0.7259971093489637,yes,0.7598351897387213,yes,0.7729225923392665,yes,0.7802976803696847
81,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: merge into one method!,yes,undetermined,0,0,0,yes,0.9942560308441567,yes,0.994375693027993,yes,0.9949039173303382,yes,0.9956343530804604,yes,0.9961016447736629
82,hibernate-distribution-3.3.2.GA,DESIGN,// TODO: this is a bit of copy/paste from IndexedCollection.createPrimaryKey(),yes,undetermined,0,0,0,yes,0.9999953083628147,yes,0.999999192151172,yes,0.9999993157097317,yes,0.9999995263677103,yes,0.9999996535100332
83,hibernate-distribution-3.3.2.GA,DESIGN,// TODO: what type?,yes,undetermined,0,0,0,yes,0.8625538703182437,yes,0.8611968719177535,yes,0.8628974462948436,yes,0.8721119401527807,yes,0.8771127836122992
84,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: inefficient,yes,undetermined,0,0,0,yes,0.9783756965590928,yes,0.9909969203783837,yes,0.9915316109402613,yes,0.9926659850034316,yes,0.993233614559221
85,hibernate-distribution-3.3.2.GA,DESIGN,//FIXME: get the PersistentClass,yes,undetermined,0,0,0,yes,0.9529011881949462,yes,0.9910000919258355,yes,0.9915093051275172,yes,0.9926604984144644,yes,0.9932449392586531
86,hibernate-distribution-3.3.2.GA,DESIGN,// todo : we can remove this once the deprecated ctor can be made private...,yes,undetermined,0,0,0,yes,0.9857147047446648,yes,0.9910004260567864,yes,0.9915207937039585,yes,0.9926648406813668,yes,0.993235806326971
87,hibernate-distribution-3.3.2.GA,DESIGN,"//TODO: this is too conservative; if all preceding joins were  //      also inner joins, we could use an inner join here",yes,undetermined,0,0,0,yes,0.9646942175512376,yes,0.9910000538034212,yes,0.9915107469414334,yes,0.9926755761452104,yes,0.9932369034742302
88,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: redesign how PropertyAccessors are acquired...,yes,undetermined,0,0,0,yes,0.9999990483986536,yes,0.999998836724943,yes,0.9999991012100399,yes,0.9999994023501723,yes,0.9999995298373603
89,hibernate-distribution-3.3.2.GA,DESIGN,// TODO : not so sure this is needed...,yes,undetermined,0,0,0,yes,0.9999998390356026,yes,0.9999997726986305,yes,0.9999997711371342,yes,0.9999998634575403,yes,0.9999998922574512
90,hibernate-distribution-3.3.2.GA,DESIGN,// todo : we can remove this once the deprecated ctor can be made private...,yes,undetermined,0,0,0,yes,0.9857147047446648,yes,0.9910004260567864,yes,0.9915207937039585,yes,0.9926648406813668,yes,0.993235806326971
91,hibernate-distribution-3.3.2.GA,DESIGN,//create an index on the key columns??,yes,undetermined,0,0,0,no,0.0006513436104841916,yes,0.9909825081931769,yes,0.9915166888780801,yes,0.9926556140714737,yes,0.9932431075239897
92,hibernate-distribution-3.3.2.GA,DESIGN,"/* TODO: joinKeyColumnName & foreignKeyColumnName should be called either here or at a
			 * slightly higer level in the stack (to get all the information we need)
			 * Right now HbmBinder does not support the
			 */",yes,undetermined,0,0,0,yes,0.9627392349353799,yes,0.9910102574902729,yes,0.9915135798340506,yes,0.9926686019756056,yes,0.9932375075894526
93,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: improve this hack!,yes,undetermined,0,0,0,yes,0.9999999999999669,yes,0.99999999999993,yes,0.9999999999999253,yes,0.9999999999999651,yes,0.9999999999999699
