,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba,svm_pred_4,svm_pred_4_proba,svm_pred_5,svm_pred_5_proba,svm_pred_6,svm_pred_6_proba,svm_pred_7,svm_pred_7_proba,svm_pred_8,svm_pred_8_proba,svm_pred_9,svm_pred_9_proba,svm_pred_10,svm_pred_10_proba
10,argouml,DEFECT,"// TODO: We don't really want this to be filled, but if it's not then // the user can't double click in the compartment to add a new literal // Apparently GEF thinks unfilled figs are only selectable by border //        setFilled(false);",yes,undetermined,0,0,0,yes,0.9837738688983264,yes,0.9780492157014323,yes,0.9859150780886358,yes,0.9888632100132251,yes,0.9897916299034452,yes,0.9914688084012703,yes,0.9921019813808919,yes,0.9911249875291848,yes,0.9928699067931691,yes,0.9930374155211484,yes,0.9926669767372008
11,argouml,DEFECT,"// TODO: We can't have a global ""current"" language // NotationProviderFactory2.setCurrentLanguage(newLanguage);",yes,undetermined,0,0,0,yes,0.8735737861451718,no,0.460600838229369,yes,0.971843046770315,yes,0.9888930544496436,yes,0.9897629891146016,yes,0.9914433899111138,yes,0.9921077559191587,yes,0.991139537917695,yes,0.9928857059330153,yes,0.9930183266727781,yes,0.9926450117019253
12,argouml,DEFECT,// TODO: We should warn the user we have removed something - tfm,yes,undetermined,0,0,0,yes,0.9934234238879558,yes,0.9780491953930243,yes,0.9859284553087846,yes,0.9888946184763053,yes,0.9897881418507315,yes,0.991445392736329,yes,0.9921247217022714,yes,0.9911218959761753,yes,0.9928775037906258,yes,0.9930238593740582,yes,0.9926461370673572
13,argouml,DEFECT,// If we are not visible most likely we're being deleted. // TODO: This indicates a more fundamental problem that  // should be investigated - tfm - 20061230,yes,undetermined,0,0,0,yes,0.9845722031344891,yes,0.9780748552544304,yes,0.9859549794151543,yes,0.988895561318909,yes,0.9897720555837292,yes,0.9914554742324033,yes,0.9920973993829353,yes,0.991131018294845,yes,0.9928843195362835,yes,0.9930222109895999,yes,0.9926556569384214
14,argouml,DEFECT,"// FIXME: the following throws: // org.argouml.model.InvalidElementException:  // javax.jmi.reflect.InvalidObjectException: Object with  // MOFID 127-0-1-1-(...)000E75 no longer exists. //        applicableTagDefs = tagDefCBModel.getApplicableTagDefinitions(aClass); //        assertNotNull(""Tag Definition wasn't found in return value of "" //            + ""tagDefCBModel.getApplicableTagDefinitions(aClass), "" //            + ""after loading the project."", //            TestStereotypeUtility.findModelElementNamed( //                ProfileMother.TAG_DEFINITION_NAME_TD, applicableTagDefs));",yes,undetermined,0,0,0,no,0.41862353596929186,no,0.1704724678049453,no,0.2894938014302913,no,0.3400243844586758,no,0.3230816262747671,no,0.33884360373738515,no,0.3346169688046427,no,0.3334098040441517,no,0.3488072940066542,no,0.3455506806139125,no,0.3380665030920408
15,argouml,DEFECT,//TODO i18n: GEF needs to pass us back the description // of what is being done.,yes,undetermined,0,0,0,yes,0.9461312756879383,yes,0.9780556428622075,yes,0.985922198927072,yes,0.9888774642815203,yes,0.9897604788209612,yes,0.9914682618034344,yes,0.992108242766507,yes,0.991125161024439,yes,0.9928768675664738,yes,0.9930199950545359,yes,0.9926571977006083
16,argouml,DEFECT,// make it stretch vertically // TODO: The curBody must notify modification,yes,undetermined,0,0,0,yes,0.9385137866011937,yes,0.9780765895608908,yes,0.9859438034609509,yes,0.9888645104861774,yes,0.9897613321840766,yes,0.9914527359053328,yes,0.9921142106276096,yes,0.9911325640070444,yes,0.9928733041541675,yes,0.9930211331146398,yes,0.992670139804644
17,argouml,DEFECT,// TODO: Is this next line safe? What happens if there is just one // comment edge or a comment edge and a single message?,yes,undetermined,0,0,0,no,0.38789314303992983,no,0.3017554028986459,no,0.42201758021297414,no,0.3962040735243247,no,0.3880023970371965,no,0.3881398707072565,no,0.38722097671919314,no,0.3814708168188051,no,0.3968327537362853,no,0.3858193873438543,no,0.37971891909776334
18,argouml,DEFECT,// TODO: Considering all delete events to be valid like below // is going to cause lots of unecessary work and some problems,yes,undetermined,0,0,0,yes,0.9961993747008243,yes,0.996521571621524,yes,0.9999855814385965,yes,0.9999900578033365,yes,0.9999949213525363,yes,0.999998505965263,yes,0.9999987321163794,yes,0.9999982049948354,yes,0.9999989464538158,yes,0.9999990166687206,yes,0.9999988731101227
19,argouml,DEFECT,"// else if the y coordinate is outside of the classifier role, // we fix the y in the max y of the classifier role. // FIXME: We should increase the height of the classifier role,  // don't???",yes,undetermined,0,0,0,no,0.036769659715685875,yes,0.9780385377273758,yes,0.9859211639824713,yes,0.9888873577477644,yes,0.9897672858986004,yes,0.9914640970909001,yes,0.9921005212262495,yes,0.9911299561945847,yes,0.9928786041695208,yes,0.9930155270510103,yes,0.9926550958214679
20,argouml,DEFECT,"// TODO: This appears to expect that the UML 1.3 tag name // will appear as a property name in an event, but with the // UML 1.4 switch to TagDefinitions, this won't work",yes,undetermined,0,0,0,yes,0.9965769157029878,yes,0.9780315961201361,yes,0.9926682874746531,yes,0.9957444818719019,yes,0.9960580796221783,yes,0.9967187819594803,yes,0.9970108574258618,yes,0.9966405788855545,yes,0.997437312792842,yes,0.9974286160239944,yes,0.9972596820314027
21,argouml,DEFECT,// TODO: not in UML 2,yes,undetermined,0,0,0,yes,0.9999998798185741,yes,0.9780548598503098,yes,0.9859370318930871,yes,0.988868636861653,yes,0.989768384858056,yes,0.9914643759112778,yes,0.9921064078074396,yes,0.9911305256201276,yes,0.9928703656518321,yes,0.9930182754256625,yes,0.9926523195838929
22,argouml,DEFECT,// TODO: Removed from UML2 //$NON-NLS-1$,yes,undetermined,0,0,0,yes,0.9925905696367263,yes,0.9780527018477357,yes,0.9859210771523285,yes,0.9888831307070017,yes,0.9897629373187986,yes,0.9914453753281947,yes,0.9921001120494713,yes,0.9911252256035158,yes,0.9928819914737899,yes,0.9930248391388415,yes,0.9926518300486521
23,argouml,DEFECT,// TODO: Only occurrence of isConcurrent in UML 2.1.1 is in index // it's not on the page that is indexed,yes,undetermined,0,0,0,yes,0.9765523833096054,yes,0.9780396884680399,yes,0.9859287690264932,yes,0.9888811257997359,yes,0.9897795306224475,yes,0.9914401594158699,yes,0.9921212827221098,yes,0.9911458769970711,yes,0.9928838251217686,yes,0.9930387662476784,yes,0.9926621023903492
24,argouml,DEFECT,"// TODO: This works for 90 degree angles, but is suboptimal // for other angles. It should reflect the angle, rather // than just using a negative offset along the same vector",yes,undetermined,0,0,0,yes,0.983610680337957,yes,0.978029771172681,yes,0.9859357757382349,yes,0.9888951705702657,yes,0.9897772324060754,yes,0.9914628509255711,yes,0.9921067424184838,yes,0.9911405937777309,yes,0.9928696186904402,yes,0.9930280342996318,yes,0.9926738026808769
25,argouml,DEFECT,// TODO: map UML2 names to UML1.x names //$NON-NLS-1$ //$NON-NLS-1$,yes,undetermined,0,0,0,yes,0.6220357821430177,yes,0.6120960897429385,yes,0.6201341926748143,yes,0.6580574866731421,yes,0.6497033949915572,yes,0.6640952479269929,yes,0.6646924655995002,yes,0.6368957674927866,yes,0.6568425534359094,yes,0.6542640049901484,yes,0.6464259213228956
26,argouml,DEFECT,"// TODO: Except this won't work because the names are different which // will cause a test in CheckUMLModelHelper to fail //        remap.put(""Core:Permission"", ""Core:PackageImport"");",yes,undetermined,0,0,0,yes,0.9464721474887587,yes,0.9780720820930299,yes,0.9859500224825454,yes,0.9888673266723887,yes,0.9897783673146395,yes,0.9914507776932562,yes,0.9921065392689312,yes,0.9911246189045939,yes,0.9928802843475922,yes,0.9930268774158241,yes,0.9926506529590241
27,argouml,DEFECT,// This doesn't work in UML2: both owner and property needed!,yes,undetermined,0,0,0,no,0.17291723125340455,no,0.1053309161139408,no,0.08757592380103144,no,0.07836717633889487,no,0.10338176022670668,no,0.09806981452816706,no,0.09619830170657998,no,0.09069814749812753,no,0.09232411136473598,no,0.08808505618752957,no,0.08562013481683241
28,argouml,DEFECT,"// FIXME: fails here. // The current behavior appears intentional (ie the test is wrong) - tfm //        assertNull(""The profile stereotype named \"""" //            + ProfileMother.STEREOTYPE_NAME_ST + ""\"" shouldn't be found."", //            findModelElementFromNamespace( //                StereotypeUtility.getAvailableStereotypes(aClass), //                ProfileMother.STEREOTYPE_NAME_ST, profileModel));",yes,undetermined,0,0,0,yes,0.9453042964456215,yes,0.9780780749911887,yes,0.9859550986777649,yes,0.988896782773282,yes,0.9897813022770491,yes,0.9914527726914814,yes,0.9921233020373108,yes,0.9911224633453152,yes,0.9928752806654058,yes,0.9930355812854712,yes,0.9926651770765486
29,argouml,DEFECT,// TODO: This looks backwards. Left over from issue 2034?,yes,undetermined,0,0,0,yes,0.6085259369930018,no,0.08397070570513818,yes,0.9859082484165145,yes,0.9888694392234739,yes,0.9897573751196835,yes,0.9914410347636735,yes,0.992097613429297,yes,0.9911256093387909,yes,0.9928819192935064,yes,0.9930215446446896,yes,0.9926598117267367
30,argouml,DEFECT,"// TODO: This doesn't work, but should //        Collection elements = Model.getFacade().getRootElements(); //        Model.getUmlHelper().deleteCollection(elements); //        elements = Model.getFacade().getRootElements(); //        assertTrue(""Failed to create clean environment"", elements.isEmpty());",yes,undetermined,0,0,0,yes,0.7554263265544983,yes,0.4742677333916429,yes,0.5824811591082353,yes,0.5761737053614174,yes,0.5846924694522122,no,0.4575805165195352,no,0.4469250104693114,no,0.4198956390034219,no,0.4377439121142718,no,0.42787903704187935,no,0.4155031720412081
31,argouml,DEFECT,// TODO: Issue 6144. It is proposed to allow any paclage to return as a potential // namespace. Commenting out until this is reviewed and clearly accepted by all.,yes,undetermined,0,0,0,yes,0.9569544283963863,yes,0.9780531827159701,yes,0.9859298368896109,yes,0.988878495144785,yes,0.9897875444164063,yes,0.9914563461052731,yes,0.9921164136389788,yes,0.9911455134491044,yes,0.992893312982403,yes,0.9930337830389372,yes,0.9926700849083776
32,argouml,DEFECT,// TODO: Something might go wrong during processing. We don't really // want to create the model element until the user releases the mouse // in the place expected.,yes,undetermined,0,0,0,yes,0.9077154358089478,yes,0.9780328608181976,yes,0.9859199637485607,yes,0.988874813816777,yes,0.9897642542119802,yes,0.99144347778481,yes,0.9921037143039078,yes,0.9911292329469906,yes,0.9928774271663154,yes,0.9930243224012986,yes,0.9926588976080508
33,argouml,DEFECT,"/* Strange, but the Link.getConnection()
         * returns a Collection, not a List!
         * This is a bug, compared to the UML standard (IMHO, mvw).
         * Hence, the LinkEnd is added to the end instead... */",yes,undetermined,0,0,0,no,0.030122280465683673,yes,0.9780207482735109,yes,0.9859104508459227,yes,0.9888709097969272,yes,0.9897646480391333,yes,0.9914430849995337,yes,0.992102348673435,yes,0.9911255527065707,yes,0.9928756365536929,yes,0.9930198489978549,yes,0.9926549455533666
34,argouml,DEFECT,// TODO: synchronized is required here as there can be some  // concurrent modification problems when drawing a call message and // having that automatically draw the reply. Maybe fixing the TODO // below will resolve this and the synch can go.,yes,undetermined,0,0,0,yes,0.9929563065463706,yes,0.9927635306469783,yes,0.9955838307411998,yes,0.996373262808486,yes,0.996839051041682,yes,0.999981863252863,yes,0.9999845941301445,yes,0.9973193972828651,yes,0.9999875981710774,yes,0.9999883107573343,yes,0.9999868955217381
35,argouml,DEFECT,"/* These next lines for the case that the current namespace
         * is not a valid one... Which of course should not happen,
         * but it does - see the project attached to issue 3772.
         */",yes,undetermined,0,0,0,no,0.27071904963035287,no,0.23389786768513812,no,0.26109060357070746,no,0.22188324108690222,no,0.20937116849247567,no,0.20587466469285381,no,0.20700493657953178,no,0.20231605512451756,no,0.21156949854405996,no,0.19463110294508348,no,0.18820506788267316
36,argouml,DEFECT,// TODO: In UML2.x Event has no parameters. // TODO: Treat ObjectFlowState (this doesn't exist anymore in UML2) // and Classifier,yes,undetermined,0,0,0,yes,0.9453369691570481,yes,0.978034030252869,yes,0.985917915231701,yes,0.98886855248782,yes,0.989764066905719,yes,0.9914439848639146,yes,0.9921017598281989,yes,0.9911237626036723,yes,0.9928705037003104,yes,0.9930186419997862,yes,0.9926528829593718
37,argouml,DEFECT,"/* TODO: If this is an ordered list, then you have to
                        add in the right location! */",yes,undetermined,0,0,0,yes,0.9999814549585444,yes,0.9959072097804852,yes,0.9999861937406275,yes,0.9999918594183264,yes,0.9999936117407254,yes,0.9999959777625834,yes,0.9999966634019585,yes,0.9999954516016334,yes,0.9999974270452978,yes,0.9999976148170269,yes,0.9999973404261857
38,argouml,DEFECT,// Appears to be gone from UML 2.x,yes,undetermined,0,0,0,no,0.033055885746997825,yes,0.9780681318207071,yes,0.985926162853953,yes,0.9888638256570378,yes,0.9897719878623468,yes,0.9914465718963491,yes,0.992104442509238,yes,0.9911130397257917,yes,0.9928713948662502,yes,0.9930213300029491,yes,0.9926611702682421
39,argouml,DEFECT,/* TODO: This does not work - no event arrives. */,yes,undetermined,0,0,0,yes,0.9956955123859937,yes,0.9918159225035718,yes,0.9964699330350312,yes,0.9999820751011638,yes,0.9999854439191529,yes,0.9999899862417154,yes,0.9999934044825625,yes,0.9999926167870337,yes,0.9999960957656359,yes,0.9999961243474682,yes,0.999995646407048
40,argouml,DEFECT,// TODO: This is only checking immediate siblings when it needs // to be checking all imported elements both here and by our // parents and also taking into account visibility,yes,undetermined,0,0,0,yes,0.9920705373160212,yes,0.9856914144624722,yes,0.9907795629017735,yes,0.9928375192356159,yes,0.9931992316434203,yes,0.9932972469140096,yes,0.9937195891076164,yes,0.9931908966340326,yes,0.9945670102501435,yes,0.9945511445860754,yes,0.9942950282910036
41,argouml,DEFECT,"/* This does not work (anymore/yet?),
	 * since we never have a FigText here: */",yes,undetermined,0,0,0,no,0.15299147516938832,no,0.12750494583600058,no,0.11345763560476824,no,0.10268292700646493,no,0.10388646808652417,no,0.10938973692896119,no,0.10850273241687851,no,0.10381779942460684,no,0.10514382467806518,no,0.10105890128714785,no,0.0973214318723047
42,argouml,DEFECT,"/**
     * Utility function to localize the given string with help text, and show it
     * in the status bar of the ArgoUML window. This function is used in favour
     * of the inline call to enable later improvements; e.g. it would be
     * possible to show a help-balloon.
     * <p>
     * TODO: Work this out. One matter to possibly improve: show multiple lines.
     *
     * @param s the given string to be localized and shown
     */",yes,undetermined,0,0,0,yes,0.9701841825345618,yes,0.9780665688307036,yes,0.9859565883943255,yes,0.9888672800317689,yes,0.9897839419622726,yes,0.9914427767635524,yes,0.9921076134607726,yes,0.9911207990999372,yes,0.9928832644503043,yes,0.9973946044853783,yes,0.9972301955071968
43,argouml,DEFECT,// TODO: Monitor is getting dismissed before layout is complete,yes,undetermined,0,0,0,yes,0.8627880260871004,yes,0.7941087724709165,yes,0.7270873855948548,yes,0.7735507755950679,yes,0.772276650211388,yes,0.7917873931403477,yes,0.7957745653122443,yes,0.8199241332266524,yes,0.838016278862335,yes,0.836649114123186,yes,0.8315190803036362
44,argouml,DEFECT,"// TODO: We currently don't support per-fig settings for most stuff, so // we can just use the defaults that we were given. //        settings = new DiagramSettings(renderSettings);",yes,undetermined,0,0,0,yes,0.9769571891945158,yes,0.9780705993123,yes,0.9859152889791379,yes,0.9888888956181532,yes,0.9897653523184484,yes,0.9914538263124495,yes,0.9921067240746362,yes,0.991114022666121,yes,0.9928726335483222,yes,0.9930136636448677,yes,0.9926532960560702
45,argouml,DEFECT,// TODO: Not yet working for UML2,yes,undetermined,0,0,0,yes,0.999999659522269,yes,0.9999995338463938,yes,0.9999999169776607,yes,0.9999999552945571,yes,0.9999999646520921,yes,0.9999999796432263,yes,0.9999999842874996,yes,0.9999999795932124,yes,0.9999999900104893,yes,0.9999999911777189,yes,0.9999999901435407
46,argouml,DEFECT,"// This triggers some warnings (in logs) because some elements are // created without an owner (and eResource is null) // TODO: fix this // The warning log (if we would not add the EObject to a resource) would // looks like this: ""...WARN [AWT-EventQueue-0] Encountered deleted // object during delete of...""",yes,undetermined,0,0,0,yes,0.9100894418911554,yes,0.978068628686509,yes,0.9859164414276834,yes,0.9888697128707041,yes,0.9897651701271304,yes,0.9914385177673068,yes,0.9920962969685458,yes,0.9911339071148283,yes,0.992874219380125,yes,0.9930256494258334,yes,0.9926502628862774
47,argouml,DEFECT,// TODO: Shouldn't we throw an exception here?!?!,yes,undetermined,0,0,0,yes,0.9999965229585093,yes,0.9925738790472068,yes,0.9952447881982193,yes,0.9967487252173517,yes,0.9970413934713388,yes,0.9999915878752654,yes,0.9999930746393954,yes,0.9999908388566886,yes,0.9999946403007879,yes,0.9999951285397536,yes,0.9999945928817697
48,argouml,DEFECT,//TODO: algorithm is n^2 in number of nodes,yes,undetermined,0,0,0,yes,0.9542387242241219,yes,0.9780319193389431,yes,0.9859388684811915,yes,0.9888734718461274,yes,0.9897660544696639,yes,0.9914374961211062,yes,0.9921015729488076,yes,0.9911190085907354,yes,0.9928714994876827,yes,0.9930187425083471,yes,0.9926450198513008
49,argouml,DEFECT,// Update attached node figures // TODO: Presumably this should only happen on a add or remove event,yes,undetermined,0,0,0,yes,0.9722627365157231,yes,0.978090311172471,yes,0.9859220140038397,yes,0.9888746617320106,yes,0.9897853561134079,yes,0.9914600384917515,yes,0.9921197010917705,yes,0.991131463800413,yes,0.992872837171292,yes,0.9930324630376455,yes,0.9926660606829335
50,argouml,DEFECT,// FIXME: depends on internal behavior of XmiReaderImpl. // Needed for solving issue 5017.,yes,undetermined,0,0,0,yes,0.9699483258046497,yes,0.9780861933429145,yes,0.9859083228669494,yes,0.9888694396989709,yes,0.9897781854182746,yes,0.9914610770365931,yes,0.9921025980233574,yes,0.9911459940108526,yes,0.9928901449133943,yes,0.993034187638066,yes,0.9926730683419964
51,argouml,DEFECT,// TODO: Allow adding models to a diagram - issue 4172.,yes,undetermined,0,0,0,yes,0.999994702215579,yes,0.9999929209362852,yes,0.9999990325869467,yes,0.9999995954496731,yes,0.9999996586534836,yes,0.9999998091816397,yes,0.9999998628626405,yes,0.9999998231644738,yes,0.9999999088348931,yes,0.9999999167653167,yes,0.9999999063248455
52,argouml,DEFECT,"/* TODO: Update the old and new node above this!
                 * This is issue 5079.
                 * The old and new UML namespaces are in the event, but
                 * how do we know which nodes to refresh?
                 * And how to refresh? 
                 * Not necessarily the namespaces, 
                 * depending on the perspective. */",yes,undetermined,0,0,0,yes,0.9641255261883906,yes,0.9825079616276072,yes,0.9897659055861924,yes,0.9927257550860052,yes,0.9928938389622143,yes,0.9945500437553293,yes,0.9955447295150235,yes,0.9950752813023408,yes,0.996221972659148,yes,0.9962640918244899,yes,0.9960316570242725
53,argouml,DEFECT,// TODO: This should only be building list up to 'index',yes,undetermined,0,0,0,yes,0.9866679433898886,yes,0.9780304662672136,yes,0.9859573819772298,yes,0.9888874131844283,yes,0.9897602786637398,yes,0.9914479903211216,yes,0.9921030146485935,yes,0.9911207076215783,yes,0.9928692487593923,yes,0.9930362559163871,yes,0.9926473010318354
54,argouml,DEFECT,// TODO: The following can be removed if selectAll gets fixed,yes,undetermined,0,0,0,yes,0.9940972729285601,yes,0.9780822709515882,yes,0.9859184529303584,yes,0.9888877003891166,yes,0.9897845306923344,yes,0.991440473128043,yes,0.9920967531968218,yes,0.9911222255465303,yes,0.9928773980682661,yes,0.9930182767339485,yes,0.9926480099757556
55,argouml,DEFECT,// FIXME: Boundary condition at end of image for non-integral // multiples of BUFFER_HEIGHT,yes,undetermined,0,0,0,yes,0.7265202282774035,yes,0.7184246171647156,yes,0.7649991068549287,yes,0.7656274999081137,yes,0.7592226802930715,yes,0.7601814609320455,yes,0.753962723573749,yes,0.7270629995898936,yes,0.7589520938331222,yes,0.7586077936610666,yes,0.7508243070221848
56,argouml,DEFECT,// TODO: not in UML 2,yes,undetermined,0,0,0,yes,0.9999998798185741,yes,0.9780548598503098,yes,0.9859370318930871,yes,0.988868636861653,yes,0.989768384858056,yes,0.9914643759112778,yes,0.9921064078074396,yes,0.9911305256201276,yes,0.9928703656518321,yes,0.9930182754256625,yes,0.9926523195838929
57,argouml,DEFECT,"// TODO: We can't have a global ""current"" language // NotationProviderFactory2.setCurrentLanguage(oldLanguage);",yes,undetermined,0,0,0,yes,0.8735737861451718,no,0.460600838229369,yes,0.971843046770315,yes,0.9888930544496436,yes,0.9897629891146016,yes,0.9914433899111138,yes,0.9921077559191587,yes,0.991139537917695,yes,0.9928857059330153,yes,0.9930183266727781,yes,0.9926450117019253
58,argouml,DEFECT,"// XXX this seems to be a bug of the parser, // it always requires a context",yes,undetermined,0,0,0,yes,0.9999890949102157,yes,0.9999846981633322,yes,0.9999957664757834,yes,0.9999978737210519,yes,0.9999983625106854,yes,0.9999990915229466,yes,0.9999992330166954,yes,0.9999990238049347,yes,0.999999465962607,yes,0.9999995125104181,yes,0.9999994538407099
59,argouml,DEFECT,// TODO: Use Model.getModelManagementHelper().getPathList(modelElement); // TODO: This will fail with nested Models,yes,undetermined,0,0,0,yes,0.9961132502432621,yes,0.993689952218311,yes,0.9999876444414689,yes,0.9999968504257867,yes,0.9999974783084172,yes,0.9999990090635912,yes,0.9999991769957438,yes,0.999998907315016,yes,0.9999993967782904,yes,0.9999994336270654,yes,0.9999993542668412
60,argouml,DEFECT,// If we are not visible most likely // we're being deleted. // TODO: This indicates a more fundamental problem that // should be investigated - tfm - 20061230,yes,undetermined,0,0,0,yes,0.9845722031344891,yes,0.9780748552544304,yes,0.9859549794151543,yes,0.988895561318909,yes,0.9897720555837292,yes,0.9914554742324033,yes,0.9920973993829353,yes,0.991131018294845,yes,0.9928843195362835,yes,0.9930222109895999,yes,0.9926556569384214
61,argouml,DEFECT,"/* TODO: We should have all the information that is required in the
         * NotationSettings object */",yes,undetermined,0,0,0,yes,0.9972641308413944,yes,0.9834264308374382,yes,0.9875021897465481,yes,0.9916514952315382,yes,0.9921265316517608,yes,0.9939048875476922,yes,0.9947087168643531,yes,0.9942011565305512,yes,0.995425892339431,yes,0.995480800892386,yes,0.9952041346576914
