,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba,svm_pred_4,svm_pred_4_proba,svm_pred_5,svm_pred_5_proba,svm_pred_6,svm_pred_6_proba,svm_pred_7,svm_pred_7_proba
14,jEdit-4.2,DEFECT,// this seems to make nested readLock() calls work okay. // but I have no idea if it actually fixes things or not.,yes,undetermined,0,0,0,no,0.31431482690311857,no,0.36700984225265165,no,0.3363267386348327,no,0.3142731210886544,no,0.3047792121581024,no,0.294481992212403,no,0.295303953527959,no,0.2909278989919332
15,jEdit-4.2,DEFECT,"// ... but if HyperSearch results window is floating, // the workaround causes problems!",yes,undetermined,0,0,0,no,0.3915089372413847,no,0.4290875979859419,no,0.43541527776076167,no,0.4212582182890495,no,0.412433472375056,no,0.40041609724840055,no,0.4074116886059887,no,0.40412078747131175
16,jEdit-4.2,DEFECT,//{{{ Set the buffer's path // Caveat: won't work if save() called with a relative path. // But I don't think anyone calls it like that anyway.,yes,undetermined,0,0,0,no,0.15394645212319732,no,0.18807107008656554,no,0.1532223526375466,no,0.1355689837753844,no,0.1313648083850152,no,0.12301874583151008,no,0.12220044555020809,no,0.1180456844334961
17,jEdit-4.2,DEFECT,// TODO: move(x) shouldn't rely on calling next() x times,yes,undetermined,0,0,0,yes,0.9554876149621021,yes,0.9944171489541964,yes,0.9941252859840873,yes,0.9942658170699543,yes,0.9944639145101195,yes,0.9947482119702982,yes,0.9954346129957983,yes,0.9957790300549146
18,jEdit-4.2,DEFECT,"// BUG: if there are multiple selections in different // contexts, the wrong comment strings will be inserted.",yes,undetermined,0,0,0,no,0.15340511398580367,no,0.1404693775686264,no,0.12250882263235588,no,0.11245151766199762,no,0.10326504261716485,no,0.0971590471953251,yes,0.9954307281213309,yes,0.995772252570819
19,jEdit-4.2,DEFECT,// TODO: move(x) shouldn't rely on calling next() x times,yes,undetermined,0,0,0,yes,0.9554876149621021,yes,0.9944171489541964,yes,0.9941252859840873,yes,0.9942658170699543,yes,0.9944639145101195,yes,0.9947482119702982,yes,0.9954346129957983,yes,0.9957790300549146
20,jEdit-4.2,DEFECT,// Feb 4 2000 5:30 PM // Catch Throwable here rather than Exception. // Kaffe's implementation of Runtime.exec throws java.lang.InternalError.,yes,undetermined,0,0,0,no,0.026867010512061106,yes,0.9944142546934007,yes,0.9941221482329091,yes,0.9942488114452949,yes,0.9944612064497135,yes,0.994754465173698,yes,0.9954311573227275,yes,0.9957696987340102
21,jEdit-4.2,DEFECT,// Fix for this bug: // -- Put a mode into the user dir with the same name as one //    on the system dir. // -- Reload edit modes. // -- Old mode from system dir still used for highlighting //    until jEdit restart.,yes,undetermined,0,0,0,no,0.36213621220859965,no,0.30375970241172773,no,0.25331840658250615,no,0.2367714608305188,no,0.2268482908935601,no,0.21482862131594496,no,0.21981241877447857,no,0.21507812201542736
22,jEdit-4.2,DEFECT,"// looks bad with the OS X L&F, apparently...",yes,undetermined,0,0,0,no,0.017174882199878387,yes,0.9944192167187949,yes,0.9941383240847097,yes,0.9942470833209119,yes,0.9944646406178246,yes,0.994761732249555,yes,0.9954227489375179,yes,0.9957750817464333
23,jEdit-4.2,DEFECT,"/* 
		Apparently in some environments you can't catch the security exception
		at all...  e.g. as an applet in IE  ... will probably have to work 
		around 
	*/",yes,undetermined,0,0,0,yes,0.6065558853302933,yes,0.7323334887618386,yes,0.7167715424197275,yes,0.7302483151811021,yes,0.7476029883749787,yes,0.7470703840441489,yes,0.7568671629305674,yes,0.7586756261602325
24,jEdit-4.2,DEFECT,"// If it exists, remove it and add it at the end (avoid memory leak)",yes,undetermined,0,0,0,no,0.005778786159863334,yes,0.9944148710149674,yes,0.9941280047671506,yes,0.9942512721032358,yes,0.9944491263176628,yes,0.9947460443355864,yes,0.9954346249793566,yes,0.9957689011310134
25,jEdit-4.2,DEFECT,// Race condition here...,yes,undetermined,0,0,0,no,0.017954562991737342,yes,0.9944200857995616,yes,0.9941453845206305,yes,0.9942519447741518,yes,0.9944623727057753,yes,0.9947613591800862,yes,0.9954235215880877,yes,0.9957700615173569
26,jEdit-4.2,DEFECT,"// // Use special cheats that speed up the code (currently about 50%), // but may cause problems with future maintenance and add to the // class file size (about 500 bytes). //",yes,undetermined,0,0,0,no,0.07454395335513808,yes,0.9944170140077336,yes,0.9941225912148951,yes,0.9942472070510756,yes,0.9944487723534122,yes,0.9947557783312646,yes,0.995427493233468,yes,0.9957648855132178
27,jEdit-4.2,DEFECT,"// If it exists, remove it and add it at the end (avoid memory leak)",yes,undetermined,0,0,0,no,0.005778786159863334,yes,0.9944148710149674,yes,0.9941280047671506,yes,0.9942512721032358,yes,0.9944491263176628,yes,0.9947460443355864,yes,0.9954346249793566,yes,0.9957689011310134
28,jEdit-4.2,DEFECT,"/*
			Original note: Jdk under Win is throwing these to
			warn about lower case / upper case possible mismatch.
			e.g. bsh.console bsh.Console
	
			Update: Prior to 1.3 we were squeltching NoClassDefFoundErrors 
			which was very annoying.  I cannot reproduce the original problem 
			and this was never a valid solution.  If there are legacy VMs that
			have problems we can include a more specific test for them here.
		*/",yes,undetermined,0,0,0,no,0.14368253724178698,no,0.2919473953996368,no,0.25874175444178704,no,0.24401989158555148,no,0.2359400629321299,no,0.22800310332864496,no,0.2276308300407323,no,0.22296927510568265
29,jEdit-4.2,DEFECT,"// this shouldn't happen, but...",yes,undetermined,0,0,0,no,0.003266340957350072,yes,0.994418384175282,yes,0.9941365864580703,yes,0.9942598864118515,yes,0.9944714979134214,yes,0.9947580546904081,yes,0.9954278109353155,yes,0.995771621440687
30,jEdit-4.2,DEFECT,// 18 nov 2003: calling this on a drive letter on Windows causes // drive access,yes,undetermined,0,0,0,no,0.022846391733942213,yes,0.9944134165402755,yes,0.9941259792928252,yes,0.9942426776187768,yes,0.9944682043883905,yes,0.9947572386337283,yes,0.9954352703288932,yes,0.9957832900550186
31,jEdit-4.2,DEFECT,// 2 aug 2003: OS/2 Java has a broken getCanonicalPath(),yes,undetermined,0,0,0,no,0.03253097348232982,yes,0.9944200003606701,yes,0.9941292320225713,yes,0.9942611377293302,yes,0.9944676521307236,yes,0.9947568319285448,yes,0.9954407774976952,yes,0.9957775418542623
32,jEdit-4.2,DEFECT,// Don't generate private or loosely typed fields // Note: loose types aren't currently parsed anyway...,yes,undetermined,0,0,0,no,0.023105206595976317,yes,0.9944190362023644,yes,0.99413298006105,yes,0.9942635773360975,yes,0.9944486111407823,yes,0.99476680130606,yes,0.9954329488580682,yes,0.9957708691789812
33,jEdit-4.2,DEFECT,"// the view should not be null, but some plugins might do this",yes,undetermined,0,0,0,no,0.09161598541025516,yes,0.9944132331461125,yes,0.9941306228323752,yes,0.9942436322577399,yes,0.9944640579271117,yes,0.9947446671974486,yes,0.9954408964024902,yes,0.9957692948869947
34,jEdit-4.2,DEFECT,"// caching is not correct and doesn't seem to help... //	enclosingNameSpace.cacheClass( name, genClass );",yes,undetermined,0,0,0,no,0.00917681544693921,yes,0.9944053911986352,yes,0.9941323075580357,yes,0.9942385981860832,yes,0.9944528130329182,yes,0.9947432087512359,yes,0.9954310393793583,yes,0.9957682794139492
35,jEdit-4.2,DEFECT,"// dialogs fuck things up if a menu is visible, etc! //new BeanShellErrorDialog(view,e);",yes,undetermined,0,0,0,no,0.006960622054752954,yes,0.9944292214898084,yes,0.9941303175925418,yes,0.9942568879904413,yes,0.9944521318193413,yes,0.9947513065414095,yes,0.9954280311010192,yes,0.9957719774470556
36,jEdit-4.2,DEFECT,// charAt(index-n) may be unknown on a Reader/InputStream. FIXME // Match after a newline if in multiline mode,yes,undetermined,0,0,0,yes,0.67492405502021,yes,0.6225220689700383,yes,0.5909765102713955,yes,0.5717600500297157,yes,0.5613235470347953,yes,0.5530803791927081,yes,0.5628976875503223,yes,0.5618538015269067
37,jEdit-4.2,DEFECT,"// If it exists, remove it and add it at the end (avoid memory leak)",yes,undetermined,0,0,0,no,0.005778786159863334,yes,0.9944148710149674,yes,0.9941280047671506,yes,0.9942512721032358,yes,0.9944491263176628,yes,0.9947460443355864,yes,0.9954346249793566,yes,0.9957689011310134
38,jEdit-4.2,DEFECT,// Warning: Null callstack here.  Don't think we need // a stack trace to indicate how we sourced the method.,yes,undetermined,0,0,0,no,0.05598716883367617,yes,0.9944148948497087,yes,0.9941349937138642,yes,0.9942391764062084,yes,0.9944575464316446,yes,0.9947540772042223,yes,0.9954194622688415,yes,0.9957664664889625
39,jEdit-4.2,DEFECT,// this class is not very fast...,yes,undetermined,0,0,0,no,0.09309646466797598,yes,0.9944244143343973,yes,0.9941263739860441,yes,0.9942491341763303,yes,0.994475044066132,yes,0.9947618555561647,yes,0.995435773573125,yes,0.9957686005365053
40,jEdit-4.2,DEFECT,"/*
	Note: this method incorrectly caches the method structure.  It needs to
	be cleared when the classloader changes.
*/",yes,undetermined,0,0,0,no,0.06127929483930401,yes,0.9944118951537461,yes,0.9941344325896909,yes,0.9942609503879332,yes,0.9944743180742357,yes,0.9947645784607251,yes,0.9954250448164339,yes,0.9957743811859783
41,jEdit-4.2,DEFECT,// XXX: action bar might not be 'temp',yes,undetermined,0,0,0,no,0.27831938765608927,no,0.3583527240191838,no,0.3223655629090494,no,0.29696013284974077,no,0.2859313822305106,no,0.2746773913151086,no,0.27857920280754456,no,0.2741493298646406
42,jEdit-4.2,DEFECT,// I wonder if the lack of this broke anything in the // past?,yes,undetermined,0,0,0,no,0.009677858535648926,yes,0.9944214125983502,yes,0.994125542700046,yes,0.9942575295098373,yes,0.9944522465404476,yes,0.9947584697603419,yes,0.9954259419582538,yes,0.9957614457285145
43,jEdit-4.2,DESIGN,"/*
			Implement String += value;
			According to the JLS, value may be anything.
			In BeanShell, we'll disallow VOID (undefined) values.
			(or should we map them to the empty string?)
		*/",yes,undetermined,0,0,0,no,0.0311165260412,yes,0.9944143073399873,yes,0.99413499798215,yes,0.9942489106445193,yes,0.9944559728746917,yes,0.9947507128935758,yes,0.9954295750301534,yes,0.9957670190982086
44,jEdit-4.2,DESIGN,/* this should be before dockables are initialized */,yes,undetermined,0,0,0,no,0.058049942449597665,yes,0.9944152904401803,yes,0.9941300806660195,yes,0.9942425670183209,yes,0.9944595739870631,yes,0.9947510788424403,yes,0.9954289228032908,yes,0.9957706073216461
45,jEdit-4.2,DESIGN,// is this right?,yes,undetermined,0,0,0,no,0.10635538480615456,no,0.12393808105498404,no,0.10781777811442406,no,0.10120409442573028,no,0.09513028651684259,yes,0.9947522136583455,yes,0.9954279874941946,yes,0.9957635257722354
46,jEdit-4.2,DESIGN,// should we do this for both cases above?,yes,undetermined,0,0,0,no,0.5116320216854552,yes,0.6080653800687947,yes,0.5423310899477384,no,0.505854462218006,no,0.5,no,0.4797710109604951,no,0.48630110412394195,no,0.48433859849049793
47,jEdit-4.2,DESIGN,// need to loosen this to any throwable... do we need to handle // that in interpreter somewhere?  check first...,yes,undetermined,0,0,0,no,0.09597538950559066,yes,0.9944261155357341,yes,0.994136299177327,yes,0.9942459640557395,yes,0.9944627339833128,yes,0.9947628456567327,yes,0.9954279691616318,yes,0.9957689227038639
48,jEdit-4.2,DESIGN,// fucking GTK look and feel,yes,undetermined,0,0,0,no,0.0033850448046031214,no,0.009346749892941299,yes,0.9941249921032717,yes,0.9942426060796957,yes,0.994458048935015,yes,0.9947625569346558,yes,0.9954299261653363,yes,0.9957666460486757
49,jEdit-4.2,DESIGN,"/*
		Note: this implementation is temporary. We currently keep a flat
		namespace of the base name of classes.  i.e. BeanShell cannot be in the
		process of defining two classes in different packages with the same
		base name.  To remove this limitation requires that we work through
		namespace imports in an analogous (or using the same path) as regular
		class import resolution.  This workaround should handle most cases 
		so we'll try it for now.
	*/",yes,undetermined,0,0,0,yes,0.6872371026278403,yes,0.7798399225459873,yes,0.7639042408908663,yes,0.7517481590648107,yes,0.7480201357206587,yes,0.7430276691394104,yes,0.7511351729182921,yes,0.7530411486646261
50,jEdit-4.2,DESIGN,// copy and paste from bsh/classpath/ClassManagerImpl.java...,yes,undetermined,0,0,0,no,0.03290451269056543,yes,0.9944167530028711,yes,0.9941207834120238,yes,0.9942462096000393,yes,0.9944598395209188,yes,0.9947627359295742,yes,0.9954301799705879,yes,0.9957726947368247
51,jEdit-4.2,DESIGN,"// I wish I could make this ""friendly"" to only NameSpace",yes,undetermined,0,0,0,no,0.05185035250055639,yes,0.994414603709024,yes,0.9941307317398858,yes,0.9942420269612608,yes,0.994456553325092,yes,0.9947544740780283,yes,0.995430717892774,yes,0.9957757194308001
52,jEdit-4.2,DESIGN,// undocumented hack to allow browser actions to work. // XXX - clean up in 4.3,yes,undetermined,0,0,0,yes,0.9967335865440423,yes,0.9999829100455623,yes,0.9999825785368189,yes,0.9999830145506619,yes,0.9999847325694187,yes,0.9999867823128966,yes,0.9999900901001908,yes,0.9999917748506941
53,jEdit-4.2,DESIGN,// Look for a default invoke() handler method in the namespace // Note: this code duplicates that in NameSpace getCommand() // is that ok?,yes,undetermined,0,0,0,no,0.004557694688293056,yes,0.9944193421748235,yes,0.994124804587839,yes,0.9942408817744589,yes,0.9944675011046159,yes,0.9947565871693139,yes,0.995423591260628,yes,0.9957694830375586
54,jEdit-4.2,DESIGN,// This should be per instance,yes,undetermined,0,0,0,no,0.08092812986051916,yes,0.9944203072568594,yes,0.9941380471015054,yes,0.9942411936102379,yes,0.9944543436702403,yes,0.9947438957618776,yes,0.9954281943065166,yes,0.9957742340217004
55,jEdit-4.2,DESIGN,// Can we use the proxy mechanism to cast a bsh.This to  // the correct interface?,yes,undetermined,0,0,0,no,0.032953912598153876,yes,0.9944123746916489,yes,0.994135595537279,yes,0.9942456519755923,yes,0.9944558898739982,yes,0.9947559806717148,yes,0.9954236056680428,yes,0.9957706226494732
56,jEdit-4.2,DESIGN,// redundant with constructor,yes,undetermined,0,0,0,no,0.007256064560649324,yes,0.9944259457127694,yes,0.994120932034164,yes,0.9942444582912765,yes,0.9944714427461251,yes,0.9947552356747976,yes,0.9954290700333964,yes,0.9957690014639548
57,jEdit-4.2,DESIGN,"/*
		Issues to resolve here...
		1) In which classloader should we define the class?
		if there is a BshClassLoader should we define it there?
		2) should we use reflection to set it in a non-bsh classloader
		if there is one or should we always create a bsh classloader
		(and expose its defineClass)?
	*/",yes,undetermined,0,0,0,no,0.07109098668467607,yes,0.9944112638672694,yes,0.9941309363338837,yes,0.994253903959129,yes,0.9944551005433643,yes,0.9947571890253625,yes,0.9954237984872494,yes,0.9957714937324061
58,jEdit-4.2,DESIGN,// could refactor these a bit,yes,undetermined,0,0,0,no,0.1224999568358639,no,0.1921292032048664,no,0.23756429923454755,no,0.23783486366533382,no,0.22837497080162894,no,0.21878287096201535,no,0.21963272293853606,no,0.2148299523886421
59,jEdit-4.2,DESIGN,"/*
	Note: This class essentially just delegates most of its methods to its
	parent.  The setVariable() indirection is very small.  We could probably
	fold this functionality back into the base NameSpace as a special case.
	But this has changed a few times so I'd like to leave this abstraction for
	now.
*/",yes,undetermined,0,0,0,no,0.1538434870980044,no,0.2978133781599875,no,0.2886607506895746,no,0.2802022418091922,no,0.2625514994347057,no,0.25362430936056257,no,0.24908592454002398,no,0.24460906878757674
60,jEdit-4.2,DESIGN,// simplified these settings a little...,yes,undetermined,0,0,0,no,0.014266663637534371,yes,0.9944186880277643,yes,0.994133973849449,yes,0.994262915879677,yes,0.9944707021053816,yes,0.9947489475330384,yes,0.9954391108576349,yes,0.9957803571018142
61,jEdit-4.2,DESIGN,"/*
		Should check for strict java here and use isJavaAssignable() instead
	*/",yes,undetermined,0,0,0,no,0.2700070808992624,no,0.37456697603032296,no,0.34231894649628714,no,0.32121162225515615,no,0.30687239786092385,no,0.2978360235814217,no,0.3033975255459282,no,0.298930045645796
62,jEdit-4.2,DESIGN,// workaround for Swing rendering labels starting // with <html> using the HTML engine,yes,undetermined,0,0,0,no,0.16627986068324704,no,0.19967435622253374,no,0.1851628174219052,no,0.16909578687788052,no,0.16092876511724105,no,0.14778926441221119,no,0.1467165089867874,no,0.14241044517314383
63,jEdit-4.2,DESIGN,// Look for a default invoke() handler method in the namespace // Note: this code duplicates that in This.java... should it? // Call on 'This' can never be a command,yes,undetermined,0,0,0,no,0.03458212883787429,yes,0.9944147167122894,yes,0.9941315152671504,yes,0.9942395356730415,yes,0.9944661580977948,yes,0.994752440878702,yes,0.9954327062354819,yes,0.9957737472215829
64,jEdit-4.2,DESIGN,// this method is a nightmare,yes,undetermined,0,0,0,no,0.0025509064029495326,no,0.009322690226517355,no,0.007638834626970319,no,0.006700844859365155,no,0.00599955585691487,no,0.005325856206037648,no,0.004967503546490691,no,0.004529526024825675
65,jEdit-4.2,DESIGN,// ConsoleInterface // The interpreter reflexively implements the console interface that it  // uses.  Should clean this up by using an inner class to implement the // console for us.,yes,undetermined,0,0,0,no,0.20199401085619048,no,0.5606120285654631,no,0.5165400292810965,no,0.5,no,0.49074192906943276,no,0.4840184830123212,no,0.49247704038491946,no,0.4904260117456942
66,jEdit-4.2,DESIGN,// Case-insensitive fs workaround,yes,undetermined,0,0,0,yes,0.7483003670795098,yes,0.7692333021418194,yes,0.8046101947273331,yes,0.7988776250942756,yes,0.796830700073187,yes,0.79598030236533,yes,0.8046741532704295,yes,0.8069461889194304
67,jEdit-4.2,DESIGN,"/*
			Wrap nulls.
			This is a bit of a cludge to address a deficiency in the class
			generator whereby it does not wrap nulls on method delegate.  See
			Class Generator.java.  If we fix that then we can remove this.
			(just have to generate the code there.)
		*/",yes,undetermined,0,0,0,no,0.07515191292893655,yes,0.9944221986612193,yes,0.9941387115972811,yes,0.9942471028948687,yes,0.9944512557123205,yes,0.9947546022959483,yes,0.995424915378369,yes,0.9957661021673817
68,jEdit-4.2,DESIGN,// switch eats a multi-level break here? // not empty statement,yes,undetermined,0,0,0,no,0.018404603463078876,yes,0.9944144018142811,yes,0.9941312791808263,yes,0.9942480490849342,yes,0.9944533098554148,yes,0.9947564230947592,yes,0.9954344861369364,yes,0.9957662241361435
69,jEdit-4.2,DESIGN,// Check for field on object  // Note: could eliminate throwing the exception somehow,yes,undetermined,0,0,0,no,0.13285941744103646,no,0.22756683685603912,no,0.18807988886891472,no,0.1754729173341415,no,0.16703024091821758,no,0.15888958668896716,no,0.1585296659401949,no,0.15400910883668326
70,jEdit-4.2,DESIGN,// XXXX re-evaluate this // can getSuper work by itself now? // If we're a class instance and the parent is also a class instance // then super means our parent.,yes,undetermined,0,0,0,no,0.01576564733370287,yes,0.9944167684288938,yes,0.9941210696870444,yes,0.9942511552274795,yes,0.9944574770659278,yes,0.9947477115784193,yes,0.9954292812468658,yes,0.9957703131285675
71,jEdit-4.2,DESIGN,"/*
		I wish protected access were limited to children and not also 
		package scope... I want this to be a singleton implemented by various
		children.  
	*/",yes,undetermined,0,0,0,no,0.04724264636953305,yes,0.9944114078585619,yes,0.9941322248219768,yes,0.9942572219683088,yes,0.9944619549153515,yes,0.994747714380131,yes,0.9954320684423179,yes,0.9957704086199021
72,jEdit-4.2,DESIGN,"// Imported full name wasn't found as an absolute class // If it is compound, try to resolve to an inner class.   // (maybe this should happen in the BshClassManager?)",yes,undetermined,0,0,0,no,0.029062208010005357,yes,0.9944060280238698,yes,0.9941274417766381,yes,0.9942418147417026,yes,0.9944579577188345,yes,0.9947532144478191,yes,0.9954274559183615,yes,0.9957742293704227
73,jEdit-4.2,DESIGN,"/*
	Can't this be combined with run() ?
	run seems to have stuff in it for interactive vs. non-interactive...
	compare them side by side and see what they do differently, aside from the
	exception handling.
	*/",yes,undetermined,0,0,0,no,0.24881786577488588,no,0.29284747911844694,no,0.2638410338638707,no,0.24828194107827634,no,0.2373488006549789,no,0.22656836341843356,no,0.22772214751307243,no,0.2229761612947293
74,jEdit-4.2,DESIGN,// copy and paste from bsh/classpath/ClassManagerImpl.java...,yes,undetermined,0,0,0,no,0.03290451269056543,yes,0.9944167530028711,yes,0.9941207834120238,yes,0.9942462096000393,yes,0.9944598395209188,yes,0.9947627359295742,yes,0.9954301799705879,yes,0.9957726947368247
75,jEdit-4.2,DESIGN,// Null value is just a declaration // Note: we might want to keep any existing value here instead of reset,yes,undetermined,0,0,0,no,0.017413841942834147,yes,0.9944123957360457,yes,0.9941225260773106,yes,0.9942482651759995,yes,0.9944562754357855,yes,0.9947465423083612,yes,0.9954247609986064,yes,0.9957674128698768
76,jEdit-4.2,DESIGN,// Can this be factored out...?   // Should be be adding the L...; here instead?,yes,undetermined,0,0,0,no,0.015049350141882472,yes,0.9944109806707015,yes,0.9941319593537375,yes,0.9942448915913438,yes,0.9944578792093395,yes,0.9947510137701043,yes,0.9954280682061505,yes,0.9957750012554255
77,jEdit-4.2,DESIGN,"/* 
							Catch the mismatch and continue to try the next
							Note: this is innefficient, should have an 
							isAssignableFrom() that doesn't throw 
						*/",yes,undetermined,0,0,0,no,0.05984211429857263,yes,0.9944112544232987,yes,0.9941292544091254,yes,0.9942427738745231,yes,0.994469692677398,yes,0.9947463901515876,yes,0.9954257175800446,yes,0.9957624347885116
78,jEdit-4.2,DESIGN,// should use try/finally here to pop ns,yes,undetermined,0,0,0,no,0.040804709283280484,yes,0.9944272661999355,yes,0.9941400768384303,yes,0.9942501263493618,yes,0.9944574784862641,yes,0.994767699955058,yes,0.9954315718545799,yes,0.9957715180158236
79,jEdit-4.2,DESIGN,"/*
			Note: this could be made clearer by adding an inner class for the
			cases and an object context for the child traversal.
		*/",yes,undetermined,0,0,0,no,0.037100396931410866,yes,0.9944168837353934,yes,0.9941233076158399,yes,0.9942623274830656,yes,0.9944552104555096,yes,0.9947448609222326,yes,0.9954268946955075,yes,0.9957709807393701
80,jEdit-4.2,DESIGN,// hack... sticking to first interpreter that resolves this // see comments on type instance variable,yes,undetermined,0,0,0,yes,0.7476903852818358,yes,0.8733002081715183,yes,0.8568783759114488,yes,0.8583505135472325,yes,0.8632111329420199,yes,0.8617967428755394,yes,0.8696206696858158,yes,0.872248005453471
81,jEdit-4.2,DESIGN,// Note: incorrect here - we are using the hack in bsh class // manager that allows lookup by base name.  We need to eliminate // this limitation by working through imports.  See notes in class // manager.,yes,undetermined,0,0,0,no,0.5412247820282028,yes,0.7758239623698349,yes,0.7558805391469613,yes,0.7469346664763998,yes,0.74215587359684,yes,0.7382386265164164,yes,0.7478135710591173,yes,0.7496291463542107
82,jEdit-4.2,DESIGN,"/* 
		This is the namespace in which the method is set.
		It is a back-reference for the node, which needs to execute under this 
		namespace.  It is not necessary to declare this transient, because 
		we can only be saved as part of our namespace anyway... (currently).
	*/",yes,undetermined,0,0,0,no,0.10238354836538989,no,0.18751839655878877,no,0.1636627848851709,no,0.15234371182419865,no,0.14567673289411037,no,0.14004042868025574,no,0.13749655746090172,no,0.13328272508619737
