,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba,svm_pred_4,svm_pred_4_proba,svm_pred_5,svm_pred_5_proba
25,hibernate-distribution-3.3.2.GA,DEFECT,"// First, validate all the enabled filters... //TODO: this implementation has bad performance",yes,undetermined,0,0,0,yes,0.9712672437443858,yes,0.9931398194490232,yes,0.9946160740190915,yes,0.9956617689545401,yes,0.9955817830352325,yes,0.9959348390326169
26,hibernate-distribution-3.3.2.GA,DEFECT,"//TODO: passing null here, because this method is not really used for DOM4J at the moment //      but it is still a bug, if we don't get rid of this!",yes,undetermined,0,0,0,yes,0.9999992280079357,yes,0.999998678560547,yes,0.9999992475551915,yes,0.9999996197460466,yes,0.9999996177746299,yes,0.9999997087952405
27,hibernate-distribution-3.3.2.GA,DEFECT,// TODO : this really needs to be delayed unitl after we definitively know the operand node type; // where this is currently a problem is parameters for which where we cannot unequivocally // resolve an expected type,yes,undetermined,0,0,0,yes,0.9923077100112677,yes,0.9931358452946715,yes,0.9946214135542691,yes,0.9956726111771097,yes,0.9955878890934386,yes,0.9959348669818654
28,hibernate-distribution-3.3.2.GA,DEFECT,"/*
		  * Algorithm
		  * Check for any level one nullability breaks
		  * Look at non null components to
		  *   recursively check next level of nullability breaks
		  * Look at Collections contraining component to
		  *   recursively check next level of nullability breaks
		  *
		  *
		  * In the previous implementation, not-null stuffs where checked
		  * filtering by level one only updateable
		  * or insertable columns. So setting a sub component as update=""false""
		  * has no effect on not-null check if the main component had good checkeability
		  * In this implementation, we keep this feature.
		  * However, I never see any documentation mentioning that, but it's for
		  * sure a limitation.
		  */",yes,undetermined,0,0,0,no,0.12938484203556117,no,0.06979558144080869,yes,0.9946176938957401,yes,0.9956626888377442,yes,0.9955821901879137,yes,0.9959350084302719
29,hibernate-distribution-3.3.2.GA,DEFECT,"// assume that the row was not there since it previously had only null // values, so do an INSERT instead //TODO: does not respect dynamic-insert",yes,undetermined,0,0,0,no,0.19011717557243604,no,0.2564902019455533,no,0.2738328223967718,no,0.2888240578018543,no,0.28071487891180885,no,0.27071676267551253
30,hibernate-distribution-3.3.2.GA,DEFECT,// todo : this call will not work for anything other than pojos!,yes,undetermined,0,0,0,yes,0.9999994966715329,yes,0.9999988946186547,yes,0.9999991960360669,yes,0.9999994932746322,yes,0.9999994584433181,yes,0.9999995638538762
31,hibernate-distribution-3.3.2.GA,DEFECT,//note that this implementation is kinda broken //for components with many-to-one associations,yes,undetermined,0,0,0,no,0.27410043885157803,no,0.3725492241366629,no,0.33831299899289097,no,0.33621982569296693,no,0.32819581803366193,no,0.3202588840787044
32,hibernate-distribution-3.3.2.GA,DEFECT,"//no need to take a snapshot - this is a  //performance optimization, but not really //important, except for entities with huge  //mutable property values",yes,undetermined,0,0,0,no,0.12183739981474294,no,0.11484031308548143,no,0.13822407486715066,no,0.12815519487912067,no,0.1257403323903597,no,0.12016771184703026
33,hibernate-distribution-3.3.2.GA,DEFECT,// TODO : this is broke for subqueries in statements other than selects...,yes,undetermined,0,0,0,yes,0.9936128185560312,yes,0.9931321204444776,yes,0.9946179900478394,yes,0.9956706543765289,yes,0.9955925550146195,yes,0.9959382881478652
34,hibernate-distribution-3.3.2.GA,DEFECT,"/*
         * The following types are not supported in RDMS/JDBC and therefore commented out.
         * However, in some cases, mapping them to CHARACTER columns works
         * for many applications, but does not work for all cases.
         */",yes,undetermined,0,0,0,no,0.28445156173247116,no,0.2631842902341455,no,0.24698312793879323,no,0.24874889797527647,no,0.24927785739301644,no,0.24623779039135374
35,hibernate-distribution-3.3.2.GA,DEFECT,// TODO : should this be an error?,yes,undetermined,0,0,0,yes,0.9999999976945556,yes,0.9999999943813461,yes,0.9999999950512997,yes,0.9999999969040111,yes,0.9999999967436818,yes,0.999999997726957
36,hibernate-distribution-3.3.2.GA,DEFECT,"// three general cases we check here as to whether to render a physical SQL join: // 1) is our parent a DotNode as well?  If so, our property reference is // 		being further de-referenced... // 2) is this a DML statement // 3) we were asked to generate any needed joins (generateJoins==true) *OR* //		we are currently processing a select or from clause // (an additional check is the REGRESSION_STYLE_JOIN_SUPPRESSION check solely intended for the test suite) // // The REGRESSION_STYLE_JOIN_SUPPRESSION is an additional check // intended solely for use within the test suite.  This forces the // implicit join resolution to behave more like the classic parser. // The underlying issue is that classic translator is simply wrong // about its decisions on whether or not to render an implicit join // into a physical SQL join in a lot of cases.  The piece it generally // tends to miss is that INNER joins effect the results by further // restricting the data set!  A particular manifestation of this is // the fact that the classic translator will skip the physical join // for ToOne implicit joins *if the query is shallow*; the result // being that Query.list() and Query.iterate() could return // different number of results!",yes,undetermined,0,0,0,no,0.208617260148189,no,0.10456581416492408,no,0.09636024518437616,yes,0.9956590331925956,yes,0.9955912616781656,yes,0.9959381086592765
37,hibernate-distribution-3.3.2.GA,DEFECT,// TODO: figure out how this should be set. /////////////////////////////////////////////////////////////////////////////// // This was the reason for failures regarding INDEX_OP and subclass joins on // theta-join dialects; not sure what behaviour we were trying to emulate ;) //		joinSequence = joinSequence.getFromPart();	// Emulate the old addFromOnly behavior.,yes,undetermined,0,0,0,yes,0.924915206389622,yes,0.9931315143359728,yes,0.9946082560772614,yes,0.9956769293392158,yes,0.9955927991417832,yes,0.9959334185099457
38,hibernate-distribution-3.3.2.GA,DEFECT,"// The preference here would be //   SQLFunctionTemplate( Hibernate.TIMESTAMP, ""current_timestamp(?1)"", false) // but this appears not to work. // Jay Nance 2006-09-22",yes,undetermined,0,0,0,no,0.3086635176913208,no,0.28232217781536134,no,0.316286619289517,no,0.3456397824958637,no,0.34366953882036433,no,0.33447633721187336
39,hibernate-distribution-3.3.2.GA,DEFECT,"//TODO: would be nice to use false, but issues with MS SQL",yes,undetermined,0,0,0,yes,0.9958376674666288,yes,0.9931299856082645,yes,0.994617975581761,yes,0.9956730594395073,yes,0.9955798718180021,yes,0.9959259317166599
40,hibernate-distribution-3.3.2.GA,DEFECT,"//TODO: inexact, what we really need to know is: are any outer joins used?",yes,undetermined,0,0,0,yes,0.978323235310977,yes,0.9931397872284566,yes,0.994627199699117,yes,0.9956603509775704,yes,0.9955884485635066,yes,0.9959446908134536
41,hibernate-distribution-3.3.2.GA,DEFECT,"//TODO: would be nice to use false, but issues with MS SQL",yes,undetermined,0,0,0,yes,0.9958376674666288,yes,0.9931299856082645,yes,0.994617975581761,yes,0.9956730594395073,yes,0.9955798718180021,yes,0.9959259317166599
42,hibernate-distribution-3.3.2.GA,DEFECT,"// TODO : not sure which (either?) is correct, could not find docs on how to do this. // did find various blogs and forums mentioning that select CURRENT_TIMESTAMP // does not work...",yes,undetermined,0,0,0,yes,0.9956352074043703,yes,0.9947394833680402,yes,0.9955123490198288,yes,0.9959540008065924,yes,0.9957308534018119,yes,0.9959312295755324
43,hibernate-distribution-3.3.2.GA,DEFECT,// TODO: cannot use generateSuffixes() - it handles the initial suffix differently.,yes,undetermined,0,0,0,no,0.3865646273687115,no,0.30001011228442337,no,0.32310047763628663,no,0.34405967060143544,no,0.34076859138306764,no,0.3385604433311906
44,hibernate-distribution-3.3.2.GA,DEFECT,"//Don't need this, because we should never ever be selecting no columns in an insert ... select... //and because it causes a bug on DB2",yes,undetermined,0,0,0,no,0.05433989309916814,yes,0.9931345781851622,yes,0.9946041749730833,yes,0.9956570363457226,yes,0.9955818240532114,yes,0.9959328656157405
45,hibernate-distribution-3.3.2.GA,DEFECT,// starts with an alias (old style) // semi-bad thing about this: can't re-alias another alias.....,yes,undetermined,0,0,0,no,0.06161012314035063,yes,0.9931374704621185,yes,0.994611300890192,yes,0.9956642080203021,yes,0.9955895600690299,yes,0.9959338865951886
46,hibernate-distribution-3.3.2.GA,DEFECT,//TODO: BUG! this currently fails for named queries for non-POJO entities,yes,undetermined,0,0,0,yes,0.9952137891249158,yes,0.9936764738886761,yes,0.9946188833851628,yes,0.9956685593707135,yes,0.9955848588345511,yes,0.9959272895936773
47,hibernate-distribution-3.3.2.GA,DEFECT,"//FIXME we don't have the associated entity table name here, has to be done in a second pass",yes,undetermined,0,0,0,yes,0.941666642841267,yes,0.9931222104537621,yes,0.9946166864977506,yes,0.9956612782525289,yes,0.995581821934204,yes,0.9959274623003356
48,hibernate-distribution-3.3.2.GA,DEFECT,// this call is side-effecty,yes,undetermined,0,0,0,no,0.00725929346486238,yes,0.9931228707258963,yes,0.9946148802819526,yes,0.9956634115765135,yes,0.9955859340734424,yes,0.9959335544278202
49,hibernate-distribution-3.3.2.GA,DEFECT,"// RDMS does not directly support the trim() function, we use rtrim() and ltrim()",yes,undetermined,0,0,0,no,0.0061027780532095025,yes,0.9931227615138041,yes,0.9946197045897492,yes,0.9956706886188758,yes,0.9955817364279452,yes,0.9959269788475056
50,hibernate-distribution-3.3.2.GA,DEFECT,// note: at least my local SQL Server 2005 Express shows this not working...,yes,undetermined,0,0,0,no,0.13035745459325895,no,0.26854843572966375,no,0.27928948731702036,no,0.3074077238933844,no,0.3041881075635509,no,0.29957101844058615
51,hibernate-distribution-3.3.2.GA,DEFECT,// note: at least my local MySQL 5.1 install shows this not working...,yes,undetermined,0,0,0,no,0.1587046002821861,no,0.26061560561860425,no,0.2621788140225184,no,0.2754869932609957,no,0.27069634390129926,no,0.2659349139582434
52,hibernate-distribution-3.3.2.GA,DESIGN,"// use COUNT as the default.  This mimics the old behavior, although // NONE might be a better option moving forward in the case of callable",yes,undetermined,0,0,0,no,0.06949290304365853,yes,0.9931433733458805,yes,0.994612542366379,yes,0.9956707223325146,yes,0.9955859681641007,yes,0.9959318474040731
53,hibernate-distribution-3.3.2.GA,DESIGN,//perhaps not really necessary...,yes,undetermined,0,0,0,yes,0.9320363171223547,yes,0.9931389861394754,yes,0.9946231473235797,yes,0.9956709170338027,yes,0.9955924274039416,yes,0.9959326193925622
54,hibernate-distribution-3.3.2.GA,DESIGN,// todo : what else to do here?,yes,undetermined,0,0,0,yes,0.9742900410078031,yes,0.9931258817176841,yes,0.9946064829990491,yes,0.9956612165085214,yes,0.9955852612801912,yes,0.9959299617032853
55,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: disable batch loading if lockMode > READ?,yes,undetermined,0,0,0,yes,0.6839293253758285,yes,0.648278648660724,yes,0.6826441597366036,yes,0.6573803906070534,yes,0.6936278289400643,yes,0.6974339522107637
56,hibernate-distribution-3.3.2.GA,DESIGN,// todo : what else to do here?,yes,undetermined,0,0,0,yes,0.9742900410078031,yes,0.9931258817176841,yes,0.9946064829990491,yes,0.9956612165085214,yes,0.9955852612801912,yes,0.9959299617032853
57,hibernate-distribution-3.3.2.GA,DESIGN,"//TODO: to handle concurrent writes correctly, the client should pass in a Lock",yes,undetermined,0,0,0,yes,0.95148475523064,yes,0.9931357175302034,yes,0.9946192002327016,yes,0.9956687389550883,yes,0.995588688780586,yes,0.9959278823493245
58,hibernate-distribution-3.3.2.GA,DESIGN,"// turn hibernate.c3p0.* into c3p0.*, so c3p0 // gets a chance to see all hibernate.c3p0.*",yes,undetermined,0,0,0,no,0.02319961139165622,yes,0.9931258344823524,yes,0.9946206888145963,yes,0.9956701431308611,yes,0.9955869674330982,yes,0.9959379054297297
59,hibernate-distribution-3.3.2.GA,DESIGN,//note there is a wierd implementation in the client side,yes,undetermined,0,0,0,no,0.007132011382728321,yes,0.9931253895237904,yes,0.9946132544582288,yes,0.995671567925788,yes,0.9955875969771654,yes,0.9959376491981681
60,hibernate-distribution-3.3.2.GA,DESIGN,// todo: this was added to support initializing an entity's EntityEntry snapshot during reattach; // this should be refactored to instead expose a method to assemble a EntityEntry based on this // state for return.,yes,undetermined,0,0,0,yes,0.9893468052374801,yes,0.9931298816512084,yes,0.9946142204770825,yes,0.9956679824942338,yes,0.9955910791434996,yes,0.9959395610434646
61,hibernate-distribution-3.3.2.GA,DESIGN,// Do we need to drop constraints before dropping tables in this dialect?,yes,undetermined,0,0,0,no,0.02967446066778852,yes,0.9931387795053627,yes,0.9946132804663061,yes,0.9956650672037607,yes,0.9955771921935238,yes,0.9959301146730556
62,hibernate-distribution-3.3.2.GA,DESIGN,"/**
     * FIXME Per the RegionFactory class Javadoc, this constructor version
     * should not be necessary.
     * 
     * @param props The configuration properties
     */",yes,undetermined,0,0,0,yes,0.9963688569540528,yes,0.9949218154216514,yes,0.9953598183851775,yes,0.9956602572794699,yes,0.9955897006360699,yes,0.9959313233627838
63,hibernate-distribution-3.3.2.GA,DESIGN,// Does this dialect support check constraints?,yes,undetermined,0,0,0,no,0.002294845924385737,yes,0.9931354820917334,yes,0.9946093824986192,yes,0.9956608364408577,yes,0.9955887151608265,yes,0.9959311114486763
64,hibernate-distribution-3.3.2.GA,DESIGN,// this is called by SessionFactory irregardless; we just disregard here; // could also add a check to SessionFactory to only conditionally call start,yes,undetermined,0,0,0,no,0.28054870619261624,no,0.28177334063692555,no,0.25420906561619067,no,0.24477044917221252,no,0.238850511373548,no,0.23027207306962028
65,hibernate-distribution-3.3.2.GA,DESIGN,// Does this dialect support the UNIQUE column syntax?,yes,undetermined,0,0,0,no,0.0313178093864324,yes,0.9931423097575843,yes,0.9946114756044659,yes,0.9956623471807454,yes,0.995591682123406,yes,0.9959328056813866
66,hibernate-distribution-3.3.2.GA,DESIGN,// this is done here 'cos we might only know the type here (ugly!) // TODO: improve this a lot:,yes,undetermined,0,0,0,yes,0.999999819767813,yes,0.9999998495882713,yes,0.9999998925644765,yes,0.9999999471600546,yes,0.9999999413106678,yes,0.9999999296214492
67,hibernate-distribution-3.3.2.GA,DESIGN,// Does this dialect support the FOR UPDATE syntax?,yes,undetermined,0,0,0,no,0.03128457132407808,yes,0.9964559099566145,yes,0.997345670033732,yes,0.9999862151423393,yes,0.9999853952948168,yes,0.9999879441878007
68,hibernate-distribution-3.3.2.GA,DESIGN,// todo : what is the implication of this?,yes,undetermined,0,0,0,yes,0.9999996766108961,yes,0.9999996591811086,yes,0.9999996448514797,yes,0.9999998610016149,yes,0.9999998690380979,yes,0.9999998977296889
69,hibernate-distribution-3.3.2.GA,DESIGN,// todo : YUCK!!!,yes,undetermined,0,0,0,yes,0.9999999415730743,yes,0.9999999371335891,yes,0.9999999860535862,yes,0.9999999951764421,yes,0.9999999949187864,yes,0.9999999963684013
70,hibernate-distribution-3.3.2.GA,DESIGN,"// todo : again, how *should* this work for non-pojo entities?",yes,undetermined,0,0,0,yes,0.9999995445307481,yes,0.9999993093379786,yes,0.9999996673040438,yes,0.9999997899015588,yes,0.9999997800651763,yes,0.9999998339818116
71,hibernate-distribution-3.3.2.GA,DESIGN,"// Does this dialect support FOR UPDATE OF, allowing particular rows to be locked?",yes,undetermined,0,0,0,no,0.04103191526604495,yes,0.9931423170763224,yes,0.9946143235153321,yes,0.9956725413323495,yes,0.9955855013791712,yes,0.9959250449659286
72,hibernate-distribution-3.3.2.GA,DESIGN,"//TODO: really bad, evil hack to fix!!!",yes,undetermined,0,0,0,yes,0.9999999999999689,yes,0.9999999999998663,yes,0.9999999999999647,yes,0.9999999999999699,yes,0.9999999999999699,yes,0.9999999999999699
73,hibernate-distribution-3.3.2.GA,DESIGN,"//aliasRefNode.resolve( false, false, aliasRefNode.getText() ); //TODO: is it kosher to do it here? //TODO: is it kosher to do it here?",yes,undetermined,0,0,0,yes,0.9957706711376528,yes,0.9954120455254459,yes,0.9961754413336508,yes,0.9970049714419941,yes,0.9968821120848577,yes,0.9971486532438345
74,hibernate-distribution-3.3.2.GA,DESIGN,"//TODO: better to degrade to lazy=""false"" if uninstrumented",yes,undetermined,0,0,0,yes,0.9999979651038421,yes,0.9974493353048939,yes,0.9999903101096146,yes,0.9999939494257865,yes,0.9999934830490539,yes,0.9999951144680039
75,hibernate-distribution-3.3.2.GA,DESIGN,// Does this dialect support the Oracle-style FOR UPDATE NOWAIT syntax?,yes,undetermined,0,0,0,no,0.009707644401565534,yes,0.9931349825582272,yes,0.9946266790234071,yes,0.9956741157293212,yes,0.995586183138643,yes,0.9959352605219471
76,hibernate-distribution-3.3.2.GA,DESIGN,"/**
     * FIXME Per the RegionFactory class Javadoc, this constructor version
     * should not be necessary.
     * 
     * @param props The configuration properties
     */",yes,undetermined,0,0,0,yes,0.9963688569540528,yes,0.9949218154216514,yes,0.9953598183851775,yes,0.9956602572794699,yes,0.9955897006360699,yes,0.9959313233627838
77,hibernate-distribution-3.3.2.GA,DESIGN,//Icky workaround for MySQL bug:,yes,undetermined,0,0,0,yes,0.9999838511407299,yes,0.9999831109966381,yes,0.9999902865833322,yes,0.9999943048789043,yes,0.9999939066935906,yes,0.9999950800723217
78,hibernate-distribution-3.3.2.GA,DESIGN,// we have to set up the table later!! yuck,yes,undetermined,0,0,0,no,0.19964076997420332,no,0.18867466242527686,no,0.1959918081785149,no,0.19851640146132649,no,0.196882851016492,no,0.19010109156523722
79,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: Somehow add the newly created foreign keys to the internal collection,yes,undetermined,0,0,0,yes,0.9679539118933662,yes,0.9931438567560608,yes,0.9946175263530804,yes,0.9956689814136236,yes,0.9955804838997988,yes,0.9959317535563142
80,hibernate-distribution-3.3.2.GA,DESIGN,// This inner class implements a case statement....perhaps im being a bit over-clever here,yes,undetermined,0,0,0,no,0.5420902466171087,no,0.5157730817135563,no,0.5,no,0.5107666890872974,no,0.5092040221621634,no,0.5073052057064482
81,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: merge into one method!,yes,undetermined,0,0,0,yes,0.9965879165403545,yes,0.9962213000730387,yes,0.9969574282342798,yes,0.9973925392400294,yes,0.997315458822199,yes,0.9999818824959882
82,hibernate-distribution-3.3.2.GA,DESIGN,// TODO: this is a bit of copy/paste from IndexedCollection.createPrimaryKey(),yes,undetermined,0,0,0,yes,0.9999995093358746,yes,0.9999998899499772,yes,0.999999915449635,yes,0.9999999503493484,yes,0.9999999459110924,yes,0.9999999595889794
83,hibernate-distribution-3.3.2.GA,DESIGN,// TODO: what type?,yes,undetermined,0,0,0,yes,0.8824846395084474,yes,0.8615769706828105,yes,0.8709499595730593,yes,0.8804343989283197,yes,0.8784525513159307,yes,0.8806525399138151
84,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: inefficient,yes,undetermined,0,0,0,yes,0.988006163718985,yes,0.9931355929894786,yes,0.9946211657145735,yes,0.9956691683385515,yes,0.9955928797530214,yes,0.9959376454621719
85,hibernate-distribution-3.3.2.GA,DESIGN,//FIXME: get the PersistentClass,yes,undetermined,0,0,0,yes,0.9374050331026402,yes,0.9931347438479952,yes,0.9946210221390125,yes,0.995668608919329,yes,0.995593245267652,yes,0.9959414949555165
