,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba,svm_pred_4,svm_pred_4_proba,svm_pred_5,svm_pred_5_proba
40,jEdit-4.2,DEFECT,"/*
	Note: this method incorrectly caches the method structure.  It needs to
	be cleared when the classloader changes.
*/",yes,undetermined,0,0,0,no,0.12234537780742374,no,0.11879303843029697,no,0.0973885523324301,yes,0.9938754015739739,yes,0.9942085147944805,yes,0.9945295603956931
41,jEdit-4.2,DEFECT,// XXX: action bar might not be 'temp',yes,undetermined,0,0,0,no,0.5301565216880796,yes,0.6462902262949425,yes,0.6383165441542183,yes,0.6291918920629589,yes,0.6228898641648843,yes,0.619820175310589
42,jEdit-4.2,DEFECT,// I wonder if the lack of this broke anything in the // past?,yes,undetermined,0,0,0,no,0.011316318086080484,yes,0.9922158835291207,yes,0.9941695460417853,yes,0.9938755124230771,yes,0.9942027836759432,yes,0.9945182156876569
43,jEdit-4.2,DESIGN,"/*
			Implement String += value;
			According to the JLS, value may be anything.
			In BeanShell, we'll disallow VOID (undefined) values.
			(or should we map them to the empty string?)
		*/",yes,undetermined,0,0,0,no,0.04172607404676088,yes,0.9922158274320565,yes,0.9941713045554429,yes,0.9938741999453355,yes,0.9942034002480993,yes,0.994515822721748
44,jEdit-4.2,DESIGN,/* this should be before dockables are initialized */,yes,undetermined,0,0,0,no,0.08370173137258165,yes,0.9922209322864144,yes,0.9941842079301759,yes,0.9938814762487593,yes,0.9942215050124696,yes,0.9945273348611742
45,jEdit-4.2,DESIGN,// is this right?,yes,undetermined,0,0,0,no,0.21589526264628403,no,0.1431216309835955,no,0.11702776732778016,no,0.10838284162906622,no,0.10059113792304793,no,0.09569073041487895
46,jEdit-4.2,DESIGN,// should we do this for both cases above?,yes,undetermined,0,0,0,no,0.4795182918226637,yes,0.571949643821063,yes,0.573737691046266,no,0.5135118495035037,no,0.5054413787550223,no,0.5
47,jEdit-4.2,DESIGN,// need to loosen this to any throwable... do we need to handle // that in interpreter somewhere?  check first...,yes,undetermined,0,0,0,no,0.06162739308817163,yes,0.9922328574873607,yes,0.9941711458370377,yes,0.9938701341627715,yes,0.9942126355302382,yes,0.9945203036644968
48,jEdit-4.2,DESIGN,// fucking GTK look and feel,yes,undetermined,0,0,0,no,0.0023463574198480447,yes,0.9922289496811468,yes,0.9941802846520348,yes,0.9938787098781892,yes,0.994215198423916,yes,0.9945215861082547
49,jEdit-4.2,DESIGN,"/*
		Note: this implementation is temporary. We currently keep a flat
		namespace of the base name of classes.  i.e. BeanShell cannot be in the
		process of defining two classes in different packages with the same
		base name.  To remove this limitation requires that we work through
		namespace imports in an analogous (or using the same path) as regular
		class import resolution.  This workaround should handle most cases 
		so we'll try it for now.
	*/",yes,undetermined,0,0,0,yes,0.8801532245359135,yes,0.9206948752845516,yes,0.994166210219125,yes,0.9938873006779043,yes,0.9942188227234071,yes,0.9945161759534524
50,jEdit-4.2,DESIGN,// copy and paste from bsh/classpath/ClassManagerImpl.java...,yes,undetermined,0,0,0,no,0.033335281145962174,yes,0.9922092009374355,yes,0.9941646407878274,yes,0.9938737520703568,yes,0.9942059621907611,yes,0.9945292265332918
51,jEdit-4.2,DESIGN,"// I wish I could make this ""friendly"" to only NameSpace",yes,undetermined,0,0,0,no,0.04667997978551914,yes,0.9922327419555774,yes,0.9941670638595044,yes,0.9938721901670986,yes,0.9942043061148969,yes,0.9945103109702086
52,jEdit-4.2,DESIGN,// undocumented hack to allow browser actions to work. // XXX - clean up in 4.3,yes,undetermined,0,0,0,yes,0.9999995659475508,yes,0.9999991845870241,yes,0.9999999076254161,yes,0.999999901930204,yes,0.9999999190966026,yes,0.9999999349069478
53,jEdit-4.2,DESIGN,// Look for a default invoke() handler method in the namespace // Note: this code duplicates that in NameSpace getCommand() // is that ok?,yes,undetermined,0,0,0,no,0.0030816331555013456,yes,0.9922269516974944,yes,0.9941707254854729,yes,0.9938724758735007,yes,0.9942104988651931,yes,0.9945133055575662
54,jEdit-4.2,DESIGN,// This should be per instance,yes,undetermined,0,0,0,no,0.0746325281704629,yes,0.9922225071099615,yes,0.9941741839694662,yes,0.9938730625257928,yes,0.9942031679077458,yes,0.9945143476462084
55,jEdit-4.2,DESIGN,// Can we use the proxy mechanism to cast a bsh.This to  // the correct interface?,yes,undetermined,0,0,0,no,0.09003386085958275,yes,0.9922191599917546,yes,0.9941689993599456,yes,0.993872007023571,yes,0.9942051473561615,yes,0.9945211674561172
56,jEdit-4.2,DESIGN,// redundant with constructor,yes,undetermined,0,0,0,no,0.004499559702822867,yes,0.9922189187352691,yes,0.9941825576453556,yes,0.9938775899974464,yes,0.9942152444100651,yes,0.994510203592139
57,jEdit-4.2,DESIGN,"/*
		Issues to resolve here...
		1) In which classloader should we define the class?
		if there is a BshClassLoader should we define it there?
		2) should we use reflection to set it in a non-bsh classloader
		if there is one or should we always create a bsh classloader
		(and expose its defineClass)?
	*/",yes,undetermined,0,0,0,no,0.10180248835952437,no,0.20761585051969225,no,0.17089150628832722,no,0.17654679520426225,no,0.16497065488078405,no,0.15794794387268765
58,jEdit-4.2,DESIGN,// could refactor these a bit,yes,undetermined,0,0,0,no,0.13826001487821893,no,0.2811951530082355,no,0.2731674325674232,no,0.25713642302427375,no,0.24379733219171904,no,0.23836007135534878
59,jEdit-4.2,DESIGN,"/*
	Note: This class essentially just delegates most of its methods to its
	parent.  The setVariable() indirection is very small.  We could probably
	fold this functionality back into the base NameSpace as a special case.
	But this has changed a few times so I'd like to leave this abstraction for
	now.
*/",yes,undetermined,0,0,0,no,0.19073047882041724,no,0.2601465501541283,no,0.22164760237041461,no,0.1982323572127465,no,0.18913248242390787,no,0.18043602647857696
60,jEdit-4.2,DESIGN,// simplified these settings a little...,yes,undetermined,0,0,0,no,0.00636899931547257,yes,0.9922244074687983,yes,0.9941716021303633,yes,0.9938882794235133,yes,0.9942098770635546,yes,0.9945330672467425
61,jEdit-4.2,DESIGN,"/*
		Should check for strict java here and use isJavaAssignable() instead
	*/",yes,undetermined,0,0,0,no,0.3629342213928453,no,0.4631202626894024,no,0.37488333888912473,no,0.3599235864160337,no,0.34896630855274535,no,0.3383962786922359
62,jEdit-4.2,DESIGN,// workaround for Swing rendering labels starting // with <html> using the HTML engine,yes,undetermined,0,0,0,no,0.5218856444681249,no,0.47233358739468395,no,0.44903573033621097,no,0.43382405857963263,no,0.4137103667082975,no,0.40659917644964166
63,jEdit-4.2,DESIGN,// Look for a default invoke() handler method in the namespace // Note: this code duplicates that in This.java... should it? // Call on 'This' can never be a command,yes,undetermined,0,0,0,no,0.03212461065892314,yes,0.992235935630652,yes,0.9941890556785534,yes,0.9938884082528896,yes,0.9942230056954671,yes,0.9945166982583488
64,jEdit-4.2,DESIGN,// this method is a nightmare,yes,undetermined,0,0,0,no,0.0160695099485367,no,0.01102244473322877,no,0.007615504845034174,no,0.007077336732814871,no,0.0061933656860147035,no,0.005600754107048007
65,jEdit-4.2,DESIGN,// ConsoleInterface // The interpreter reflexively implements the console interface that it  // uses.  Should clean this up by using an inner class to implement the // console for us.,yes,undetermined,0,0,0,no,0.11353780667857867,no,0.34191973124639746,no,0.350417082200936,no,0.32316735945851743,no,0.31218465013355085,no,0.30389189575844944
66,jEdit-4.2,DESIGN,// Case-insensitive fs workaround,yes,undetermined,0,0,0,no,0.445371793054145,yes,0.696546944088455,yes,0.7623395660999371,yes,0.7496460689397466,yes,0.7451721714483508,yes,0.7431898551812696
67,jEdit-4.2,DESIGN,"/*
			Wrap nulls.
			This is a bit of a cludge to address a deficiency in the class
			generator whereby it does not wrap nulls on method delegate.  See
			Class Generator.java.  If we fix that then we can remove this.
			(just have to generate the code there.)
		*/",yes,undetermined,0,0,0,no,0.0737051420548529,yes,0.9922167385220235,yes,0.9941816421042099,yes,0.9938748410300439,yes,0.9942105221885664,yes,0.994526475289797
68,jEdit-4.2,DESIGN,// switch eats a multi-level break here? // not empty statement,yes,undetermined,0,0,0,no,0.007731072866734802,yes,0.9922182360970613,yes,0.9941699571203453,yes,0.9938748795657592,yes,0.9942085856147859,yes,0.9945173106473579
69,jEdit-4.2,DESIGN,// Check for field on object  // Note: could eliminate throwing the exception somehow,yes,undetermined,0,0,0,no,0.14571980813331223,no,0.3842324082295205,no,0.37976017520308847,no,0.36389574209550757,no,0.35323401189410014,no,0.34683073539846554
70,jEdit-4.2,DESIGN,// XXXX re-evaluate this // can getSuper work by itself now? // If we're a class instance and the parent is also a class instance // then super means our parent.,yes,undetermined,0,0,0,no,0.015151438476383337,yes,0.992221945675643,yes,0.9941786688871165,yes,0.9938755763988452,yes,0.9942105664086394,yes,0.994508859988247
71,jEdit-4.2,DESIGN,"/*
		I wish protected access were limited to children and not also 
		package scope... I want this to be a singleton implemented by various
		children.  
	*/",yes,undetermined,0,0,0,no,0.13382953786903673,no,0.12323385095679311,no,0.09335852319221366,yes,0.9938736534061552,yes,0.9942167882248214,yes,0.9945233462097204
72,jEdit-4.2,DESIGN,"// Imported full name wasn't found as an absolute class // If it is compound, try to resolve to an inner class.   // (maybe this should happen in the BshClassManager?)",yes,undetermined,0,0,0,no,0.04036370363865456,yes,0.9922166492292596,yes,0.9941672606965954,yes,0.9938650433368069,yes,0.9942036343011038,yes,0.9945307136051144
73,jEdit-4.2,DESIGN,"/*
	Can't this be combined with run() ?
	run seems to have stuff in it for interactive vs. non-interactive...
	compare them side by side and see what they do differently, aside from the
	exception handling.
	*/",yes,undetermined,0,0,0,no,0.35635194079791765,no,0.3460031584683925,no,0.27732901416190703,no,0.26024207916144393,no,0.24867541612202984,no,0.2427946107745302
74,jEdit-4.2,DESIGN,// copy and paste from bsh/classpath/ClassManagerImpl.java...,yes,undetermined,0,0,0,no,0.033335281145962174,yes,0.9922092009374355,yes,0.9941646407878274,yes,0.9938737520703568,yes,0.9942059621907611,yes,0.9945292265332918
75,jEdit-4.2,DESIGN,// Null value is just a declaration // Note: we might want to keep any existing value here instead of reset,yes,undetermined,0,0,0,no,0.02764674448487951,yes,0.992225032590337,yes,0.9941773974174053,yes,0.9938739999174893,yes,0.9942097314784897,yes,0.9945172633157542
76,jEdit-4.2,DESIGN,// Can this be factored out...?   // Should be be adding the L...; here instead?,yes,undetermined,0,0,0,no,0.033268565651958425,yes,0.9922194060088158,yes,0.9941779878853672,yes,0.9938715428972982,yes,0.9942090824543487,yes,0.9945126717469382
77,jEdit-4.2,DESIGN,"/* 
							Catch the mismatch and continue to try the next
							Note: this is innefficient, should have an 
							isAssignableFrom() that doesn't throw 
						*/",yes,undetermined,0,0,0,no,0.13167249916288076,no,0.16692097894511929,no,0.15791699195353456,no,0.15874837468802128,no,0.15059269826416236,no,0.14247809631586114
78,jEdit-4.2,DESIGN,// should use try/finally here to pop ns,yes,undetermined,0,0,0,no,0.04256461108878427,yes,0.9922240659046593,yes,0.9941758493059075,yes,0.9938789318052957,yes,0.994207177424991,yes,0.9945264048545854
79,jEdit-4.2,DESIGN,"/*
			Note: this could be made clearer by adding an inner class for the
			cases and an object context for the child traversal.
		*/",yes,undetermined,0,0,0,no,0.0394455953498836,yes,0.9922328982848546,yes,0.9941662814879311,yes,0.9938747178507412,yes,0.99421780929093,yes,0.994516934688606
80,jEdit-4.2,DESIGN,// hack... sticking to first interpreter that resolves this // see comments on type instance variable,yes,undetermined,0,0,0,yes,0.9255539039946772,yes,0.9922167823111439,yes,0.9941847706056826,yes,0.9938860917330505,yes,0.994206973407672,yes,0.9945190736854496
81,jEdit-4.2,DESIGN,// Note: incorrect here - we are using the hack in bsh class // manager that allows lookup by base name.  We need to eliminate // this limitation by working through imports.  See notes in class // manager.,yes,undetermined,0,0,0,yes,0.7151260930829049,yes,0.9461227996264123,yes,0.9941812346884175,yes,0.9938743049163312,yes,0.9942165151645587,yes,0.9945318490738552
82,jEdit-4.2,DESIGN,"/* 
		This is the namespace in which the method is set.
		It is a back-reference for the node, which needs to execute under this 
		namespace.  It is not necessary to declare this transient, because 
		we can only be saved as part of our namespace anyway... (currently).
	*/",yes,undetermined,0,0,0,no,0.191865993907815,no,0.2995672753001679,no,0.28704987614663724,no,0.28075979357775477,no,0.26840507244814027,no,0.26196055877632696
83,jEdit-4.2,DESIGN,// Replace this is Cocoa API calls later,yes,undetermined,0,0,0,no,0.13944647056018558,no,0.09286700928276696,yes,0.9941655957269502,yes,0.993870176151514,yes,0.9942119950812189,yes,0.9945262549729998
84,jEdit-4.2,DESIGN,// Scripting classes currently requires accessibility // This can be eliminated with a bit more work.,yes,undetermined,0,0,0,no,0.2695097335473434,no,0.20424587097183988,no,0.19325397859864138,no,0.1831095527341539,no,0.17335514734614982,no,0.1671357038087433
85,jEdit-4.2,DESIGN,// This could be static,yes,undetermined,0,0,0,no,0.010500937168435826,yes,0.9922292619077183,yes,0.9941787667637855,yes,0.9938732708733584,yes,0.9942080740108133,yes,0.994514100182388
86,jEdit-4.2,DESIGN,"/*
	Thanks to Slava Pestov (of jEdit fame) for import caching enhancements.
	Note: This class has gotten too big.  It should be broken down a bit.
*/",yes,undetermined,0,0,0,no,0.11031938247340672,no,0.4189686889177066,no,0.4168584886590118,no,0.39593243087867097,no,0.383135021770746,no,0.3746894524554201
87,jEdit-4.2,DESIGN,"/**
    * Register an attribute declaration for later retrieval.
    * Format:
    * - String type
    * - String default value
    * - int value type
    * *TODO: do something with attribute types.
    */",yes,undetermined,0,0,0,no,0.2853467494602087,no,0.2958926624297669,no,0.25758854296337574,no,0.2368196574491405,no,0.22573340091629157,no,0.22004646204277803
88,jEdit-4.2,DESIGN,"/*
				TODO:
					to get cast and boxing working e.g.
					e.g. Byte [] ia = { 1, 2 }

					If the baseType is a wrapper type then we need to get the 
					primitive TYPE class for the base type here in order for 
					the cast to allow it... Then boxing will happen naturally in
					the Array.set().
					e.g. Integer [] ia = { 1, 2 }
				*/",yes,undetermined,0,0,0,no,0.4691800735497881,no,0.5355248397506623,yes,0.5579485531476156,yes,0.540714887135866,yes,0.533160232513822,yes,0.5298381364434276
89,jEdit-4.2,DESIGN,"/*
		Note: We will ll move this behavior out to a subclass of 
		NameSpace, but we'll start here.
	*/",yes,undetermined,0,0,0,no,0.18891319348506724,no,0.29471878002327984,no,0.2967239694329416,no,0.27899110574040464,no,0.2687115188604258,no,0.26083728572242676
90,jEdit-4.2,DESIGN,"// This is a particularly nasty bit // of code, that checks for a parameter // entity reference but peeks ahead to // catch the '%' in parameter entity // declarations.",yes,undetermined,0,0,0,no,0.012155154585997193,yes,0.9922236168688017,yes,0.9941713495573897,yes,0.9938892513682307,yes,0.9942109067356347,yes,0.9945227351175233
91,jEdit-4.2,DESIGN,// Should cache this subject to classloader change message // Evaluation of the formal parameter simply resolves its // type via the specified namespace.. it doesn't modify the // namespace.,yes,undetermined,0,0,0,no,0.07917924165524282,yes,0.9922256053332552,yes,0.994165951621615,yes,0.9938670585388004,yes,0.994213053319,yes,0.994520617309633
92,jEdit-4.2,DESIGN,"/*
	Notes:
	It would not be hard to eliminate the use of org.objectweb.asm.Type from
	this class, making the distribution a tiny bit smaller.
*/",yes,undetermined,0,0,0,no,0.09435723321269485,yes,0.9922345739514751,yes,0.994186895493347,yes,0.9938679171225397,yes,0.9942168102511506,yes,0.9945305746988905
93,jEdit-4.2,DESIGN,// fucking GTK look and feel,yes,undetermined,0,0,0,no,0.0023463574198480447,yes,0.9922289496811468,yes,0.9941802846520348,yes,0.9938787098781892,yes,0.994215198423916,yes,0.9945215861082547
94,jEdit-4.2,DESIGN,// stupid: caret will automatically be incremented,yes,undetermined,0,0,0,no,0.01980350585313776,yes,0.9922142224140967,yes,0.9941716868834116,yes,0.9938680633411353,yes,0.9942077265937491,yes,0.9945264535874092
95,jEdit-4.2,DESIGN,/* Spacing workaround */,yes,undetermined,0,0,0,yes,0.9559126089924413,yes,0.9922193009436653,yes,0.994177897600785,yes,0.9938917377648151,yes,0.9942070864716438,yes,0.9945352678112095
96,jEdit-4.2,DESIGN,"// I don't know of any other way to fix this, since invoking this // command from a menu results in the focus owner being the menu // until the menu goes away.",yes,undetermined,0,0,0,yes,0.6010460180967221,no,0.4693795088496809,no,0.4452343453704809,no,0.4208436719712514,no,0.4027489585741192,no,0.39587510920555685
