,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba,svm_pred_4,svm_pred_4_proba,svm_pred_5,svm_pred_5_proba,svm_pred_6,svm_pred_6_proba,svm_pred_7,svm_pred_7_proba,svm_pred_8,svm_pred_8_proba,svm_pred_9,svm_pred_9_proba,svm_pred_10,svm_pred_10_proba,svm_pred_11,svm_pred_11_proba
10,argouml,DEFECT,"// TODO: We don't really want this to be filled, but if it's not then // the user can't double click in the compartment to add a new literal // Apparently GEF thinks unfilled figs are only selectable by border //        setFilled(false);",yes,undetermined,0,0,0,yes,0.9835913364482465,yes,0.9891189915662172,yes,0.9942357261065443,yes,0.9968262826659863,yes,0.9965875088124424,yes,0.9969028410207598,yes,0.9966590791306771,yes,0.9966297013158564,yes,0.9999810902635127,yes,0.9970533410607033,yes,0.9971480372260906,yes,0.9974169651913374
11,argouml,DEFECT,"// TODO: We can't have a global ""current"" language // NotationProviderFactory2.setCurrentLanguage(newLanguage);",yes,undetermined,0,0,0,yes,0.9737699529544565,yes,0.9891226234750334,yes,0.9942487795578452,yes,0.996835699250691,yes,0.9965950254539129,yes,0.9969038165594205,yes,0.9966690571216477,yes,0.9966318406113268,yes,0.9999810987209669,yes,0.9970608657152886,yes,0.9971538455457329,yes,0.9974213055544131
12,argouml,DEFECT,// TODO: We should warn the user we have removed something - tfm,yes,undetermined,0,0,0,yes,0.9999812992838497,yes,0.9891301032886309,yes,0.9942367227584411,yes,0.996828103004587,yes,0.9965897189854891,yes,0.9968995439801666,yes,0.9966592118907412,yes,0.9966225936720224,yes,0.9999810431661872,yes,0.9970583614277878,yes,0.9971510076333455,yes,0.9974155629587902
13,argouml,DEFECT,// If we are not visible most likely we're being deleted. // TODO: This indicates a more fundamental problem that  // should be investigated - tfm - 20061230,yes,undetermined,0,0,0,yes,0.9921253823074868,yes,0.9891545242497441,yes,0.9942513392020158,yes,0.9968335102997348,yes,0.9966013942787956,yes,0.9969105487265849,yes,0.9966693546210832,yes,0.9966321777758386,yes,0.999981109859999,yes,0.9970638130544991,yes,0.9971577042521244,yes,0.997421950019785
14,argouml,DEFECT,"// FIXME: the following throws: // org.argouml.model.InvalidElementException:  // javax.jmi.reflect.InvalidObjectException: Object with  // MOFID 127-0-1-1-(...)000E75 no longer exists. //        applicableTagDefs = tagDefCBModel.getApplicableTagDefinitions(aClass); //        assertNotNull(""Tag Definition wasn't found in return value of "" //            + ""tagDefCBModel.getApplicableTagDefinitions(aClass), "" //            + ""after loading the project."", //            TestStereotypeUtility.findModelElementNamed( //                ProfileMother.TAG_DEFINITION_NAME_TD, applicableTagDefs));",yes,undetermined,0,0,0,no,0.3956058847585259,no,0.23451638971265543,no,0.3803290504817647,no,0.4357218444034198,no,0.3995290820190813,no,0.40594809723468295,no,0.39404001849374254,no,0.41143686270901997,no,0.43780764670956895,no,0.4557772409657951,no,0.4763287103448757,no,0.4758169397702455
15,argouml,DEFECT,//TODO i18n: GEF needs to pass us back the description // of what is being done.,yes,undetermined,0,0,0,yes,0.9854157428379612,yes,0.9891363395421119,yes,0.9942317993941379,yes,0.9968343030229943,yes,0.9965897315729484,yes,0.9969115066125077,yes,0.9966655175583112,yes,0.9966269377251433,yes,0.9999810160031906,yes,0.997054444987733,yes,0.9971480216939236,yes,0.9974152622257026
16,argouml,DEFECT,// make it stretch vertically // TODO: The curBody must notify modification,yes,undetermined,0,0,0,yes,0.949830027194252,yes,0.9891326489077729,yes,0.9942399427131999,yes,0.9968341775352104,yes,0.9965890316589985,yes,0.9969029665623139,yes,0.9966626524731773,yes,0.9966214543935695,yes,0.9999810510112617,yes,0.9970616112113776,yes,0.9971463294624848,yes,0.9974163594305859
17,argouml,DEFECT,// TODO: Is this next line safe? What happens if there is just one // comment edge or a comment edge and a single message?,yes,undetermined,0,0,0,yes,0.7315551270185653,no,0.4660150248913287,no,0.5183656327933139,no,0.5945989345748101,no,0.5401416979931714,no,0.5333502621515289,no,0.5279471121006585,no,0.5653972910005577,no,0.5937696856846899,no,0.615043973287989,no,0.6097629011013963,no,0.6159309013866473
18,argouml,DEFECT,// TODO: Considering all delete events to be valid like below // is going to cause lots of unecessary work and some problems,yes,undetermined,0,0,0,yes,0.9970974397203765,yes,0.9963270939989775,yes,0.9999890191037472,yes,0.9999976053270531,yes,0.9999962017106818,yes,0.9999969743158633,yes,0.9999962012047922,yes,0.9999961968303639,yes,0.9999980689391942,yes,0.9999973095809322,yes,0.9999974911279957,yes,0.999997931753296
19,argouml,DEFECT,"// else if the y coordinate is outside of the classifier role, // we fix the y in the max y of the classifier role. // FIXME: We should increase the height of the classifier role,  // don't???",yes,undetermined,0,0,0,no,0.10289491021132378,no,0.11968216313953008,no,0.09939222657950518,yes,0.9968292473901426,yes,0.9965863497151066,yes,0.9969092328581517,yes,0.996665733384069,yes,0.9966261294220183,yes,0.9999810260026344,yes,0.9970565025659602,yes,0.9971540795561175,yes,0.9974228655500338
20,argouml,DEFECT,"// TODO: This appears to expect that the UML 1.3 tag name // will appear as a property name in an event, but with the // UML 1.4 switch to TagDefinitions, this won't work",yes,undetermined,0,0,0,yes,0.9999984852997388,yes,0.9891290247170846,yes,0.9969864639324892,yes,0.9999939147947129,yes,0.9999917691324289,yes,0.9999939472341464,yes,0.9999918397227311,yes,0.9999922157264081,yes,0.9999960137141585,yes,0.9999943812013317,yes,0.9999948742130187,yes,0.9999959406323212
21,argouml,DEFECT,// TODO: not in UML 2,yes,undetermined,0,0,0,yes,0.9999999951386399,yes,0.9891436454885887,yes,0.9942438906314612,yes,0.996829557754227,yes,0.9965921741481769,yes,0.9969034659763256,yes,0.9966573348498051,yes,0.9966260418360383,yes,0.9999810175225816,yes,0.9970560529835911,yes,0.99714748042407,yes,0.9974167765955823
22,argouml,DEFECT,// TODO: Removed from UML2 //$NON-NLS-1$,yes,undetermined,0,0,0,yes,0.9999848539288678,yes,0.9891176696634595,yes,0.9942319170701446,yes,0.9968330809250856,yes,0.9965915100824541,yes,0.9969022109141387,yes,0.9966582665483085,yes,0.9966289480594022,yes,0.9999811049917728,yes,0.997060205942409,yes,0.9971542512899876,yes,0.9974163845730596
23,argouml,DEFECT,// TODO: Only occurrence of isConcurrent in UML 2.1.1 is in index // it's not on the page that is indexed,yes,undetermined,0,0,0,yes,0.9933277475791832,yes,0.9891148434970491,yes,0.9942536623934369,yes,0.9968380223891601,yes,0.9965879674213725,yes,0.9969010913466835,yes,0.9966556074656352,yes,0.9966341940581077,yes,0.9999810897222894,yes,0.9970552718324113,yes,0.997151059942634,yes,0.9974187039092614
24,argouml,DEFECT,"// TODO: This works for 90 degree angles, but is suboptimal // for other angles. It should reflect the angle, rather // than just using a negative offset along the same vector",yes,undetermined,0,0,0,yes,0.9924365824094965,yes,0.9891172389333981,yes,0.994235785525502,yes,0.9968280125260183,yes,0.9965967451841241,yes,0.9969039855077839,yes,0.9966679113299456,yes,0.9966270592720909,yes,0.9999810416485083,yes,0.9970649197883175,yes,0.9971509468987885,yes,0.9974174005402334
25,argouml,DEFECT,// TODO: map UML2 names to UML1.x names //$NON-NLS-1$ //$NON-NLS-1$,yes,undetermined,0,0,0,yes,0.9145457669949352,yes,0.989115788062059,yes,0.9942371366931331,yes,0.996827833938359,yes,0.996590263594013,yes,0.9968988584720477,yes,0.9966639450822374,yes,0.9966297677518862,yes,0.9999810094409015,yes,0.9970519186330458,yes,0.9971522134053782,yes,0.9974136785665859
26,argouml,DEFECT,"// TODO: Except this won't work because the names are different which // will cause a test in CheckUMLModelHelper to fail //        remap.put(""Core:Permission"", ""Core:PackageImport"");",yes,undetermined,0,0,0,yes,0.9473973193427299,yes,0.9891288868724314,yes,0.9942524387675575,yes,0.9968318435405088,yes,0.9965883781684465,yes,0.9968982296056015,yes,0.996667433390754,yes,0.9966220552805197,yes,0.9999810676618887,yes,0.9970529214485314,yes,0.9971482698744211,yes,0.9974126025542399
27,argouml,DEFECT,// This doesn't work in UML2: both owner and property needed!,yes,undetermined,0,0,0,no,0.21732777727329286,no,0.04938721079939437,no,0.033472582183420044,no,0.030775190445732348,no,0.029439485176982933,no,0.027965521170513104,no,0.025604930674979088,no,0.023943567177832737,no,0.023668902661257506,no,0.022442252222397107,no,0.02249905810426472,no,0.021917271369381094
28,argouml,DEFECT,"// FIXME: fails here. // The current behavior appears intentional (ie the test is wrong) - tfm //        assertNull(""The profile stereotype named \"""" //            + ProfileMother.STEREOTYPE_NAME_ST + ""\"" shouldn't be found."", //            findModelElementFromNamespace( //                StereotypeUtility.getAvailableStereotypes(aClass), //                ProfileMother.STEREOTYPE_NAME_ST, profileModel));",yes,undetermined,0,0,0,yes,0.9682290540090224,yes,0.9891378509031342,yes,0.9942515499606668,yes,0.9968343365210293,yes,0.996593484220872,yes,0.9969040787313402,yes,0.9966569500959676,yes,0.9966233356571716,yes,0.9999811135303376,yes,0.9970608354617196,yes,0.9971545902703102,yes,0.9974153810125684
29,argouml,DEFECT,// TODO: This looks backwards. Left over from issue 2034?,yes,undetermined,0,0,0,yes,0.9477607063455507,yes,0.9891533088294785,yes,0.9942502225807849,yes,0.9968298015951623,yes,0.9965920976474694,yes,0.9969057669580593,yes,0.9966572275806674,yes,0.9966214556837732,yes,0.9999810609200576,yes,0.9970568549568525,yes,0.997152666826547,yes,0.9974129745636306
30,argouml,DEFECT,"// TODO: This doesn't work, but should //        Collection elements = Model.getFacade().getRootElements(); //        Model.getUmlHelper().deleteCollection(elements); //        elements = Model.getFacade().getRootElements(); //        assertTrue(""Failed to create clean environment"", elements.isEmpty());",yes,undetermined,0,0,0,yes,0.7389751378827637,no,0.5,no,0.514273953667306,yes,0.6642041180876526,yes,0.6810159509898066,yes,0.7313346874616775,yes,0.7686989259224751,yes,0.7616969931789153,yes,0.7908246075902051,yes,0.8678453473322636,yes,0.8697003269453097,yes,0.8752454762535125
31,argouml,DEFECT,// TODO: Issue 6144. It is proposed to allow any paclage to return as a potential // namespace. Commenting out until this is reviewed and clearly accepted by all.,yes,undetermined,0,0,0,yes,0.9728586735128031,yes,0.9891476777783456,yes,0.9942512081258327,yes,0.9968291217342955,yes,0.9965981804281697,yes,0.996911615427411,yes,0.9966691861374952,yes,0.9966294561755665,yes,0.9999811114960564,yes,0.997061850281733,yes,0.9971572842206258,yes,0.9974226067732107
32,argouml,DEFECT,// TODO: Something might go wrong during processing. We don't really // want to create the model element until the user releases the mouse // in the place expected.,yes,undetermined,0,0,0,yes,0.9549776750998863,yes,0.9891269690215317,yes,0.9942415634104501,yes,0.9968310767271877,yes,0.9965897339948937,yes,0.9969044565551696,yes,0.9966610317492817,yes,0.9966249809907191,yes,0.9999810358435912,yes,0.9970555436887649,yes,0.9971557515597176,yes,0.9974222764157363
33,argouml,DEFECT,"/* Strange, but the Link.getConnection()
         * returns a Collection, not a List!
         * This is a bug, compared to the UML standard (IMHO, mvw).
         * Hence, the LinkEnd is added to the end instead... */",yes,undetermined,0,0,0,no,0.01583092899564943,yes,0.9891158555951473,yes,0.9942386479262671,yes,0.9968267663427927,yes,0.9965983872961744,yes,0.9968982924390829,yes,0.9966601780448882,yes,0.9966276344047529,yes,0.9999809980105935,yes,0.9970520523344918,yes,0.9971515439603077,yes,0.9974122563582679
34,argouml,DEFECT,// TODO: synchronized is required here as there can be some  // concurrent modification problems when drawing a call message and // having that automatically draw the reply. Maybe fixing the TODO // below will resolve this and the synch can go.,yes,undetermined,0,0,0,yes,0.9999986206080457,yes,0.9963964996151694,yes,0.9999895792523581,yes,0.9999967206524608,yes,0.9999954936841523,yes,0.9999967018934709,yes,0.9999960293172946,yes,0.9999962639212998,yes,0.999997876789937,yes,0.9999983615771418,yes,0.9999983885787304,yes,0.9999989606222924
35,argouml,DEFECT,"/* These next lines for the case that the current namespace
         * is not a valid one... Which of course should not happen,
         * but it does - see the project attached to issue 3772.
         */",yes,undetermined,0,0,0,no,0.2189954508272712,no,0.19880057487962197,no,0.19571451818831287,no,0.15573621954336322,no,0.18349908907243848,no,0.18557872235318443,no,0.1683373999402194,no,0.15646425703054875,no,0.15958125323451436,no,0.14332250356543477,no,0.1455534132192572,no,0.1460509152328389
36,argouml,DEFECT,// TODO: In UML2.x Event has no parameters. // TODO: Treat ObjectFlowState (this doesn't exist anymore in UML2) // and Classifier,yes,undetermined,0,0,0,yes,0.9931557931989473,yes,0.9891233460115598,yes,0.9942400815590384,yes,0.9968297784980789,yes,0.9966025884788254,yes,0.9969067177552671,yes,0.99666201653084,yes,0.9966253791967858,yes,0.9999810293940053,yes,0.9970605127982596,yes,0.9971582127415157,yes,0.9974207314376168
37,argouml,DEFECT,"/* TODO: If this is an ordered list, then you have to
                        add in the right location! */",yes,undetermined,0,0,0,yes,0.9999990492895237,yes,0.9974541295156987,yes,0.9999944325944038,yes,0.9999987335045171,yes,0.9999978125307224,yes,0.9999982008773564,yes,0.9999977191612573,yes,0.9999979769737829,yes,0.9999989892164428,yes,0.9999984607015666,yes,0.999998553898065,yes,0.9999988348137956
38,argouml,DEFECT,// Appears to be gone from UML 2.x,yes,undetermined,0,0,0,no,0.2171622776814266,no,0.00031754374364888996,yes,0.9942358594664602,yes,0.9968299174665843,yes,0.9965894829698627,yes,0.9969026673669465,yes,0.9966565695672409,yes,0.9966229527599765,yes,0.9999809874475925,yes,0.997054008237221,yes,0.9971462419793155,yes,0.9974154794078965
39,argouml,DEFECT,/* TODO: This does not work - no event arrives. */,yes,undetermined,0,0,0,yes,0.9913638407233293,yes,0.9891229959830128,yes,0.9942452961343973,yes,0.9968398512159696,yes,0.9965971779786761,yes,0.9969046846648631,yes,0.996665624267193,yes,0.9966199343177226,yes,0.9999810502144534,yes,0.9970556412253716,yes,0.9971509397421213,yes,0.9974165486861944
40,argouml,DEFECT,// TODO: This is only checking immediate siblings when it needs // to be checking all imported elements both here and by our // parents and also taking into account visibility,yes,undetermined,0,0,0,yes,0.9929532571749874,yes,0.9891414452579819,yes,0.9942391454380748,yes,0.9968390133390694,yes,0.9965911495115702,yes,0.996903652383051,yes,0.996666063786326,yes,0.9966218534900694,yes,0.9999810509002817,yes,0.9970575039651912,yes,0.997152839761594,yes,0.9974151217243694
41,argouml,DEFECT,"/* This does not work (anymore/yet?),
	 * since we never have a FigText here: */",yes,undetermined,0,0,0,no,0.09104011585995264,yes,0.9891208311575691,yes,0.9942366440721593,yes,0.9968267008973121,yes,0.9965900452639884,yes,0.9969004409338198,yes,0.996657639972316,yes,0.9966262213586652,yes,0.9999810219088806,yes,0.9970542290720533,yes,0.9971509354379299,yes,0.9974141549215177
42,argouml,DEFECT,"/**
     * Utility function to localize the given string with help text, and show it
     * in the status bar of the ArgoUML window. This function is used in favour
     * of the inline call to enable later improvements; e.g. it would be
     * possible to show a help-balloon.
     * <p>
     * TODO: Work this out. One matter to possibly improve: show multiple lines.
     *
     * @param s the given string to be localized and shown
     */",yes,undetermined,0,0,0,yes,0.9646213526116251,yes,0.989117999175044,yes,0.9956354570976499,yes,0.9999808894485899,yes,0.9973387241956719,yes,0.9999815763671649,yes,0.997392409237285,yes,0.997341320675656,yes,0.9999888490019908,yes,0.9999839190527402,yes,0.9999852458744978,yes,0.9999881142804499
43,argouml,DEFECT,// TODO: Monitor is getting dismissed before layout is complete,yes,undetermined,0,0,0,yes,0.965001192809239,yes,0.9891197579765244,yes,0.9942335484125122,yes,0.9968308968594514,yes,0.996596945627195,yes,0.9969017980518365,yes,0.9966635084642933,yes,0.9966321329114544,yes,0.999981148810947,yes,0.997058529795531,yes,0.9971552293840588,yes,0.9974207254539045
44,argouml,DEFECT,"// TODO: We currently don't support per-fig settings for most stuff, so // we can just use the defaults that we were given. //        settings = new DiagramSettings(renderSettings);",yes,undetermined,0,0,0,yes,0.9909634172278263,yes,0.9891209888663128,yes,0.9942358865903217,yes,0.9968317624850523,yes,0.996594850110464,yes,0.9968990685121039,yes,0.9966596711038143,yes,0.9966262962014248,yes,0.9999810575336435,yes,0.9970622190816935,yes,0.9971552449543474,yes,0.9974148796230708
45,argouml,DEFECT,// TODO: Not yet working for UML2,yes,undetermined,0,0,0,yes,0.9999999905525128,yes,0.9999998756692172,yes,0.9999999748738236,yes,0.9999999961471157,yes,0.9999999959545345,yes,0.999999997042612,yes,0.9999999963242532,yes,0.9999999964639641,yes,0.9999999986734446,yes,0.9999999980590575,yes,0.9999999982571215,yes,0.9999999987586216
46,argouml,DEFECT,"// This triggers some warnings (in logs) because some elements are // created without an owner (and eResource is null) // TODO: fix this // The warning log (if we would not add the EObject to a resource) would // looks like this: ""...WARN [AWT-EventQueue-0] Encountered deleted // object during delete of...""",yes,undetermined,0,0,0,yes,0.9691566503401849,yes,0.9891561562693789,yes,0.9942372280569661,yes,0.9968281836826346,yes,0.9965972691409934,yes,0.9969021593733524,yes,0.9966573550104161,yes,0.9966192590257192,yes,0.9999810446222896,yes,0.9970527175020234,yes,0.9971509414284447,yes,0.9974170813589768
47,argouml,DEFECT,// TODO: Shouldn't we throw an exception here?!?!,yes,undetermined,0,0,0,yes,0.9999994824449018,yes,0.9953654212769277,yes,0.9999847319925576,yes,0.9999956706225704,yes,0.9999945782684208,yes,0.9999959306574243,yes,0.9999948142305861,yes,0.9999945317617162,yes,0.9999971912072012,yes,0.9999960099683601,yes,0.9999962790299326,yes,0.9999970124800318
48,argouml,DEFECT,//TODO: algorithm is n^2 in number of nodes,yes,undetermined,0,0,0,yes,0.9956430856684108,yes,0.9891454404626768,yes,0.9942352674253461,yes,0.9968335996806805,yes,0.9965930213913752,yes,0.9968999064052593,yes,0.9966670572335125,yes,0.9966214531910301,yes,0.9999811243864546,yes,0.9970576637998249,yes,0.9971551950198461,yes,0.9974237155732167
49,argouml,DEFECT,// Update attached node figures // TODO: Presumably this should only happen on a add or remove event,yes,undetermined,0,0,0,yes,0.9891361395244218,yes,0.9891325428180247,yes,0.994248353736831,yes,0.9968303734256506,yes,0.9965903201478222,yes,0.9969001309533714,yes,0.9966609780730447,yes,0.996625271462863,yes,0.9999810345560963,yes,0.9970562839432621,yes,0.9971575777385255,yes,0.9974128353837456
50,argouml,DEFECT,// FIXME: depends on internal behavior of XmiReaderImpl. // Needed for solving issue 5017.,yes,undetermined,0,0,0,yes,0.9895026306056737,yes,0.9891491849807168,yes,0.9942527568784445,yes,0.996825721418345,yes,0.9966002891916105,yes,0.9969090533593213,yes,0.9966672455013549,yes,0.9966328734702733,yes,0.9999810816602759,yes,0.9970633989332739,yes,0.9971566191150876,yes,0.9974211235497227
51,argouml,DEFECT,// TODO: Allow adding models to a diagram - issue 4172.,yes,undetermined,0,0,0,yes,0.999987298696006,yes,0.9999950261671412,yes,0.999999077079558,yes,0.9999997795983118,yes,0.9999997508131412,yes,0.9999996380351968,yes,0.999999533666157,yes,0.9999995277741432,yes,0.9999997847110884,yes,0.9999996625753511,yes,0.9999996863877216,yes,0.9999997561226708
52,argouml,DEFECT,"/* TODO: Update the old and new node above this!
                 * This is issue 5079.
                 * The old and new UML namespaces are in the event, but
                 * how do we know which nodes to refresh?
                 * And how to refresh? 
                 * Not necessarily the namespaces, 
                 * depending on the perspective. */",yes,undetermined,0,0,0,yes,0.9867137396224176,yes,0.989138059606884,yes,0.9942505683279884,yes,0.9968289547959394,yes,0.9965980518541141,yes,0.9969115696125387,yes,0.9966673044872694,yes,0.9966311626260279,yes,0.999981106429266,yes,0.9970537654064395,yes,0.9971502458389913,yes,0.9974198127076033
53,argouml,DEFECT,// TODO: This should only be building list up to 'index',yes,undetermined,0,0,0,yes,0.9966358468363791,yes,0.9891285114871031,yes,0.9942402301304565,yes,0.9968334016566969,yes,0.9966001730216623,yes,0.996901640248465,yes,0.9966601102503739,yes,0.9966270793581763,yes,0.9999810326793177,yes,0.9970603011984196,yes,0.9971508392903252,yes,0.9974142551212052
54,argouml,DEFECT,// TODO: The following can be removed if selectAll gets fixed,yes,undetermined,0,0,0,yes,0.9972305783868888,yes,0.9891336530774838,yes,0.9942492724169408,yes,0.9968260296919056,yes,0.9965932209257687,yes,0.9969024747141555,yes,0.996666052409889,yes,0.9966319266001032,yes,0.9999810388999966,yes,0.9970626195919277,yes,0.9971474606076646,yes,0.9974199811884626
55,argouml,DEFECT,// FIXME: Boundary condition at end of image for non-integral // multiples of BUFFER_HEIGHT,yes,undetermined,0,0,0,no,0.5919725434419318,no,0.3980444894801409,no,0.4453381762625563,no,0.5,no,0.4921550239585433,no,0.5,no,0.4729407484836589,no,0.46450281837146407,no,0.4914051430417127,no,0.47070808060512676,no,0.4723246570574054,no,0.47500556186849835
56,argouml,DEFECT,// TODO: not in UML 2,yes,undetermined,0,0,0,yes,0.9999999951386399,yes,0.9891436454885887,yes,0.9942438906314612,yes,0.996829557754227,yes,0.9965921741481769,yes,0.9969034659763256,yes,0.9966573348498051,yes,0.9966260418360383,yes,0.9999810175225816,yes,0.9970560529835911,yes,0.99714748042407,yes,0.9974167765955823
57,argouml,DEFECT,"// TODO: We can't have a global ""current"" language // NotationProviderFactory2.setCurrentLanguage(oldLanguage);",yes,undetermined,0,0,0,yes,0.9737699529544565,yes,0.9891226234750334,yes,0.9942487795578452,yes,0.996835699250691,yes,0.9965950254539129,yes,0.9969038165594205,yes,0.9966690571216477,yes,0.9966318406113268,yes,0.9999810987209669,yes,0.9970608657152886,yes,0.9971538455457329,yes,0.9974213055544131
58,argouml,DEFECT,"// XXX this seems to be a bug of the parser, // it always requires a context",yes,undetermined,0,0,0,yes,0.9999975467650918,yes,0.9966790136607633,yes,0.9999934715007892,yes,0.9999985042114129,yes,0.9999982167271706,yes,0.9999985355002151,yes,0.9999981533782529,yes,0.9999981479788105,yes,0.9999991118375275,yes,0.9999986806380061,yes,0.9999987989301314,yes,0.9999990696427631
