,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba
26,hibernate-distribution-3.3.2.GA,DEFECT,"//TODO: passing null here, because this method is not really used for DOM4J at the moment //      but it is still a bug, if we don't get rid of this!",yes,undetermined,0,0,0,yes,0.9974671196211412,yes,0.9973182091480641,yes,0.9972107253400547,yes,0.9973808849472623
27,hibernate-distribution-3.3.2.GA,DEFECT,// TODO : this really needs to be delayed unitl after we definitively know the operand node type; // where this is currently a problem is parameters for which where we cannot unequivocally // resolve an expected type,yes,undetermined,0,0,0,yes,0.990127384764589,yes,0.9882977655295412,yes,0.9877438475609036,yes,0.9890641131118264
28,hibernate-distribution-3.3.2.GA,DEFECT,"/*
		  * Algorithm
		  * Check for any level one nullability breaks
		  * Look at non null components to
		  *   recursively check next level of nullability breaks
		  * Look at Collections contraining component to
		  *   recursively check next level of nullability breaks
		  *
		  *
		  * In the previous implementation, not-null stuffs where checked
		  * filtering by level one only updateable
		  * or insertable columns. So setting a sub component as update=""false""
		  * has no effect on not-null check if the main component had good checkeability
		  * In this implementation, we keep this feature.
		  * However, I never see any documentation mentioning that, but it's for
		  * sure a limitation.
		  */",yes,undetermined,0,0,0,no,0.043540613143909744,yes,0.9855419658674766,yes,0.9847077331924405,yes,0.9862181809627969
29,hibernate-distribution-3.3.2.GA,DEFECT,"// assume that the row was not there since it previously had only null // values, so do an INSERT instead //TODO: does not respect dynamic-insert",yes,undetermined,0,0,0,no,0.46531409041554084,yes,0.5491450825920766,yes,0.5436338025879407,yes,0.5535334348672362
30,hibernate-distribution-3.3.2.GA,DEFECT,// todo : this call will not work for anything other than pojos!,yes,undetermined,0,0,0,yes,0.999986972910502,yes,0.9999820788093007,yes,0.9999814120969421,yes,0.9999858367932238
31,hibernate-distribution-3.3.2.GA,DEFECT,//note that this implementation is kinda broken //for components with many-to-one associations,yes,undetermined,0,0,0,no,0.07046739506898164,yes,0.9855403689276447,yes,0.9847015633781714,yes,0.9862139882356838
32,hibernate-distribution-3.3.2.GA,DEFECT,"//no need to take a snapshot - this is a  //performance optimization, but not really //important, except for entities with huge  //mutable property values",yes,undetermined,0,0,0,no,0.14610940523105054,no,0.2198725569969762,no,0.21456160537863686,no,0.21688438343034852
33,hibernate-distribution-3.3.2.GA,DEFECT,// TODO : this is broke for subqueries in statements other than selects...,yes,undetermined,0,0,0,yes,0.9597330375087099,yes,0.9855209341524134,yes,0.98469400996398,yes,0.9862078763589275
34,hibernate-distribution-3.3.2.GA,DEFECT,"/*
         * The following types are not supported in RDMS/JDBC and therefore commented out.
         * However, in some cases, mapping them to CHARACTER columns works
         * for many applications, but does not work for all cases.
         */",yes,undetermined,0,0,0,no,0.12134816422768706,no,0.19257175786376338,no,0.1857064550549481,no,0.18838352249348037
35,hibernate-distribution-3.3.2.GA,DEFECT,// TODO : should this be an error?,yes,undetermined,0,0,0,yes,0.9961037367061991,yes,0.9948577181911513,yes,0.9949198744353497,yes,0.9954969670461078
36,hibernate-distribution-3.3.2.GA,DEFECT,"// three general cases we check here as to whether to render a physical SQL join: // 1) is our parent a DotNode as well?  If so, our property reference is // 		being further de-referenced... // 2) is this a DML statement // 3) we were asked to generate any needed joins (generateJoins==true) *OR* //		we are currently processing a select or from clause // (an additional check is the REGRESSION_STYLE_JOIN_SUPPRESSION check solely intended for the test suite) // // The REGRESSION_STYLE_JOIN_SUPPRESSION is an additional check // intended solely for use within the test suite.  This forces the // implicit join resolution to behave more like the classic parser. // The underlying issue is that classic translator is simply wrong // about its decisions on whether or not to render an implicit join // into a physical SQL join in a lot of cases.  The piece it generally // tends to miss is that INNER joins effect the results by further // restricting the data set!  A particular manifestation of this is // the fact that the classic translator will skip the physical join // for ToOne implicit joins *if the query is shallow*; the result // being that Query.list() and Query.iterate() could return // different number of results!",yes,undetermined,0,0,0,no,0.14509570495952667,no,0.14055091032724387,no,0.1456516974133139,no,0.14568248608558632
37,hibernate-distribution-3.3.2.GA,DEFECT,// TODO: figure out how this should be set. /////////////////////////////////////////////////////////////////////////////// // This was the reason for failures regarding INDEX_OP and subclass joins on // theta-join dialects; not sure what behaviour we were trying to emulate ;) //		joinSequence = joinSequence.getFromPart();	// Emulate the old addFromOnly behavior.,yes,undetermined,0,0,0,yes,0.6369066517195608,yes,0.5682212414570651,yes,0.5641211103004343,yes,0.5739216486736841
38,hibernate-distribution-3.3.2.GA,DEFECT,"// The preference here would be //   SQLFunctionTemplate( Hibernate.TIMESTAMP, ""current_timestamp(?1)"", false) // but this appears not to work. // Jay Nance 2006-09-22",yes,undetermined,0,0,0,no,0.06452720554684921,yes,0.9855299467029933,yes,0.9847168279232825,yes,0.9861917909606863
39,hibernate-distribution-3.3.2.GA,DEFECT,"//TODO: would be nice to use false, but issues with MS SQL",yes,undetermined,0,0,0,yes,0.9822797887965065,yes,0.9855370981769201,yes,0.9847142410512091,yes,0.9861925414625363
40,hibernate-distribution-3.3.2.GA,DEFECT,"//TODO: inexact, what we really need to know is: are any outer joins used?",yes,undetermined,0,0,0,yes,0.9838938254581333,yes,0.9895339738007265,yes,0.9862715683278496,yes,0.9876156416729627
41,hibernate-distribution-3.3.2.GA,DEFECT,"//TODO: would be nice to use false, but issues with MS SQL",yes,undetermined,0,0,0,yes,0.9822797887965065,yes,0.9855370981769201,yes,0.9847142410512091,yes,0.9861925414625363
42,hibernate-distribution-3.3.2.GA,DEFECT,"// TODO : not sure which (either?) is correct, could not find docs on how to do this. // did find various blogs and forums mentioning that select CURRENT_TIMESTAMP // does not work...",yes,undetermined,0,0,0,yes,0.9509956887203219,yes,0.9855634548473999,yes,0.9847001226227198,yes,0.9862224039435941
43,hibernate-distribution-3.3.2.GA,DEFECT,// TODO: cannot use generateSuffixes() - it handles the initial suffix differently.,yes,undetermined,0,0,0,no,0.2626874071734876,no,0.2829088787192272,no,0.27016704807849096,no,0.27461124792528985
44,hibernate-distribution-3.3.2.GA,DEFECT,"//Don't need this, because we should never ever be selecting no columns in an insert ... select... //and because it causes a bug on DB2",yes,undetermined,0,0,0,no,0.11677906688012758,no,0.20484347313458146,no,0.19789789991214035,no,0.19988409122532258
45,hibernate-distribution-3.3.2.GA,DEFECT,// starts with an alias (old style) // semi-bad thing about this: can't re-alias another alias.....,yes,undetermined,0,0,0,no,0.03174080114646842,yes,0.9855515978757596,yes,0.9847222491484031,yes,0.9862078156801991
46,hibernate-distribution-3.3.2.GA,DEFECT,//TODO: BUG! this currently fails for named queries for non-POJO entities,yes,undetermined,0,0,0,yes,0.9847584346377936,yes,0.9907452153175986,yes,0.990048285570223,yes,0.991037491442504
47,hibernate-distribution-3.3.2.GA,DEFECT,"//FIXME we don't have the associated entity table name here, has to be done in a second pass",yes,undetermined,0,0,0,yes,0.7355846035302847,yes,0.6157989552846439,yes,0.6013194450618298,yes,0.6142529590912781
48,hibernate-distribution-3.3.2.GA,DEFECT,// this call is side-effecty,yes,undetermined,0,0,0,no,0.01326276615882029,no,0.014245354120693884,no,0.013769520690893874,no,0.013321942339624384
49,hibernate-distribution-3.3.2.GA,DEFECT,"// RDMS does not directly support the trim() function, we use rtrim() and ltrim()",yes,undetermined,0,0,0,no,0.009791168066632968,yes,0.985530848755954,yes,0.9847167076428908,yes,0.9862179251763941
50,hibernate-distribution-3.3.2.GA,DEFECT,// note: at least my local SQL Server 2005 Express shows this not working...,yes,undetermined,0,0,0,no,0.042124780078983924,yes,0.9855465297408297,yes,0.9847026815832821,yes,0.9862030831183012
51,hibernate-distribution-3.3.2.GA,DEFECT,// note: at least my local MySQL 5.1 install shows this not working...,yes,undetermined,0,0,0,no,0.0220503215619696,yes,0.9855690388943984,yes,0.9847327831600873,yes,0.9862125579196722
52,hibernate-distribution-3.3.2.GA,DESIGN,"// use COUNT as the default.  This mimics the old behavior, although // NONE might be a better option moving forward in the case of callable",yes,undetermined,0,0,0,no,0.06620410134284098,yes,0.9855484323031826,yes,0.984711618406431,yes,0.9862343464687707
53,hibernate-distribution-3.3.2.GA,DESIGN,//perhaps not really necessary...,yes,undetermined,0,0,0,no,0.08285662045427268,yes,0.9855315356715815,yes,0.9846992333430566,yes,0.9862181014473076
54,hibernate-distribution-3.3.2.GA,DESIGN,// todo : what else to do here?,yes,undetermined,0,0,0,no,0.01325037645668776,no,0.014260932248424719,no,0.013765265067302008,no,0.013323255765510592
55,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: disable batch loading if lockMode > READ?,yes,undetermined,0,0,0,yes,0.7175346409832019,yes,0.6674574532431061,yes,0.6654735742474593,yes,0.6776726914811941
56,hibernate-distribution-3.3.2.GA,DESIGN,// todo : what else to do here?,yes,undetermined,0,0,0,no,0.01325037645668776,no,0.014260932248424719,no,0.013765265067302008,no,0.013323255765510592
57,hibernate-distribution-3.3.2.GA,DESIGN,"//TODO: to handle concurrent writes correctly, the client should pass in a Lock",yes,undetermined,0,0,0,yes,0.7147471204101002,yes,0.7044203201491095,yes,0.7475947437352414,yes,0.7582847127665354
58,hibernate-distribution-3.3.2.GA,DESIGN,"// turn hibernate.c3p0.* into c3p0.*, so c3p0 // gets a chance to see all hibernate.c3p0.*",yes,undetermined,0,0,0,no,0.014162908676907143,yes,0.9855483800459818,yes,0.9847049539751733,yes,0.9862170546807616
59,hibernate-distribution-3.3.2.GA,DESIGN,//note there is a wierd implementation in the client side,yes,undetermined,0,0,0,no,0.04329627113522223,yes,0.9855668940171556,yes,0.9847280767449346,yes,0.9862324706222393
60,hibernate-distribution-3.3.2.GA,DESIGN,// todo: this was added to support initializing an entity's EntityEntry snapshot during reattach; // this should be refactored to instead expose a method to assemble a EntityEntry based on this // state for return.,yes,undetermined,0,0,0,yes,0.9037442210397294,yes,0.9855713452520275,yes,0.9847169462171473,yes,0.9862273836042352
61,hibernate-distribution-3.3.2.GA,DESIGN,// Do we need to drop constraints before dropping tables in this dialect?,yes,undetermined,0,0,0,no,0.03184838772167707,yes,0.9855439230731009,yes,0.9847017524848215,yes,0.9862129596344481
62,hibernate-distribution-3.3.2.GA,DESIGN,"/**
     * FIXME Per the RegionFactory class Javadoc, this constructor version
     * should not be necessary.
     * 
     * @param props The configuration properties
     */",yes,undetermined,0,0,0,yes,0.9666546400717521,yes,0.9855629495379596,yes,0.9847072635560202,yes,0.9861994517130404
63,hibernate-distribution-3.3.2.GA,DESIGN,// Does this dialect support check constraints?,yes,undetermined,0,0,0,no,0.0016083305036788112,yes,0.9855490391994556,yes,0.9846986943981377,yes,0.9862380682384486
64,hibernate-distribution-3.3.2.GA,DESIGN,// this is called by SessionFactory irregardless; we just disregard here; // could also add a check to SessionFactory to only conditionally call start,yes,undetermined,0,0,0,no,0.014956599319211552,yes,0.9855512446668256,yes,0.9847032842226212,yes,0.9862006888530319
65,hibernate-distribution-3.3.2.GA,DESIGN,// Does this dialect support the UNIQUE column syntax?,yes,undetermined,0,0,0,no,0.03373053316536617,yes,0.985547608640174,yes,0.984736767399896,yes,0.9862036793545991
66,hibernate-distribution-3.3.2.GA,DESIGN,// this is done here 'cos we might only know the type here (ugly!) // TODO: improve this a lot:,yes,undetermined,0,0,0,yes,0.9999995711733707,yes,0.9999996427116833,yes,0.9999997259700023,yes,0.9999998053182809
67,hibernate-distribution-3.3.2.GA,DESIGN,// Does this dialect support the FOR UPDATE syntax?,yes,undetermined,0,0,0,no,0.02241196659918521,yes,0.9922249638990769,yes,0.9917081272468669,yes,0.9925878414174926
68,hibernate-distribution-3.3.2.GA,DESIGN,// todo : what is the implication of this?,yes,undetermined,0,0,0,no,0.01325037645668776,no,0.014260932248424719,no,0.013765265067302008,no,0.013323255765510592
69,hibernate-distribution-3.3.2.GA,DESIGN,// todo : YUCK!!!,yes,undetermined,0,0,0,no,0.01325037645668776,no,0.014260932248424719,no,0.013765265067302008,no,0.013323255765510592
70,hibernate-distribution-3.3.2.GA,DESIGN,"// todo : again, how *should* this work for non-pojo entities?",yes,undetermined,0,0,0,yes,0.9965069765088722,yes,0.9999860410111489,yes,0.9999843742690494,yes,0.9999881051695609
71,hibernate-distribution-3.3.2.GA,DESIGN,"// Does this dialect support FOR UPDATE OF, allowing particular rows to be locked?",yes,undetermined,0,0,0,no,0.026144449048323273,yes,0.9855607398886158,yes,0.984698997274791,yes,0.9862099264445857
72,hibernate-distribution-3.3.2.GA,DESIGN,"//TODO: really bad, evil hack to fix!!!",yes,undetermined,0,0,0,yes,0.999999999963466,yes,0.9999999999323443,yes,0.9999999999268667,yes,0.9999999999545864
73,hibernate-distribution-3.3.2.GA,DESIGN,"//aliasRefNode.resolve( false, false, aliasRefNode.getText() ); //TODO: is it kosher to do it here? //TODO: is it kosher to do it here?",yes,undetermined,0,0,0,yes,0.9848327472834748,yes,0.9855638492111581,yes,0.9847388584459542,yes,0.9862213368918821
74,hibernate-distribution-3.3.2.GA,DESIGN,"//TODO: better to degrade to lazy=""false"" if uninstrumented",yes,undetermined,0,0,0,yes,0.9962017314522355,yes,0.9919686956862279,yes,0.9916395228542031,yes,0.9886551954523164
75,hibernate-distribution-3.3.2.GA,DESIGN,// Does this dialect support the Oracle-style FOR UPDATE NOWAIT syntax?,yes,undetermined,0,0,0,no,0.009183296276754089,yes,0.9855574297511958,yes,0.9847107336558619,yes,0.9862412290374329
76,hibernate-distribution-3.3.2.GA,DESIGN,"/**
     * FIXME Per the RegionFactory class Javadoc, this constructor version
     * should not be necessary.
     * 
     * @param props The configuration properties
     */",yes,undetermined,0,0,0,yes,0.9666546400717521,yes,0.9855629495379596,yes,0.9847072635560202,yes,0.9861994517130404
77,hibernate-distribution-3.3.2.GA,DESIGN,//Icky workaround for MySQL bug:,yes,undetermined,0,0,0,yes,0.9564252646696138,yes,0.9855323241119198,yes,0.984695178229564,yes,0.9862201392392465
78,hibernate-distribution-3.3.2.GA,DESIGN,// we have to set up the table later!! yuck,yes,undetermined,0,0,0,no,0.01066836465807447,yes,0.9855529991774055,yes,0.9847442953719747,yes,0.9862100377910578
79,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: Somehow add the newly created foreign keys to the internal collection,yes,undetermined,0,0,0,yes,0.8958717721768285,yes,0.8482695106157999,yes,0.8529817582393954,yes,0.8625196765954256
80,hibernate-distribution-3.3.2.GA,DESIGN,// This inner class implements a case statement....perhaps im being a bit over-clever here,yes,undetermined,0,0,0,no,0.09867146324506203,yes,0.9855391151128118,yes,0.9847178422430876,yes,0.9862013223466279
81,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: merge into one method!,yes,undetermined,0,0,0,yes,0.995749438565748,yes,0.9955678053090461,yes,0.9952745373973895,yes,0.9958225585173973
82,hibernate-distribution-3.3.2.GA,DESIGN,// TODO: this is a bit of copy/paste from IndexedCollection.createPrimaryKey(),yes,undetermined,0,0,0,yes,0.9999942733929603,yes,0.9999974680419546,yes,0.9999971599045936,yes,0.9999978926835454
83,hibernate-distribution-3.3.2.GA,DESIGN,// TODO: what type?,yes,undetermined,0,0,0,yes,0.9969954110675451,yes,0.997214468239053,yes,0.9999989497239233,yes,0.9999992333037374
84,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: inefficient,yes,undetermined,0,0,0,yes,0.9770088088111489,yes,0.9855491007414985,yes,0.985322496838276,yes,0.986719887222844
85,hibernate-distribution-3.3.2.GA,DESIGN,//FIXME: get the PersistentClass,yes,undetermined,0,0,0,no,0.013223813795606271,yes,0.9855631682045901,yes,0.9847315290107628,yes,0.9862330597555877
86,hibernate-distribution-3.3.2.GA,DESIGN,// todo : we can remove this once the deprecated ctor can be made private...,yes,undetermined,0,0,0,yes,0.9539504040994041,yes,0.9855454975363751,yes,0.98471533776904,yes,0.9861955357291788
87,hibernate-distribution-3.3.2.GA,DESIGN,"//TODO: this is too conservative; if all preceding joins were  //      also inner joins, we could use an inner join here",yes,undetermined,0,0,0,yes,0.8207699132896519,yes,0.7856782055524216,yes,0.7798261150243634,yes,0.7899996295866262
88,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: redesign how PropertyAccessors are acquired...,yes,undetermined,0,0,0,no,0.01325037645668776,no,0.014260932248424719,no,0.013765265067302008,no,0.013323255765510592
89,hibernate-distribution-3.3.2.GA,DESIGN,// TODO : not so sure this is needed...,yes,undetermined,0,0,0,yes,0.9999999357275007,yes,0.9999999011888092,yes,0.9999998861011422,yes,0.9999999198698439
90,hibernate-distribution-3.3.2.GA,DESIGN,// todo : we can remove this once the deprecated ctor can be made private...,yes,undetermined,0,0,0,yes,0.9539504040994041,yes,0.9855454975363751,yes,0.98471533776904,yes,0.9861955357291788
91,hibernate-distribution-3.3.2.GA,DESIGN,//create an index on the key columns??,yes,undetermined,0,0,0,no,0.0006352295309473116,yes,0.9855400250038002,yes,0.9847111208079192,yes,0.9862129613091049
92,hibernate-distribution-3.3.2.GA,DESIGN,"/* TODO: joinKeyColumnName & foreignKeyColumnName should be called either here or at a
			 * slightly higer level in the stack (to get all the information we need)
			 * Right now HbmBinder does not support the
			 */",yes,undetermined,0,0,0,yes,0.9783980950785359,yes,0.9855480634491053,yes,0.9847099660733428,yes,0.98623489545144
93,hibernate-distribution-3.3.2.GA,DESIGN,//TODO: improve this hack!,yes,undetermined,0,0,0,yes,0.99999999999963,yes,0.9999999999993043,yes,0.9999999999994033,yes,0.999999999999657
94,hibernate-distribution-3.3.2.GA,DESIGN,"//TODO: bad implementation, cos it depends upon ordering of mapping doc //      fixing this requires that Collection/PersistentClass gain access //      to the Mappings reference from Configuration (or the filterDefinitions //      map directly) sometime during Configuration.buildSessionFactory //      (after all the types/filter-defs are known and before building //      persisters).",yes,undetermined,0,0,0,yes,0.7539695487031393,yes,0.7802478922447974,yes,0.7660321945712809,yes,0.7755270201340327
95,hibernate-distribution-3.3.2.GA,DESIGN,//use of trim() here is ugly?,yes,undetermined,0,0,0,yes,0.6575770406488098,yes,0.8825517170185502,yes,0.8794925942748663,yes,0.8865674561290237
96,hibernate-distribution-3.3.2.GA,DESIGN,"//TODO: ideally we need the construction of PropertyAccessor to take the following: //      1) EntityMode //      2) EntityMode-specific data (i.e., the classname for pojo entities) //      3) Property-specific data based on the EntityMode (i.e., property-name or dom4j-node-name) // The easiest way, with the introduction of the new runtime-metamodel classes, would be the // the following predicates: //      1) PropertyAccessorFactory.getPropertyAccessor() takes references to both a //          org.hibernate.metadata.EntityModeMetadata and org.hibernate.metadata.Property //      2) What is now termed a ""PropertyAccessor"" stores any values needed from those two //          pieces of information //      3) Code can then simply call PropertyAccess.getGetter() with no parameters; likewise with //          PropertyAccessor.getSetter()",yes,undetermined,0,0,0,yes,0.7071883893129177,yes,0.7200614389961464,yes,0.7104356699579398,yes,0.7189148766652701
97,hibernate-distribution-3.3.2.GA,DESIGN,// can happen because of the multiple ways Cache.remove() // can be invoked :(,yes,undetermined,0,0,0,no,0.00953491420959036,yes,0.985528714997108,yes,0.9847096650003606,yes,0.9862213223673161
98,hibernate-distribution-3.3.2.GA,DESIGN,//ick!,yes,undetermined,0,0,0,no,0.01326276615882029,no,0.014245354120693884,no,0.013769520690893874,no,0.013321942339624384
99,hibernate-distribution-3.3.2.GA,DESIGN,// todo : we can remove this once the deprecated ctor can be made private...,yes,undetermined,0,0,0,yes,0.9539504040994041,yes,0.9855454975363751,yes,0.98471533776904,yes,0.9861955357291788
100,hibernate-distribution-3.3.2.GA,DESIGN,"// TODO: this is very suboptimal for some subclasses (namely components), // since it does not take advantage of two-phase-load",yes,undetermined,0,0,0,yes,0.9426738219019272,yes,0.9855727585365998,yes,0.984719120796586,yes,0.986215280731942
101,hibernate-distribution-3.3.2.GA,DESIGN,"//TODO: should this be Session.instantiate(Persister, ...)?",yes,undetermined,0,0,0,yes,0.9543933922689491,yes,0.9855540946672808,yes,0.9846944496929484,yes,0.9861917696489328
