,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba,svm_pred_4,svm_pred_4_proba,svm_pred_5,svm_pred_5_proba
16,argouml,DEFECT,// make it stretch vertically // TODO: The curBody must notify modification,yes,undetermined,0,0,0,yes,0.9773754451570976,yes,0.9837522158463784,yes,0.990355871912118,yes,0.9912107138002308,yes,0.9920873960361717,yes,0.9925848548262771
17,argouml,DEFECT,// TODO: Is this next line safe? What happens if there is just one // comment edge or a comment edge and a single message?,yes,undetermined,0,0,0,yes,0.6788234836179683,no,0.4377054169993782,no,0.5399384269645022,no,0.5397561788120064,no,0.5432358835566892,no,0.5474487212306763
18,argouml,DEFECT,// TODO: Considering all delete events to be valid like below // is going to cause lots of unecessary work and some problems,yes,undetermined,0,0,0,yes,0.9999981980185092,yes,0.9999936163316037,yes,0.999998544829363,yes,0.9999989391630617,yes,0.9999992428954823,yes,0.9999993453225163
19,argouml,DEFECT,"// else if the y coordinate is outside of the classifier role, // we fix the y in the max y of the classifier role. // FIXME: We should increase the height of the classifier role,  // don't???",yes,undetermined,0,0,0,no,0.08901919263492158,yes,0.9837566992122154,yes,0.9903596342584192,yes,0.9912016470570596,yes,0.9920840036605384,yes,0.9925912752029792
20,argouml,DEFECT,"// TODO: This appears to expect that the UML 1.3 tag name // will appear as a property name in an event, but with the // UML 1.4 switch to TagDefinitions, this won't work",yes,undetermined,0,0,0,yes,0.9999825013906155,yes,0.9855838436760912,yes,0.9949695601147696,yes,0.9955208921257669,yes,0.9959660613834468,yes,0.9962181347523329
21,argouml,DEFECT,// TODO: not in UML 2,yes,undetermined,0,0,0,no,0.012764019641175715,no,0.014421169164194118,no,0.013551692709187218,no,0.013090033752091333,no,0.012486409851165002,no,0.012368765178374005
22,argouml,DEFECT,// TODO: Removed from UML2 //$NON-NLS-1$,yes,undetermined,0,0,0,yes,0.999998994376681,yes,0.997436982273631,yes,0.9999959158951603,yes,0.9999967935649161,yes,0.999997543762559,yes,0.9999979245390646
23,argouml,DEFECT,// TODO: Only occurrence of isConcurrent in UML 2.1.1 is in index // it's not on the page that is indexed,yes,undetermined,0,0,0,yes,0.9550549225911582,yes,0.9837491545933574,yes,0.9903705091906967,yes,0.991204051840416,yes,0.992072928148762,yes,0.9925829236645896
24,argouml,DEFECT,"// TODO: This works for 90 degree angles, but is suboptimal // for other angles. It should reflect the angle, rather // than just using a negative offset along the same vector",yes,undetermined,0,0,0,yes,0.9334617486369203,yes,0.9837654522598362,yes,0.9903658138881902,yes,0.9912048833762689,yes,0.992062740851056,yes,0.9925939070533382
25,argouml,DEFECT,// TODO: map UML2 names to UML1.x names //$NON-NLS-1$ //$NON-NLS-1$,yes,undetermined,0,0,0,yes,0.8882490138102922,yes,0.8173795832344894,yes,0.8565042858009237,yes,0.8620526258167553,yes,0.8676836193986271,yes,0.8703499602135115
26,argouml,DEFECT,"// TODO: Except this won't work because the names are different which // will cause a test in CheckUMLModelHelper to fail //        remap.put(""Core:Permission"", ""Core:PackageImport"");",yes,undetermined,0,0,0,yes,0.9710668382717231,yes,0.9837394458977625,yes,0.9903694829711036,yes,0.9912158626179965,yes,0.9920755781278879,yes,0.9925686172643223
27,argouml,DEFECT,// This doesn't work in UML2: both owner and property needed!,yes,undetermined,0,0,0,no,0.08936554608401451,no,0.09088461892737143,no,0.08957251252576577,no,0.09014029317210612,no,0.08772579466144445,no,0.08793932966307508
28,argouml,DEFECT,"// FIXME: fails here. // The current behavior appears intentional (ie the test is wrong) - tfm //        assertNull(""The profile stereotype named \"""" //            + ProfileMother.STEREOTYPE_NAME_ST + ""\"" shouldn't be found."", //            findModelElementFromNamespace( //                StereotypeUtility.getAvailableStereotypes(aClass), //                ProfileMother.STEREOTYPE_NAME_ST, profileModel));",yes,undetermined,0,0,0,yes,0.9633068693029869,yes,0.9837912639474153,yes,0.9903821570590116,yes,0.9912030677252965,yes,0.9920802296061886,yes,0.9925796411134605
29,argouml,DEFECT,// TODO: This looks backwards. Left over from issue 2034?,yes,undetermined,0,0,0,yes,0.9535565540488716,yes,0.9837584475322113,yes,0.9903550118136518,yes,0.9912110111203885,yes,0.9920757601338137,yes,0.992595192904495
30,argouml,DEFECT,"// TODO: This doesn't work, but should //        Collection elements = Model.getFacade().getRootElements(); //        Model.getUmlHelper().deleteCollection(elements); //        elements = Model.getFacade().getRootElements(); //        assertTrue(""Failed to create clean environment"", elements.isEmpty());",yes,undetermined,0,0,0,yes,0.7124260847440688,no,0.373742898323544,no,0.4456620022711978,no,0.44172689322749537,no,0.4431820930204191,no,0.44861150941517475
31,argouml,DEFECT,// TODO: Issue 6144. It is proposed to allow any paclage to return as a potential // namespace. Commenting out until this is reviewed and clearly accepted by all.,yes,undetermined,0,0,0,yes,0.9717163452250888,yes,0.9837685380710476,yes,0.9903737919886458,yes,0.9912143268353367,yes,0.9920771940267608,yes,0.9925858510821144
32,argouml,DEFECT,// TODO: Something might go wrong during processing. We don't really // want to create the model element until the user releases the mouse // in the place expected.,yes,undetermined,0,0,0,yes,0.9794291541441846,yes,0.9837791286518867,yes,0.9903570506111453,yes,0.991205526747985,yes,0.9920743141748282,yes,0.9925949180246781
33,argouml,DEFECT,"/* Strange, but the Link.getConnection()
         * returns a Collection, not a List!
         * This is a bug, compared to the UML standard (IMHO, mvw).
         * Hence, the LinkEnd is added to the end instead... */",yes,undetermined,0,0,0,no,0.07302815396842094,yes,0.9837486022462841,yes,0.9903795769418754,yes,0.9912178147234901,yes,0.9920757414443595,yes,0.9925686402030086
34,argouml,DEFECT,// TODO: synchronized is required here as there can be some  // concurrent modification problems when drawing a call message and // having that automatically draw the reply. Maybe fixing the TODO // below will resolve this and the synch can go.,yes,undetermined,0,0,0,yes,0.9925642076507476,yes,0.9844719666761063,yes,0.9924744233744598,yes,0.9934913104500098,yes,0.9941969604795595,yes,0.9944948393273815
35,argouml,DEFECT,"/* These next lines for the case that the current namespace
         * is not a valid one... Which of course should not happen,
         * but it does - see the project attached to issue 3772.
         */",yes,undetermined,0,0,0,no,0.12963129251281844,no,0.10573754215374298,no,0.09069217263271329,yes,0.991226185612926,yes,0.9920681823907327,yes,0.9925710369715395
36,argouml,DEFECT,// TODO: In UML2.x Event has no parameters. // TODO: Treat ObjectFlowState (this doesn't exist anymore in UML2) // and Classifier,yes,undetermined,0,0,0,yes,0.9925071805376622,yes,0.9837930960503327,yes,0.990374730290201,yes,0.9912081246850544,yes,0.9920655125483415,yes,0.992575580203789
37,argouml,DEFECT,"/* TODO: If this is an ordered list, then you have to
                        add in the right location! */",yes,undetermined,0,0,0,yes,0.988776462931247,yes,0.9837910589064986,yes,0.9903852775770838,yes,0.9912153910667618,yes,0.9920667420519883,yes,0.9925667411084967
38,argouml,DEFECT,// Appears to be gone from UML 2.x,yes,undetermined,0,0,0,no,0.06255669934176514,yes,0.9837420698722624,yes,0.9903566700756276,yes,0.9911908451803307,yes,0.9920796598611707,yes,0.9925717371813854
39,argouml,DEFECT,/* TODO: This does not work - no event arrives. */,yes,undetermined,0,0,0,yes,0.9999999148651727,yes,0.9966895642427657,yes,0.9999935282738459,yes,0.9999945784607766,yes,0.9999958239914549,yes,0.9999964297915938
40,argouml,DEFECT,// TODO: This is only checking immediate siblings when it needs // to be checking all imported elements both here and by our // parents and also taking into account visibility,yes,undetermined,0,0,0,yes,0.9320083452376314,yes,0.9837671441077991,yes,0.9903613433422626,yes,0.991220900499775,yes,0.9920657772769801,yes,0.9925953807069822
41,argouml,DEFECT,"/* This does not work (anymore/yet?),
	 * since we never have a FigText here: */",yes,undetermined,0,0,0,no,0.20483154298905162,no,0.16953751034231998,no,0.1880226982377081,no,0.18614069764972324,no,0.1857772935594173,no,0.18771229980842943
42,argouml,DEFECT,"/**
     * Utility function to localize the given string with help text, and show it
     * in the status bar of the ArgoUML window. This function is used in favour
     * of the inline call to enable later improvements; e.g. it would be
     * possible to show a help-balloon.
     * <p>
     * TODO: Work this out. One matter to possibly improve: show multiple lines.
     *
     * @param s the given string to be localized and shown
     */",yes,undetermined,0,0,0,yes,0.9659405716767795,yes,0.9837734313356827,yes,0.9903716721567231,yes,0.9939621003284888,yes,0.9946645375412112,yes,0.9950338675288422
43,argouml,DEFECT,// TODO: Monitor is getting dismissed before layout is complete,yes,undetermined,0,0,0,yes,0.9435560569638818,yes,0.9837752147639847,yes,0.9903695678709047,yes,0.9912063338918569,yes,0.9920689545375307,yes,0.9925957255300536
44,argouml,DEFECT,"// TODO: We currently don't support per-fig settings for most stuff, so // we can just use the defaults that we were given. //        settings = new DiagramSettings(renderSettings);",yes,undetermined,0,0,0,yes,0.9888444047204601,yes,0.9837500079801406,yes,0.9903609062884866,yes,0.9912132418076173,yes,0.992085035593501,yes,0.992567456089177
45,argouml,DEFECT,// TODO: Not yet working for UML2,yes,undetermined,0,0,0,yes,0.9999994780389744,yes,0.9999873563838398,yes,0.9999959046032102,yes,0.9999963759292804,yes,0.999997039397598,yes,0.9999974534845666
46,argouml,DEFECT,"// This triggers some warnings (in logs) because some elements are // created without an owner (and eResource is null) // TODO: fix this // The warning log (if we would not add the EObject to a resource) would // looks like this: ""...WARN [AWT-EventQueue-0] Encountered deleted // object during delete of...""",yes,undetermined,0,0,0,yes,0.7652350341838442,yes,0.5663646183568712,yes,0.6544508065887769,yes,0.6653573097789485,yes,0.6726382982667046,yes,0.6795068943338711
47,argouml,DEFECT,// TODO: Shouldn't we throw an exception here?!?!,yes,undetermined,0,0,0,yes,0.9999931153484211,yes,0.9837657814038939,yes,0.9903504705373776,yes,0.9911936678100269,yes,0.9920892329172614,yes,0.992582199967796
48,argouml,DEFECT,//TODO: algorithm is n^2 in number of nodes,yes,undetermined,0,0,0,yes,0.9834293277941788,yes,0.9837829477065698,yes,0.9903557616433687,yes,0.9912104429120051,yes,0.9920738408099311,yes,0.9925812858389008
49,argouml,DEFECT,// Update attached node figures // TODO: Presumably this should only happen on a add or remove event,yes,undetermined,0,0,0,yes,0.9587712198891105,yes,0.9837501134309486,yes,0.9903825741259782,yes,0.9912261465037238,yes,0.9920746512100501,yes,0.9925777785420882
50,argouml,DEFECT,// FIXME: depends on internal behavior of XmiReaderImpl. // Needed for solving issue 5017.,yes,undetermined,0,0,0,yes,0.9885934940185522,yes,0.9837549691169147,yes,0.9903687729961447,yes,0.9912079420700735,yes,0.9920883779772086,yes,0.9925890589809123
51,argouml,DEFECT,// TODO: Allow adding models to a diagram - issue 4172.,yes,undetermined,0,0,0,yes,0.9999988611736214,yes,0.9974317008774162,yes,0.9999957012666241,yes,0.9999972809194265,yes,0.9999978952983919,yes,0.9999982042560707
52,argouml,DEFECT,"/* TODO: Update the old and new node above this!
                 * This is issue 5079.
                 * The old and new UML namespaces are in the event, but
                 * how do we know which nodes to refresh?
                 * And how to refresh? 
                 * Not necessarily the namespaces, 
                 * depending on the perspective. */",yes,undetermined,0,0,0,yes,0.714766447382215,yes,0.8016283805274211,yes,0.8496263220954935,yes,0.8671343235292779,yes,0.8717112338141009,yes,0.8757546881097236
53,argouml,DEFECT,// TODO: This should only be building list up to 'index',yes,undetermined,0,0,0,yes,0.988545783678534,yes,0.9837610573163387,yes,0.9903827766200295,yes,0.9912121696205499,yes,0.9920954598002161,yes,0.9925818007976147
54,argouml,DEFECT,// TODO: The following can be removed if selectAll gets fixed,yes,undetermined,0,0,0,yes,0.9939911023450333,yes,0.9837593195099714,yes,0.9903655989773348,yes,0.9912112829033081,yes,0.9920632563731158,yes,0.9925743637885386
55,argouml,DEFECT,// FIXME: Boundary condition at end of image for non-integral // multiples of BUFFER_HEIGHT,yes,undetermined,0,0,0,yes,0.7507054588260148,yes,0.6049612600278432,yes,0.6562006654012628,yes,0.6672397737216141,yes,0.6724283227234835,yes,0.6808088226498061
56,argouml,DEFECT,// TODO: not in UML 2,yes,undetermined,0,0,0,no,0.012764019641175715,no,0.014421169164194118,no,0.013551692709187218,no,0.013090033752091333,no,0.012486409851165002,no,0.012368765178374005
57,argouml,DEFECT,"// TODO: We can't have a global ""current"" language // NotationProviderFactory2.setCurrentLanguage(oldLanguage);",yes,undetermined,0,0,0,yes,0.9425612121017856,yes,0.9837623198290355,yes,0.9903705124076823,yes,0.9912013257309367,yes,0.9920876116495387,yes,0.9925834741237543
58,argouml,DEFECT,"// XXX this seems to be a bug of the parser, // it always requires a context",yes,undetermined,0,0,0,yes,0.9798004359665066,yes,0.9837681806729329,yes,0.9903661476824847,yes,0.9912064083368781,yes,0.9920904730145411,yes,0.9925822262092786
59,argouml,DEFECT,// TODO: Use Model.getModelManagementHelper().getPathList(modelElement); // TODO: This will fail with nested Models,yes,undetermined,0,0,0,yes,0.9999984969925042,yes,0.9999913172760525,yes,0.9999976314834842,yes,0.9999981049809415,yes,0.9999985991204373,yes,0.9999987874057316
60,argouml,DEFECT,// If we are not visible most likely // we're being deleted. // TODO: This indicates a more fundamental problem that // should be investigated - tfm - 20061230,yes,undetermined,0,0,0,yes,0.9731810182436631,yes,0.9837628346471808,yes,0.9903656679159172,yes,0.9912029942625913,yes,0.9920816654571304,yes,0.9925863284992513
61,argouml,DEFECT,"/* TODO: We should have all the information that is required in the
         * NotationSettings object */",yes,undetermined,0,0,0,yes,0.9962141406633184,yes,0.9865520118205664,yes,0.9925349685868473,yes,0.9934339748311134,yes,0.994178807411318,yes,0.9945941935046898
62,argouml,DEFECT,"/**
     * Parse a transition description line of the form:<pre>
     *    ""event-signature [guard-condition] / action-expression"".
     * </pre>
     *
     * A "";"" is not interpreted as having any special meaning. <p>
     *
     * The ""event-signature"" may be one of the 4
     * formats:<ul>
     * <li> ChangeEvent: ""when(condition)""
     * <li> TimeEvent: ""after(duration)""
     * <li> CallEvent: ""a(parameter-list)"".
     * <li> SignalEvent: any string without ().
     * </ul>
     *
     * Remark: The UML standard does not make a distinction between
     * the syntax of a CallEvent and SignalEvent:
     * both may have parameters between ().
     * For simplicity and user-friendliness, we chose for this distinction.
     * If a user wants parameters for a SignalEvent,
     * then he may add them in the properties panels, but not on the diagram.
     * <p>
     *
     * An alternative solution would be to create a CallEvent by default,
     * and when editing an existing event, do not change the type.<p>
     *
     * TODO: This function fails when the event-signature contains a ""[""
     * or a ""/"". See issue 5983 for other cases that were 
     * a problem in the past.
     *
     * @param trans the transition object to which this string applies
     * @param s     the string to be parsed
     * @return      the transition object
     * @throws ParseException when no matching [] are found
     */",yes,undetermined,0,0,0,no,0.3143042059592788,no,0.42157399802544726,no,0.41981018933871006,no,0.44026659921896794,no,0.4536546213283434,no,0.46052335034546216
63,argouml,DEFECT,// TODO: This whole block can be deleted when issue 6266 is resolved,yes,undetermined,0,0,0,yes,0.9896571486910678,yes,0.9837627831917869,yes,0.990366171015023,yes,0.9911950844121985,yes,0.9920690260380954,yes,0.9925722956940437
64,argouml,DEFECT,// TODO: not in UML 2,yes,undetermined,0,0,0,no,0.012764019641175715,no,0.014421169164194118,no,0.013551692709187218,no,0.013090033752091333,no,0.012486409851165002,no,0.012368765178374005
65,argouml,DEFECT,"/* Dirty fix for issue 1758 (Needs to be amended
             * when we start supporting parameters):
             */",yes,undetermined,0,0,0,no,0.11177834217666621,no,0.17706621237389644,no,0.2302923463214235,no,0.2601308549588873,no,0.2658788494838148,no,0.26928789066200803
66,argouml,DEFECT,// TODO: not in UML 2,yes,undetermined,0,0,0,no,0.012764019641175715,no,0.014421169164194118,no,0.013551692709187218,no,0.013090033752091333,no,0.012486409851165002,no,0.012368765178374005
67,argouml,DEFECT,"/* TODO: This does not work! (MVW)
                 Model.getFacade().setBody(expr,guard);
                 Model.getFacade().setExpression(g,expr); */",yes,undetermined,0,0,0,yes,0.9603454950269023,yes,0.9837834184365463,yes,0.9903714494188814,yes,0.9912241430348812,yes,0.9920956472864257,yes,0.9925827941230283
68,argouml,DEFECT,// TODO: not in UML 2,yes,undetermined,0,0,0,no,0.012764019641175715,no,0.014421169164194118,no,0.013551692709187218,no,0.013090033752091333,no,0.012486409851165002,no,0.012368765178374005
69,argouml,DEFECT,"/* TODO: In this case, the properties panel
                 is not updated with the changed expression! */",yes,undetermined,0,0,0,yes,0.9819068401465157,yes,0.9837769380925525,yes,0.9903561788463342,yes,0.991214241556968,yes,0.9920845494649203,yes,0.9925899088985021
70,argouml,DEFECT,// TODO: not in UML 2,yes,undetermined,0,0,0,no,0.012764019641175715,no,0.014421169164194118,no,0.013551692709187218,no,0.013090033752091333,no,0.012486409851165002,no,0.012368765178374005
71,argouml,DEFECT,// WARNING: the OutputStream version of this doesn't work! - tfm,yes,undetermined,0,0,0,no,0.033200566310722025,yes,0.9837807080982623,yes,0.9903611209400637,yes,0.9912095856560306,yes,0.9920885590279613,yes,0.9925943860651777
72,argouml,DEFECT,"// else if the y coordinate is outside of the classifier role, // we fix the y in the max y of the classifier role. // FIXME: We should increase the height of the classifier role,  // don't???",yes,undetermined,0,0,0,no,0.08901919263492158,yes,0.9837566992122154,yes,0.9903596342584192,yes,0.9912016470570596,yes,0.9920840036605384,yes,0.9925912752029792
73,argouml,DEFECT,// WARNING: The GEF implementation of the OutputStream version of  // this method doesn't work - tfm - 20070531,yes,undetermined,0,0,0,no,0.061760859389023044,yes,0.9837493505082724,yes,0.9903783798429914,yes,0.9912183732726261,yes,0.9920828438161006,yes,0.9925856898817107
74,argouml,DEFECT,"// TODO do tests for allInstances (8.5.11), // even though it is not yet supported",yes,undetermined,0,0,0,yes,0.978650577177083,yes,0.9837682304490633,yes,0.9903730347075216,yes,0.9912122095947337,yes,0.9920877578273234,yes,0.9925827402112647
75,argouml,DEFECT,// TODO: Not implemented by eUML,yes,undetermined,0,0,0,yes,0.9999999999743929,yes,0.999987984264233,yes,0.9999966769728329,yes,0.9999974506130977,yes,0.999998097071115,yes,0.9999983826004288
76,argouml,DEFECT,"// TODO: This only works if the item is visible // (all its parents are expanded) // getExpandedDescendants, makeVisible",yes,undetermined,0,0,0,yes,0.8983236534487231,yes,0.6454320196841542,yes,0.715542844606315,yes,0.7198253932759068,yes,0.7333310205395921,yes,0.7402990663279654
77,argouml,DEFECT,// This will have problems if the smallest possible // data segment is smaller than the size of the buffer // needed for regex matching,yes,undetermined,0,0,0,no,0.03400250571148712,yes,0.9837652528660349,yes,0.9903622592110355,yes,0.9912084479630944,yes,0.9920790531735701,yes,0.9925907398466353
78,argouml,DEFECT,// TODO: not in UML 2,yes,undetermined,0,0,0,no,0.012764019641175715,no,0.014421169164194118,no,0.013551692709187218,no,0.013090033752091333,no,0.012486409851165002,no,0.012368765178374005
79,argouml,DEFECT,// TODO: Why is this throwing a generic runtime exception?!?!,yes,undetermined,0,0,0,yes,0.9931095172310351,yes,0.9837744503743916,yes,0.9903731180602257,yes,0.9912185279719479,yes,0.9920717220440143,yes,0.9925931142654204
80,argouml,DEFECT,"// TODO: This exception will be thrown during autoscrolling // when the edge of the canvas is reached causing either // the width or height to be ""adjusted"" to a negative value",yes,undetermined,0,0,0,no,0.18211793067242474,no,0.12308912019014606,no,0.14526314041008173,no,0.15154590834490964,no,0.15117848010201057,no,0.15221738188029188
81,argouml,DEFECT,"/* Disabled since it gives various problems: e.g. the toolbar icons
         * get too wide. Also the default does not give the new java 5.0 looks.
        Component tree = ProjectBrowser.getInstance();
        SwingUtilities.updateComponentTreeUI(SwingUtilities.getRootPane(tree));
        */",yes,undetermined,0,0,0,no,0.07002583036612198,yes,0.9837664935902747,yes,0.9903684397049983,yes,0.99120956783696,yes,0.9920850910547692,yes,0.9925880662305638
82,argouml,DEFECT,// if this is a feature get the owner of that feature // TODO: Does anything actually make use of this? It can // cause unexpected behaviour.,yes,undetermined,0,0,0,yes,0.8589550299714492,yes,0.7076861135443067,yes,0.7506799012015294,yes,0.7702049149416996,yes,0.7774122591221969,yes,0.7838382679786229
83,argouml,DEFECT,// TODO: This error needs to be reported!,yes,undetermined,0,0,0,yes,0.9946025406959371,yes,0.9837592687412172,yes,0.9903667908980314,yes,0.9912102808659716,yes,0.9920736727480636,yes,0.9925702175397566
84,argouml,DEFECT,// TODO: not in UML 2,yes,undetermined,0,0,0,no,0.012764019641175715,no,0.014421169164194118,no,0.013551692709187218,no,0.013090033752091333,no,0.012486409851165002,no,0.012368765178374005
85,argouml,DEFECT,// TODO: We should be giving the user more direct feedback,yes,undetermined,0,0,0,yes,0.9460454583394766,yes,0.9837670012124203,yes,0.9903497586596308,yes,0.9912074556207313,yes,0.9920828183795903,yes,0.9925807386566307
86,argouml,DEFECT,// TODO: This should be using internalGetAllRealizedInterfaces(),yes,undetermined,0,0,0,yes,0.999994212869302,yes,0.9899768139206807,yes,0.9955575723851676,yes,0.995894666080004,yes,0.9963022127009692,yes,0.9965623396941741
87,argouml,DEFECT,/* Many many of these events .. this slows things down: */,yes,undetermined,0,0,0,no,0.008780499928410174,yes,0.9837476386794084,yes,0.9903643033249621,yes,0.9912041195875461,yes,0.9920910685025729,yes,0.9925943984094738
88,argouml,DEFECT,"// TODO: This doesn't perform well enough with large models to have // it enabled by default. If the performance can't be improved, // perhaps we can introduce a manual ""find in explorer tree"" action. // selectAll(targets);",yes,undetermined,0,0,0,yes,0.793378825436211,yes,0.5853482786988441,yes,0.6537962040183305,yes,0.6747015420215926,yes,0.6871170877568707,yes,0.6958270900180006
89,argouml,DEFECT,// Really ought to have a CriticException to throw here.,yes,undetermined,0,0,0,no,0.05761966957583698,yes,0.9837869960117707,yes,0.9903524417632491,yes,0.9912049708310519,yes,0.9920733699076918,yes,0.9925780195170729
