,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba
46,emf-2.4.1,DESIGN,// TODO So what should be the eType be now? //,yes,undetermined,0,0,0,no,0.9999919639257406
47,emf-2.4.1,DESIGN,"// This runs the operation, and shows progress. // (It appears to be a bad thing to fork this onto another thread.) //",yes,undetermined,0,0,0,no,0.045144432398864176
48,emf-2.4.1,DESIGN,// EATM Kind of hacky.,yes,undetermined,0,0,0,no,0.04812184491319305
49,emf-2.4.1,DESIGN,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",yes,undetermined,0,0,0,no,0.041430904676871536
50,emf-2.4.1,DESIGN,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",yes,undetermined,0,0,0,no,0.041430904676871536
51,emf-2.4.1,DESIGN,"// This runs the operation, and shows progress. // (It appears to be a bad thing to fork this onto another thread.) //",yes,undetermined,0,0,0,no,0.045144432398864176
52,emf-2.4.1,DESIGN,"// This is a kludge to deal with enumerators, which crash the doSwitch. //",yes,undetermined,0,0,0,no,0.05036829012075785
53,emf-2.4.1,DESIGN,"// This is a kludge to deal with enumerators, which crash the doSwitch. //",yes,undetermined,0,0,0,no,0.05036829012075785
54,emf-2.4.1,DESIGN,// This is copied from ItemProviderAdapterFactory. //,yes,undetermined,0,0,0,no,0.042374402212851624
55,emf-2.4.1,DESIGN,// EATM This might be better written as a single loop for the EObject case? //,yes,undetermined,0,0,0,no,0.058345509759665515
56,emf-2.4.1,DESIGN,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",yes,undetermined,0,0,0,no,0.041430904676871536
57,emf-2.4.1,DESIGN,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",yes,undetermined,0,0,0,no,0.041430904676871536
58,emf-2.4.1,DESIGN,// Second alternative should be getModelProject()?,yes,undetermined,0,0,0,no,0.04107895576856249
59,emf-2.4.1,DESIGN,// TODO This is really quite attrocious since there is code that will assume an iterator that returns strings!,yes,undetermined,0,0,0,no,0.948911994953659
60,emf-2.4.1,DESIGN,// TODO Hack that should be removed.,yes,undetermined,0,0,0,no,0.9999999732713127
61,emf-2.4.1,DESIGN,// TODO // Specialize this to return a resource locator for messages specific to this validator. // Ensure that you remove @generated or mark it @generated NOT,yes,undetermined,0,0,0,no,0.7118311116931925
62,emf-2.4.1,DESIGN,// TODO // I'm concerned that folders will often return 401 or even 403. // So should we consider something to exist even though access if unauthorized or forbidden? //,yes,undetermined,0,0,0,no,0.8623421159533718
63,emf-2.4.1,DESIGN,"// Only file-scheme URIs will be re-encoded. If a URI was decoded in the workaround // above, and Platform.resolve() didn't return a file-scheme URI, then this will return // an decoded URI. //",yes,undetermined,0,0,0,no,0.04802041844378824
64,emf-2.4.1,DESIGN,"// This functionality should eventually go away, as it is replaced by model exporters. // We'll just delegate to the deprecated GenPackage method. The monitor isn't used, so we won't pass it. //",yes,undetermined,0,0,0,no,0.04576113811025661
65,emf-2.4.1,DESIGN,// The eAnnotations and eGenericType are possible containment references.  // We'll move them instead of copying //,yes,undetermined,0,0,0,no,0.04346425045595639
66,emf-2.4.1,DESIGN,"// Note: Registry based authority is being removed from a // new spec for URI which would obsolete RFC 2396. If the // spec is added to XML errata, processing of reg_name // needs to be removed. - mrglavas.",yes,undetermined,0,0,0,no,0.04524866378812549
67,emf-2.4.1,DESIGN,// temporary structure to hold node's attributes + namespaces in scope,yes,undetermined,0,0,0,no,0.043978997381105035
68,emf-2.4.1,DESIGN,// HACK: reading encoding,yes,undetermined,0,0,0,no,0.1327566701430822
69,emf-2.4.1,DESIGN,"// Because of the old factoring approach in the create method,  // it might be the case that the state of the old value has changed by the time we get here, // and in that case, we don't want to duplicate the removals in this code. //",yes,undetermined,0,0,0,no,0.04118397648991064
70,emf-2.4.1,DESIGN,"// if there are multiple variables in declaration,  // separate this variable fragment into a separate declaration",yes,undetermined,0,0,0,no,0.04067811840345505
71,emf-2.4.1,DESIGN,// REVISIT: Remove this code. // Store port value as string instead of integer.,yes,undetermined,0,0,0,no,0.04284147007336287
72,emf-2.4.1,DESIGN,// TODO // This is faster than many charAt() calls. //,yes,undetermined,0,0,0,no,0.9859065896075918
73,emf-2.4.1,DESIGN,// REVISIT: Remove this code.,yes,undetermined,0,0,0,no,0.04298342976126812
74,emf-2.4.1,DESIGN,//REVISIT: do we really need to support block names as in Unicode 3.1 //         or we can just create all the names in IsBLOCKNAME format (XML Schema REC)? //,yes,undetermined,0,0,0,no,0.0462969339731027
75,emf-2.4.1,DESIGN,"// Note: Registry based authority is being removed from a // new spec for URI which would obsolete RFC 2396. If the // spec is added to XML errata, processing of reg_name // needs to be removed. - mrglavas.",yes,undetermined,0,0,0,no,0.04524866378812549
76,emf-2.4.1,DESIGN,// REVISIT: Remove this code. // Store port value as string instead of integer.,yes,undetermined,0,0,0,no,0.04284147007336287
77,emf-2.4.1,DESIGN,"// Bubble sort // Why? -- In many cases, //         this.ranges has few elements.",yes,undetermined,0,0,0,no,0.04009603549641453
78,emf-2.4.1,DESIGN,// Per Schema 1.0 it is not clear if the result returned should be a valid URI.  // For the future if we plant to support IRIs then it is better not to massage // the initialValue.  // We should thought consider where would be the best way to validate anyURI values -- EL,yes,undetermined,0,0,0,no,0.060250148234629874
79,emf-2.4.1,DESIGN,"// Note that the way they are sorted, the values of index[i++] always increase, // so the objects are added from right to left in the list. // // EATM  TODO // // We could make this more efficient by grouping the adds when indices increment by one, // so that a single grouped notification would result. //",yes,undetermined,0,0,0,no,0.5684967610141265
80,emf-2.4.1,DESIGN,"// TODO deprecate (since no longer used by getEditPluginClass(), getEditorPluginClass(), getTestSuiteClass()) //",yes,undetermined,0,0,0,no,0.9942383647105781
81,emf-2.4.1,DESIGN,"// if there are multiple variables in declaration,  // separate this variable fragment into a separate declaration    ",yes,undetermined,0,0,0,no,0.04067811840345505
82,emf-2.4.1,DESIGN,//DMS should we let this exception out?,yes,undetermined,0,0,0,no,0.03764765325325868
83,emf-2.4.1,DESIGN,//DMS should we let this exception out?,yes,undetermined,0,0,0,no,0.03764765325325868
84,emf-2.4.1,DESIGN,//DMS factor this into a method? Use a non-static subclass? ,yes,undetermined,0,0,0,no,0.0431368727091203
85,emf-2.4.1,DESIGN,//DMS this doesn't really produce nice output. //,yes,undetermined,0,0,0,no,0.05287894212514654
86,emf-2.4.1,IMPLEMENTATION,//FB TBD filter out volatile and other inappropriate links?,yes,undetermined,0,0,0,no,0.03865051332206267
87,emf-2.4.1,IMPLEMENTATION,// I don't know if this should be run this deferred // because we might have to give the editor a chance to process the viewer update events // and hence to update the views first. // //,yes,undetermined,0,0,0,no,0.038370624527045455
88,emf-2.4.1,IMPLEMENTATION,// TODO processing instructions are not sent to recordValues,yes,undetermined,0,0,0,no,0.9921026777660068
89,emf-2.4.1,IMPLEMENTATION,// TODO comments are not sent to recordValues,yes,undetermined,0,0,0,no,0.9999920616283446
90,emf-2.4.1,IMPLEMENTATION,// TODO Ignore for now.,yes,undetermined,0,0,0,no,0.9999999999679213
91,emf-2.4.1,IMPLEMENTATION,// TODO handle situation when ASTJNode is removed (compilationUnit is null),yes,undetermined,0,0,0,no,0.9925582976952758
92,emf-2.4.1,IMPLEMENTATION,//TBD return super classes of classes in this package that come from a delegate package.,yes,undetermined,0,0,0,no,0.039571322108440846
93,emf-2.4.1,IMPLEMENTATION,"// if current char is comma, insert line break after it // // we should be able to find the comma because the range for enum constants includes all trailing comments up to the separator // if TargetSourceRangeComputer of ASTRewrite changes, this logic should change to skip comments // see org.eclipse.emf.codegen.merge.java.facade.ast.CommentAwareSourceRangeComputer#getEnumConstantSourceRange(ASTNode)",yes,undetermined,0,0,0,no,0.03863396021008915
94,emf-2.4.1,IMPLEMENTATION,// TODO translation,yes,undetermined,0,0,0,no,0.999999753522286
95,emf-2.4.1,IMPLEMENTATION,// TODO Binary incompatibility; an old override must override putAll.,yes,undetermined,0,0,0,no,0.9023929955137503
96,emf-2.4.1,IMPLEMENTATION,// I don't know if this should be run this deferred // because we might have to give the editor a chance to process the viewer update events // and hence to update the views first. // //,yes,undetermined,0,0,0,no,0.038370624527045455
97,emf-2.4.1,IMPLEMENTATION,"// This runs the options, and shows progress. // (It appears to be a bad thing to fork this onto another thread.) //",yes,undetermined,0,0,0,no,0.045372556631673944
98,emf-2.4.1,IMPLEMENTATION,// I don't know if this should be run this deferred // because we might have to give the editor a chance to process the viewer update events // and hence to update the views first. // //,yes,undetermined,0,0,0,no,0.038370624527045455
99,emf-2.4.1,IMPLEMENTATION,"// we should be able to find the comma because the range for enum constants includes all preceding comments up to the previous constant // if TargetSourceRangeComputer of ASTRewrite changes, this logic should change to skip comments // see org.eclipse.emf.codegen.merge.java.facade.ast.CommentAwareSourceRangeComputer#getEnumConstantSourceRange(ASTNode)",yes,undetermined,0,0,0,no,0.039896827762372016
100,emf-2.4.1,IMPLEMENTATION,// TODO we should generate this.,yes,undetermined,0,0,0,no,0.9999999995684596
101,emf-2.4.1,IMPLEMENTATION,"// TODO What about the instance type name and the fact that we should be matching its type argument structure? // If they match so far, we must assume they are okay and then check all the arguments. //",yes,undetermined,0,0,0,no,0.7368128492099799
102,emf-2.4.1,TEST,//DMS this is totally untested.,yes,undetermined,0,0,0,no,0.04219516544535647
103,emf-2.4.1,TEST,// TODO Update this after old tests pass and then update the old tests to reflect this change. //,yes,undetermined,0,0,0,no,0.7731888001089401
104,emf-2.4.1,WITHOUT_CLASSIFICATION,// Set of options that we want to control,no,undetermined,0,0,0,no,0.040035945864441695
105,emf-2.4.1,WITHOUT_CLASSIFICATION,// get the end position of the range for the previous node,no,undetermined,0,0,0,no,0.03883906073650288
106,emf-2.4.1,WITHOUT_CLASSIFICATION,// adding 'at' allows distinguish annotations from other members // (i.e. inner class verses annotation of a class) //,no,undetermined,0,0,0,no,0.04064719494238147
107,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the adapter from the factory. //,no,undetermined,0,0,0,no,0.041524915656823605
108,emf-2.4.1,WITHOUT_CLASSIFICATION,// No methods added.,no,undetermined,0,0,0,no,0.03868889013637481
109,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no,undetermined,0,0,0,no,0.03852181212086787
110,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*
   * Javadoc copied from interface.
   */",no,undetermined,0,0,0,no,0.043697860315800564
111,emf-2.4.1,WITHOUT_CLASSIFICATION,// add trailing comments if necessary,no,undetermined,0,0,0,no,0.03760617105779406
112,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the target is read-only, we can ask the platform to release it. //",no,undetermined,0,0,0,no,0.0367016538030276
113,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing,no,undetermined,0,0,0,no,0.04020765959553531
114,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If entries don't have the same feature, the feature maps aren't equal. //",no,undetermined,0,0,0,no,0.043009128146824456
115,emf-2.4.1,WITHOUT_CLASSIFICATION,// Attribute,no,undetermined,0,0,0,no,0.039391007002622665
116,emf-2.4.1,WITHOUT_CLASSIFICATION,// Merge with an existing file. //,no,undetermined,0,0,0,no,0.03821872595520223
117,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the adapter from the factory. //,no,undetermined,0,0,0,no,0.041524915656823605
118,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Walk up the superpackages, collecting the package names. // Because empty packages are ommitted from the GenModel, we need to walk up the EPackages. //",no,undetermined,0,0,0,no,0.04301012373345356
119,emf-2.4.1,WITHOUT_CLASSIFICATION,// Empty block,no,undetermined,0,0,0,no,0.038410751177452164
120,emf-2.4.1,WITHOUT_CLASSIFICATION,// Any features that delegate to features in this package. //,no,undetermined,0,0,0,no,0.04074122131675354
121,emf-2.4.1,WITHOUT_CLASSIFICATION,// See java.lang.Class.getName() javadoc for explanation of array encoding.,no,undetermined,0,0,0,no,0.03931973397645535
122,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Additional useful character classes, including characters valid in certain // URI components and separators used in parsing them out of a string.  // // | ucschar | escaped",no,undetermined,0,0,0,no,0.03742437775782997
123,emf-2.4.1,WITHOUT_CLASSIFICATION,"/**
   * Calls <code>caseXXX</code> for each class of the model until one returns a non null result; it yields that result.
   * <!-- begin-user-doc -->
   * <!-- end-user-doc -->
   * @return the first non-null result returned by a <code>caseXXX</code> call.
   * @generated
   */",no,undetermined,0,0,0,no,0.042511090348401455
124,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the target is read-only, we can ask the platform to release it, and it may be updated in the process. //",no,undetermined,0,0,0,no,0.03635080488037895
125,emf-2.4.1,WITHOUT_CLASSIFICATION,//),no,undetermined,0,0,0,no,0.04020765959553531
126,emf-2.4.1,WITHOUT_CLASSIFICATION,// find start position of farthest preceding comment,no,undetermined,0,0,0,no,0.03993779391099932
127,emf-2.4.1,WITHOUT_CLASSIFICATION,// was the details button pressed?,no,undetermined,0,0,0,no,0.0390441254399843
128,emf-2.4.1,WITHOUT_CLASSIFICATION,// Set up the tree viewer. //,no,undetermined,0,0,0,no,0.03835361824216445
129,emf-2.4.1,WITHOUT_CLASSIFICATION,// Process the children of the UnitTreeNode recursively. //,no,undetermined,0,0,0,no,0.03830236609849396
130,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Create a code formatter for this compilation unit, if needed. //",no,undetermined,0,0,0,no,0.04703178305638161
131,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the name isn't qualified, it might be a primitive or from java.lang. Otherwise, assume it's in the current // package and use the nsPrefix for the qualified package name. //",no,undetermined,0,0,0,no,0.04060649912299635
132,emf-2.4.1,WITHOUT_CLASSIFICATION,// Determine the base URL by looking for the plugin.properties file in the standard way. //,no,undetermined,0,0,0,no,0.04180652074310805
133,emf-2.4.1,WITHOUT_CLASSIFICATION,// The notification for this list is being thrown by the // delegating list //,no,undetermined,0,0,0,no,0.038724720877009344
134,emf-2.4.1,WITHOUT_CLASSIFICATION,// Make sure our popups work. //,no,undetermined,0,0,0,no,0.042540476627191674
135,emf-2.4.1,WITHOUT_CLASSIFICATION,"// remove type, insert enum",no,undetermined,0,0,0,no,0.04025085533541348
136,emf-2.4.1,WITHOUT_CLASSIFICATION,"// We need to screen out duplicates in the unlikely event that we have two //  features with the same class-qualified name. We'll only generate one property //  string in that case and let the user add the second one manually, if necessary. //",no,undetermined,0,0,0,no,0.038604729538216434
137,emf-2.4.1,WITHOUT_CLASSIFICATION,// build mapping from classes to list of features that use them,no,undetermined,0,0,0,no,0.038941098601647794
138,emf-2.4.1,WITHOUT_CLASSIFICATION,"// This runs the options, and shows progress. //",no,undetermined,0,0,0,no,0.04228600604638568
139,emf-2.4.1,WITHOUT_CLASSIFICATION,// no paths: keep query only,no,undetermined,0,0,0,no,0.040087716944309175
140,emf-2.4.1,WITHOUT_CLASSIFICATION,// Select the root object in the view. //,no,undetermined,0,0,0,no,0.038396618078261495
141,emf-2.4.1,WITHOUT_CLASSIFICATION,// else absolute path: keep it and query,no,undetermined,0,0,0,no,0.03860980607930346
142,emf-2.4.1,WITHOUT_CLASSIFICATION,// Listen to selection so that we can handle it is a special way. //,no,undetermined,0,0,0,no,0.04592236572355163
143,emf-2.4.1,WITHOUT_CLASSIFICATION,"// The algorithm for the order of the features in this list should never change. // Also, the fact that a new list is created whenever the contents change  // is something else that should never change. // There are clients who rely on both these behaviors,  // and they will need to agree to any change, // so that they can adjust their own code. //",no,undetermined,0,0,0,no,0.039110622650765856
144,emf-2.4.1,WITHOUT_CLASSIFICATION,// This ensures that we handle selections correctly. //,no,undetermined,0,0,0,no,0.04180519874627081
145,emf-2.4.1,WITHOUT_CLASSIFICATION,// Empty block,no,undetermined,0,0,0,no,0.038410751177452164
146,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create an adapter factory that yields item providers. //,no,undetermined,0,0,0,no,0.04010486768825189
147,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the current time in milliseconds since the epoch  // and adjust it to match the epoch required by the specification. //,no,undetermined,0,0,0,no,0.03974960048865772
148,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the first selected element. //,no,undetermined,0,0,0,no,0.03794062644274203
149,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Otherwise, the path needs only the remaining segments.",no,undetermined,0,0,0,no,0.04781177461728375
150,emf-2.4.1,WITHOUT_CLASSIFICATION,"// log the error, ignore the change and continue",no,undetermined,0,0,0,no,0.03755999922637714
151,emf-2.4.1,WITHOUT_CLASSIFICATION,// absolute path or no path -> absolute path,no,undetermined,0,0,0,no,0.03862040908284054
152,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do a base 64 conversion by turning every 3 bytes into 4 base 64 characters //,no,undetermined,0,0,0,no,0.03843158657070315
153,emf-2.4.1,WITHOUT_CLASSIFICATION,// create a composite with standard margins and spacing,no,undetermined,0,0,0,no,0.0396096211646119
154,emf-2.4.1,WITHOUT_CLASSIFICATION,"// source method return type is array (getExceptions), target is not array (i.e. addException)",no,undetermined,0,0,0,no,0.03566418057625999
155,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing,no,undetermined,0,0,0,no,0.04020765959553531
156,emf-2.4.1,WITHOUT_CLASSIFICATION,// And we need to set it on any cached GenModels holding the special Ecore and XML packages. //,no,undetermined,0,0,0,no,0.041909854155929696
157,emf-2.4.1,WITHOUT_CLASSIFICATION,"/**
   * Calls <code>validateXXX</code> for the corresponding classifier of the model.
   * <!-- begin-user-doc -->
   * <!-- end-user-doc -->
   * @generated
   */",no,undetermined,0,0,0,no,0.043594022417718765
158,emf-2.4.1,WITHOUT_CLASSIFICATION,// This is the page for the tree viewer //,no,undetermined,0,0,0,no,0.039541309446082765
159,emf-2.4.1,WITHOUT_CLASSIFICATION,// empty last segment -> trailing separator,no,undetermined,0,0,0,no,0.03737836919100096
160,emf-2.4.1,WITHOUT_CLASSIFICATION,// Refresh the necessary state. //,no,undetermined,0,0,0,no,0.040772827823795994
161,emf-2.4.1,WITHOUT_CLASSIFICATION,"// A set command without a feature sets the value of this wrapper, hence replacing it with a new wrapper. So, // we need a special command wrapper that selects this new wrapper as the affected object. //",no,undetermined,0,0,0,no,0.03750347486913327
162,emf-2.4.1,WITHOUT_CLASSIFICATION,// Cc,no,undetermined,0,0,0,no,0.04266102383675518
163,emf-2.4.1,WITHOUT_CLASSIFICATION,// Maintain a (weak hash) set on the type parameter of all referencing generic types. //,no,undetermined,0,0,0,no,0.04159858938062276
164,emf-2.4.1,WITHOUT_CLASSIFICATION,// Force the project to be setup properly. //,no,undetermined,0,0,0,no,0.041113902729882607
165,emf-2.4.1,WITHOUT_CLASSIFICATION,"/* 
   * Javadoc copied from interface.
   */",no,undetermined,0,0,0,no,0.043697860315800564
166,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no,undetermined,0,0,0,no,0.03852181212086787
167,emf-2.4.1,WITHOUT_CLASSIFICATION,// WizardContainer variables,no,undetermined,0,0,0,no,0.03919262938918445
168,emf-2.4.1,WITHOUT_CLASSIFICATION,"// return getPrefixedName(""EditorPlugin"");",no,undetermined,0,0,0,no,0.03979525703883845
169,emf-2.4.1,WITHOUT_CLASSIFICATION,//EParameter,no,undetermined,0,0,0,no,0.04020765959553531
170,emf-2.4.1,WITHOUT_CLASSIFICATION,// retrieve source node corresponding to target //,no,undetermined,0,0,0,no,0.035981921481316674
171,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore.,no,undetermined,0,0,0,no,0.03852181212086787
172,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create a default .jetsettings file file,no,undetermined,0,0,0,no,0.03203618612281497
173,emf-2.4.1,WITHOUT_CLASSIFICATION,// Subclasses may overrride ,no,undetermined,0,0,0,no,0.039398193687023436
174,emf-2.4.1,WITHOUT_CLASSIFICATION,// Save the resources to the file system. //,no,undetermined,0,0,0,no,0.03621701489286022
175,emf-2.4.1,WITHOUT_CLASSIFICATION,"/**
   * Calls <code>caseXXX</code> for each class of the model until one returns a non null result; it yields that result.
   * <!-- begin-user-doc -->
   * <!-- end-user-doc -->
   * @return the first non-null result returned by a <code>caseXXX</code> call.
   * @generated
   */",no,undetermined,0,0,0,no,0.042511090348401455
176,emf-2.4.1,WITHOUT_CLASSIFICATION,// Set the selection to the widget. //,no,undetermined,0,0,0,no,0.03754998237847321
177,emf-2.4.1,WITHOUT_CLASSIFICATION,// ETypeParameter,no,undetermined,0,0,0,no,0.04020765959553531
178,emf-2.4.1,WITHOUT_CLASSIFICATION,// Save only resources that have actually changed. //,no,undetermined,0,0,0,no,0.04163778798414483
179,emf-2.4.1,WITHOUT_CLASSIFICATION,"// This is only at avoid needing an @SuppressWarnings(""unchecked"") on the EMFObservableList",no,undetermined,0,0,0,no,0.03829268920550233
180,emf-2.4.1,WITHOUT_CLASSIFICATION,// This is the method that gets invoked when the operation runs. //,no,undetermined,0,0,0,no,0.039975882337506805
181,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore this since we will throw an exception when all else fails.,no,undetermined,0,0,0,no,0.04215325700050047
182,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 3 of value (byte) -19,no,undetermined,0,0,0,no,0.03896354876367712
183,emf-2.4.1,WITHOUT_CLASSIFICATION,"// This is only at avoid needing an @SuppressWarnings(""unchecked"") on the EMFObservableList",no,undetermined,0,0,0,no,0.03829268920550233
184,emf-2.4.1,WITHOUT_CLASSIFICATION,// for enum constants use special range,no,undetermined,0,0,0,no,0.04082694095699018
185,emf-2.4.1,WITHOUT_CLASSIFICATION,//ETypedElement,no,undetermined,0,0,0,no,0.04020765959553531
